canonicity_score_rank;canonicity_score_scaled;GND;GND_name;GND_birth;GND_death;GND_occupation;rausschmeißen? (AH);rausschmeißen? (MK);Konsens (JE);;;;;;;;;;;;;;;
1576;8;118623095;Tönnies, Ferdinand;1855.0;1936.0;Soziologe + Schriftsteller + Philosoph + Staatswissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1577;8;121534022;Peer, Oscar;1928.0;2013.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1578;8;118540297;Goetz, Curt;1888.0;1960.0;Schauspieler + Dramatiker + Drehbuchautor + Filmregisseur + Regisseur + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1579;8;11850505X;Auffenberg, Joseph von;1798.0;1857.0;Dramatiker + Schriftsteller + Jurist + Offizier + Dramatiker + Freiherr;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1580;8;119267659;Hensler, Karl Friedrich;1758.0;1825.0;Schriftsteller + Schauspieler + Theaterdirektor + Dramatiker + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1581;8;122503279;Caesar, Joachim;1580.0;1648.0;Schriftsteller + Übersetzer + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1582;8;120115018;Franzetti, Dante Andrea;1959.0;2015.0;Schriftsteller + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1583;8;119018349;Schriber, Margrit;1939.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1584;8;119290650;Pressler, Mirjam;1940.0;2019.0;Schriftstellerin + Übersetzerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1585;8;100051960;Bothe, Friedrich Heinrich;1771.0;1855.0;Schriftsteller + Klassischer Philologe + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1586;8;118687638;Eckart, Dietrich;1868.0;1923.0;Schriftsteller + Dramatiker + Publizist + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1587;8;118634844;Wolff, Theodor;1868.0;1943.0;Schriftsteller + Dramatiker + Journalist + Redakteur + Publizist + Politiker + Abgeordneter + Übersetzer + Fernsehredakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1588;8;118619101;Strauß, Ludwig;1882.0;1953.0;Schriftsteller + Literaturwissenschaftler + Hochschullehrer + Lehrer + Dramaturg + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1589;8;128967803;Schuldt;1941.0;;Schriftsteller + Essayist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1590;8;118878662;Biondi, Franco;1947.0;;Schriftsteller + Psychotherapeut + Lyriker + Familientherapeut + Schlosser;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1591;8;101258461;Brandenburg, Michael Christoph;1694.0;1766.0;Theologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1592;8;118673858;Brentano, Bernard von;1901.0;1964.0;Schriftsteller + Autorenlesung;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1593;8;133665798;Fritz, Susanne;1964.0;;Autorin + Regisseurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1594;8;118601709;Rodenberg, Julius;1831.0;1914.0;Schriftsteller + Publizist + Journalist + Redakteur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1595;8;115756914;Fels, Ludwig;1946.0;2021.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1596;8;105538949;Federmann, Reinhard;1923.0;1976.0;Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1597;8;119059622;Raumer, Friedrich von;1781.0;1873.0;Historiker + Staatswissenschaftler + Hochschullehrer + Schriftsteller + Abgeordneter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1598;8;124205275;Dinev, Dimitré;1968.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1599;8;118893017;Bosshart, Jakob;1862.0;1924.0;Pädagoge + Schulleiter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1600;8;120420767;Deinert, Wilhelm;1933.0;2012.0;Schriftsteller + Lyriker + Sachbuchautor + Literaturwissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1601;8;118809989;Gappmayr, Heinz;1925.0;2010.0;Künstler + Grafiker + Fotograf + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1602;8;117327190;Westphalen, Engel Christine;1758.0;1840.0;Schriftstellerin + Stifterin + Lyrikerin + Dramatikerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1603;8;118685996;Fallmerayer, Jakob Philipp;1790.0;1861.0;Schriftsteller + Publizist + Philologe + Orientalist + Historiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1604;8;12331805X;Sayer, Walle;1960.0;;Schriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1605;8;104234431;Gaudy, Franz von;1800.0;1840.0;Schriftsteller + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1606;8;118546252;Hartmann, Eduard von;1842.0;1906.0;Philosoph + Offizier + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1607;8;118682636;Eulenberg, Herbert;1876.0;1949.0;Schriftsteller + Dramatiker + Kritiker + Jurist + Dramatiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1608;8;124928048;Regener, Sven;1961.0;;Musiker + Schriftsteller + Komponist + Gitarrist + Sänger + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1609;8;121174700;Händler, Ernst-Wilhelm;1953.0;;Unternehmer + Diplomkaufmann + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1610;8;1035498197;Guse, Juan S.;1989.0;;Schriftsteller + Soziologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1611;8;104130792;Philippi, Karl Ferdinand;1795.0;1852.0;Historiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1611;8;118802399;Törring, Josef August von;1753.0;1826.0;Politiker + Dramatiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1613;8;118715917;Kretzer, Max;1854.0;1941.0;Schriftsteller + Erzähler + Arbeiter + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1614;8;1045291536;Roth, Dieter;1936.0;;Schriftsteller + Journalist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1615;8;120188929;Woelk, Ulrich;1960.0;;Schriftsteller + Astrophysiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1616;8;133293815;Hünger, Nancy;1981.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1617;8;121834514;Kormart, Christoph;1644.0;1701.0;Schriftsteller + Jurist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1618;8;119467674;Munk, Georg;1877.0;1958.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1619;8;118562517;Kirst, Hans Hellmut;1914.0;1989.0;Schriftsteller + Offizier + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1620;8;119461862;Kordon, Klaus;1943.0;;Schriftsteller + Jugendbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1621;8;118560808;Kautsky, Karl;1854.0;1938.0;Schriftsteller + Sozialist + Redakteur + Politiker + Philosoph;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1622;8;119065045;Wilker, Gertrud;1924.0;1984.0;Prosaistin + Lyrikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1623;8;118569317;Langbein, August Friedrich Ernst;1757.0;1835.0;Schriftsteller + Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1624;8;119330490;Recheis, Käthe;1928.0;2015.0;Kinderbuchautorin + Jugendbuchautorin + Übersetzerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1625;8;118842285;Hamburger, Michael;1924.0;2007.0;Übersetzer + Literaturwissenschaftler + Lyriker + Literaturkritiker + Essayist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1626;8;11852478X;Derleth, Ludwig;1870.0;1948.0;Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1627;8;100689590;Voß, Heinrich;1779.0;1822.0;Philologe + Gräzist + Übersetzer + Lyriker + Hochschullehrer + Übersetzer + Theologie;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1628;8;119556944;Czurda, Elfriede;1946.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1629;8;120338041;Häfner, Eberhard;1941.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1630;8;118572652;Lichtwark, Alfred;1852.0;1914.0;Kunsthistoriker + Museumsdirektor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1631;8;12211793X;Fabri, Albrecht;1911.0;1998.0;Übersetzer + Schriftsteller + Lektor <Verlag>;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1632;8;120729423;Mander, Matthias;1933.0;;Schriftsteller + Redakteur + Lektor <Hochschule>;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1633;8;119019418;Brechbühl, Beat;1939.0;;Schriftsteller + Künstler + Verleger + Schriftsetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1634;8;118980483;Igel, Jayne-Ann;1954.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1635;8;121811123;Gugelberg von Moos, Hortensia;1659.0;1715.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1636;8;121522709;Skwara, Erich Wolfgang;1948.0;;Schriftsteller + Literaturwissenschaftler + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1637;8;119410524;Klesch, Daniel;1624.0;1697.0;Evangelischer Theologe + Pfarrer + Gymnasiallehrer + Rektor + Superintendent + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1638;8;118826948;Pfau, Ludwig;1821.0;1894.0;Schriftsteller + Lyriker + Übersetzer + Publizist + Kunstkritiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1639;8;11863318X;Wille, Bruno;1860.0;1928.0;Schriftsteller + Philosoph + Journalist + Prediger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1640;8;118972472;Bin-Gorion, Micha Josef;1865.0;1921.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1641;8;118585754;Mühlbach, Luise;1814.0;1873.0;Schriftstellerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1642;8;123174821;Koneffke, Jan;1960.0;;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1643;8;11612363X;Bentzel-Sternau, Christian Ernst von;1767.0;1849.0;Politiker + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1644;8;100823548;Raupach, Ernst Benjamin Salomo;1784.0;1852.0;Schriftsteller + Literaturwissenschaftler + Dramatiker + Librettist + Historiker + Hochschullehrer + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1645;8;118612093;Schwarzschild, Leopold;1891.0;1950.0;Schriftsteller + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1646;8;118720392;Haringer, Jakob;1898.0;1948.0;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1647;8;118722158;Keyserling, Hermann;1880.0;1946.0;Philosoph + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1648;8;118693956;Fuchs, Eduard;1870.0;1940.0;Schriftsteller + Historiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1649;8;118968866;Glück, Anselm;1950.0;;Schriftsteller + Grafiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1650;8;120007673;Aigner, Christoph Wilhelm;1954.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1651;8;116802014;Friedmann, Alfred;1845.0;1923.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1652;8;116995696;Nicolai, Gustav;1795.0;1868.0;Schriftsteller + Komponist + Komponist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1653;8;100101844;Degen, Johann Friedrich;1752.0;1836.0;Schriftsteller + Pädagoge + Philologe + Philosoph + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1654;8;122343247;Kaminer, Wladimir;1967.0;;Dramaturg + Journalist + Schriftsteller + Sprecher + Dramaturgie;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1655;8;129336459;Schimmelpfennig, Roland;1967.0;;Regisseur + Dramaturg + Journalist + Schauspieler + Dramatiker + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1656;8;118537342;Golicyna, Amalija S.;1748.0;1806.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1657;8;130096563;Gebler, Tobias Philipp von;1726.0;1786.0;Schriftsteller + Dramatiker + Politiker + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1658;8;119008742;Heidenreich, Gert;1944.0;;Schriftsteller + Journalist + Herausgeber + Schauspieler + Sprecher + Drehbuchautor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1659;8;133347931;Borries, Friedrich von;1974.0;;Architekt + Schriftsteller + Architekt + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1660;8;120453487;Grond, Walter;1957.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1661;8;11872780X;Lessing, Theodor;1872.0;1933.0;Philosoph + Publizist + Hochschullehrer + Lehrer + Arzt + Theaterkritiker + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1662;8;119351676;Mensching, Steffen;1958.0;;Schriftsteller + Kabarettist + Akteur + Lyriker + Schauspieler + Musiker + Kulturwissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1663;8;116892463;Hilscher, Eberhard;1927.0;2005.0;Schriftsteller + Literaturwissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1664;8;118559192;Kästner, Erhart;1904.0;1974.0;Bibliothekar + Schriftsteller + Buchhändler + Sekretär + Bibliotheksdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1665;8;121577627;Kürthy, Ildikó von;1968.0;;Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1666;8;118542842;Grünberg, Karl;1891.0;1972.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1667;8;118559737;Kandinsky, Wassily;1866.0;1944.0;Künstler + Grafiker + Maler + Schriftsteller + Künstler + Bühnenbildner;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1668;8;11852903X;Eggebrecht, Axel;1899.0;1991.0;Schriftsteller + Publizist + Drehbuchautor + Dramaturg + Filmkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1669;8;120668602;Walther, Joachim;1943.0;2020.0;Schriftsteller + Lektor <Verlag> + Herausgeber + Schlosser;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1670;8;123239001;Hermann, Kai;1938.0;;Redakteur + Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1671;8;118913840;Steigentesch, August von;1774.0;1826.0;Diplomat + General + Schriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1672;8;11859009X;Ophüls, Max;1902.0;1957.0;Regisseur + Schauspieler + Drehbuchautor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1673;8;11924246X;Said;1947.0;2021.0;Schriftsteller + Politischer Flüchtling;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1674;8;118692577;François, Louise von;1817.0;1893.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1675;8;118511165;Noack, Hans-Georg;1926.0;2005.0;Jugendbuchautor + Übersetzer + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1676;8;115745270;Oleschinski, Brigitte;1955.0;;Übersetzerin + Schriftstellerin + Politologin + Historikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1677;8;1014349664;Vogel, Johann;1589.0;1663.0;Schriftsteller + Gymnasiallehrer + Rektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1678;8;116002468;Stolterfoth, Adelheid von;1800.0;1875.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1679;8;118580752;Mendelssohn, Peter de;1908.0;1982.0;Schriftsteller + Übersetzer + Drehbuchautor + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1680;8;119433818;Haufs, Rolf;1935.0;2013.0;Schriftsteller + Lyriker + Kaufmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1681;8;110141458;Belani, H. E. R.;1784.0;1858.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1682;8;118542141;Griepenkerl, Wolfgang Robert;1810.0;1868.0;Schriftsteller + Musikschriftsteller + Musikkritiker + Dramatiker + Kunstkritiker + Musikkritiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1683;8;118681427;Dwinger, Edwin Erich;1898.0;1981.0;Schriftsteller + Nationalsozialist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1684;8;100316794;Geiger, Carl Ignaz;1756.0;1791.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1685;8;1243923822;Nicolai, Philipp;1556.0;1608.0;Pfarrer + Hofprediger + Kirchenlieddichter + Komponist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1686;8;11911965X;Harich, Wolfgang;1923.0;1995.0;Schriftsteller + Philosoph + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1687;8;118805681;Vollmoeller, Karl Gustav;1878.0;1948.0;Schriftsteller + Drehbuchautor + Übersetzer + Konstrukteur + Philologe + Archäologe + Unternehmer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1687;8;118777831;Koreff, Johann Ferdinand;1783.0;1851.0;Schriftsteller + Arzt + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1689;8;119549867;Haslinger, Josef;1955.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1690;8;118754408;Schein, Johann Hermann;1586.0;1630.0;Komponist + Schriftsteller + Verleger + Selbstverleger + Musikverleger + Kantor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1691;8;118544101;Haas, Willy;1891.0;1973.0;Schriftsteller + Herausgeber + Literaturkritiker + Essayist + Drehbuchautor + Theaterkritiker + Filmkritiker + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1692;8;1193606365;Schachinger, Tonio;1992.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1692;8;124344798;Métail, Michèle;1950.0;;Autorin + Fotografin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1694;8;100713629;Ziegler, Kaspar;1621.0;1690.0;Jurist + Evangelischer Theologe + Hochschullehrer + Schriftsteller + Komponist + Selbstverleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1695;8;118921541;Eisenreich, Herbert;1925.0;1986.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1696;8;117683124;Lossius, Kaspar Friedrich;1753.0;1817.0;Pädagoge + Lehrer + Pfarrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1697;8;119555360;Winsloe, Christa;1888.0;1944.0;Schriftstellerin + Dramatikerin + Bildhauerin + Drehbuchautorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1698;8;118505505;Bach, Carl Philipp Emanuel;1714.0;1788.0;Komponist + Musiker + Organist + Musikschriftsteller + Musikwissenschaftler + Selbstverleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1699;8;119016753;Ramdohr, Friedrich Wilhelm Basilius von;1752.0;1822.0;Diplomat + Kunsthistoriker + Schriftsteller + Kunstkritiker + Jurist + Schriftsteller + Freiherr;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1699;8;118618814;Strachwitz, Moritz von;1822.0;1847.0;Schriftsteller + Gutsherr + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1701;8;118515667;Bröger, Karl;1886.0;1944.0;Schriftsteller + Redakteur + Lyriker + Erzähler + Dramatiker + Theaterkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1702;8;143302795;Weidenholzer, Anna;1984.0;;Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1703;8;118841203;Poethen, Johannes;1928.0;2001.0;Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1704;8;118010832;Stockfleth, Katharina Maria;1634.0;1692.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1705;8;116666048;Heinrich, Karl Borromäus;1884.0;1938.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1706;8;118581783;Meyer, E. Y.;1946.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1707;8;116578335;Rochholz, Ernst Ludwig;1809.0;1892.0;Schriftsteller + Germanist + Historiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1708;8;116160187;Helm, Clementine;1825.0;1896.0;Schriftstellerin + Erzieherin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1709;8;119020874;Dörmann, Felix;1870.0;1928.0;Schriftsteller + Journalist + Schauspieler + Regisseur + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1710;8;116606916;Kulka, Georg;1897.0;1929.0;Schriftsteller + Lyriker + Essayist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1711;8;11932587X;Schmatz, Ferdinand;1953.0;;Schriftsteller + Lyriker + Essayist + Literaturwissenschaftler + Germanist + Publizist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1712;8;118656449;Bernhardi, August Ferdinand;1769.0;1820.0;Pädagoge + Schriftsteller + Philosoph + Lyriker + Linguist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1713;8;118801597;Temme, Jodocus Donatus Hubertus;1798.0;1881.0;Jurist + Schriftsteller + Abgeordneter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1714;8;119160242;Betke, Joachim;1601.0;1663.0;Evangelischer Theologe + Pfarrer + Gymnasiallehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1715;8;118723073;Kussmaul, Adolf;1822.0;1902.0;Arzt + Internist + Gastroenterologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1716;8;118683829;Flaischlen, Cäsar;1864.0;1920.0;Schriftsteller + Chefredakteur + Kritiker + Dramatiker + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1717;8;119526581;Reich, Lucian;1817.0;1900.0;Künstler + Maler + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1718;8;119115026;Priessnitz, Reinhard;1945.0;1985.0;Schriftsteller + Lektor <Verlag> + Literaturkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1719;8;119200015;Heckmann, Herbert;1930.0;1999.0;Schriftsteller + Literaturwissenschaftler + Regisseur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1720;8;118754599;Schenkendorf, Max von;1784.0;1817.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1721;8;119239361;Kunz, Carl Friedrich;1785.0;1849.0;Schriftsteller + Buchhändler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1721;8;100125077;Bretschneider, Heinrich Gottfried von;1739.0;1810.0;Schriftsteller + Offizier + Bibliothekar + Kunstsammler + Freimaurer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1721;8;124685838;Staricius, Johannes;1580.0;1600.0;Schriftsteller + Komponist + Organist + Notar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1724;8;115645489;Rakusa, Ilma;1946.0;;Schriftstellerin + Dramatikerin + Übersetzerin + Publizistin + Slawistin + Librettistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1725;8;119370158;Guggenmos, Josef;1922.0;2003.0;Schriftsteller + Kinderbuchautor + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1726;8;123266165;Hein, Jakob;1971.0;;Arzt + Schriftsteller + Kabarettist + Psychiater;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1727;8;118904779;Hillern, Wilhelmine von;1836.0;1916.0;Schauspielerin + Schriftstellerin + Erzählerin + Schriftstellerin + Schauspielerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1728;8;118591134;Paepcke, Lotte;1910.0;2000.0;Juristin + Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1729;8;104044977;Haschka, Lorenz Leopold;1749.0;1827.0;Lyriker + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1730;8;118570226;Lautensack, Heinrich;1881.0;1919.0;Schriftsteller + Dramatiker + Drehbuchautor + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1731;8;124012825;Renz, Peter;1946.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
1732;8;140372318;Hegemann, Helene;1992.0;;Schriftstellerin + Schauspielerin + Drehbuchautorin + Regisseurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
