GND;VDBO_source;author_full;author_simple;length
120218992;Killy_4;Fritsch, Werner;Fritsch, Werner;456.0
1124411887;Killy_4;Fritz, Marianne, geb. Frieß;Fritz, Marianne;1123.0
118881159;Killy_4;Fritz, Walter Helmut;Fritz, Walter Helmut;645.0
11869376X;Killy_4;Frobenius, Leo;Frobenius, Leo;1094.0
11853629X;Killy_4;Fröbel, Friedrich (Wilhelm August);Fröbel, Friedrich;542.0
116830069;Killy_4;Fröhlich, Abraham Emanuel;Fröhlich, Abraham Emanuel;388.0
116830433;Killy_4;Fröhlich, Hans Jürgen, auch: Hans J.;Fröhlich, Hans Jürgen;480.0
116830506;Killy_4;Fröhlich, Karl;Fröhlich, Karl;319.0
131967630;Killy_4;Frölich, Henriette, geb. Dorothea Friederica Henrietta Rauthe, auch: Jerta;Frölich, Henriette;388.0
124304893;Killy_4;Fröreisen, Isaac;Fröreisen, Isaac;366.0
118833707;Killy_4;Frohberg, Regina, auch: Regine Frohberg, Rebekka Friedländer, geb. Salomo(n);Frohberg, Regina;467.0
123562198;Killy_4;Frohme, Karl (Franz Egon), auch: Junius;Frohme, Karl;340.0
118536389;Killy_4;Fromm, Erich (Pinchas);Fromm, Erich;601.0
;Killy_4;;‘Die Fromme Müllerin’;456.0
118536419;Killy_4;Frommel, Emil (Wilhelm);Frommel, Emil;394.0
118825453;Killy_4;Frommel, Wolfgang, auch: C. P. de la Fournière, Lothar Helbing, Sebastian Heller, Wolf Kilian, Edmund Lorm, F. W. L’Ormeau, R. van Rossum [du Chattel] u. a.;Frommel, Wolfgang;1031.0
172082439;Killy_4;Froumund von Tegernsee;Froumund von Tegernsee;344.0
130174416;Killy_4;Fuchs, Anna Rupertina, geb. Pleitner, auch: Daphne;Fuchs, Anna Rupertina;309.0
118693956;Killy_4;Fuchs, Eduard;Fuchs, Eduard;815.0
1158547781;Killy_4;Fuchs, Erika, geb. Petri;Fuchs, Erika;376.0
119522640;Killy_4;Fuchs, Gerd;Fuchs, Gerd;671.0
1243905468;Killy_4;Fuchs, Gottlieb;Fuchs, Gottlieb;373.0
118693999;Killy_4;Fuchs, Günter Bruno;Fuchs, Günter Bruno;726.0
118536613;Killy_4;Fuchs, Jürgen;Fuchs, Jürgen;711.0
119059487;Killy_4;Fuchs, Leonhart;Fuchs, Leonhart;1286.0
116844876;Killy_4;Fuchs, Rudolf, auch: Rufus;Fuchs, Rudolf;388.0
118536672;Killy_4;Fühmann, Franz (Antonia Josef Rudolf Maria);Fühmann, Franz;1592.0
;Killy_4;;‘Die 15 Zeichen vor dem Jüngsten Gericht’;609.0
133552772;Killy_4;Fürer von Haimendorf d. Ä., Christoph;Fürer von Haimendorf d. Ä., Christoph;440.0
100819672;Killy_4;Fürer von Haimendorf, Christoph VII.;Fürer von Haimendorf, Christoph;458.0
118536702;Killy_4;Fürnberg, Louis, eigentl.: Alois Moritz F., auch: Nuntius;Fürnberg, Louis;629.0
11685362X;Killy_4;Fürst, Johann Evangelist;Fürst, Johann Evangelist;437.0
118536710;Killy_4;Fürst, Max;Fürst, Max;285.0
118686755;Killy_4;Fürstenberg, Ferdinand von;Fürstenberg, Ferdinand von;579.0
;Killy_4;;‘Füssener Osterspiel und Marienklage’;415.0
118536745;Killy_4;Füssli, Johann Heinrich, auch: Henry Fuseli;Füssli, Johann Heinrich;471.0
118694162;Killy_4;Füssli, Johann Heinrich;Füssli, Johann Heinrich.;617.0
118703455;Killy_4;Füssli, Füeßli, Peter;Füssli, Peter;387.0
118694081;Killy_4;Fuetrer, Fürtrer, Futrär, Füetrer, Fietrer, Ulrich;Fuetrer, Ulrich;888.0
118840452;Killy_4;Fulda, Ludwig (Anton Salomon);Fulda, Ludwig;913.0
119679809;Killy_4;Funck, Mat(t)hias;Funck, Mathias;305.0
116873655;Killy_4;Funk, Gottfried Benedict;Funk, Gottfried Benedict;289.0
119523604;Killy_4;Funke, Cornelia;Funke, Cornelia;626.0
1062077520;Killy_4;Funke, Monika, auch: Monikalisa Stern;Funke, Monika;209.0
115754652;Killy_4;Furichius, Johannes Nicolaus;Furichius, Johannes Nicolaus;556.0
100810764;Killy_4;Furttenbach, Furtenbach, Joseph;Furttenbach, Joseph;556.0
11853694X;Killy_4;Fussenegger, Gertrud (Anna), verh. Dietz bzw. Dorn;Fussenegger, Gertrud;1403.0
121878643;Killy_4;Futscher, Christian;Futscher, Christian;371.0
119151073;Killy_4;Gabel, Wolfgang;Gabel, Wolfgang;224.0
118688952;Killy_4;Gabelentz, Georg von der;Gabelentz, Georg von der;292.0
122397444;Killy_4;Gablé, Rebecca, eigentl.: Ingrid Krane-Müschen;Gablé, Rebecca;351.0
119033887;Killy_4;Gábor, Andor;Gábor, Andor;421.0
118537032;Killy_4;Gadamer, Hans-Georg;Gadamer, Hans-Georg;923.0
12015742X;Killy_4;Gadebusch, Friedrich Konrad;Gadebusch, Friedrich Konrad;470.0
;Killy_4;;‘Das Gänslein’;476.0
116333782;Killy_4;Gärtner, Carl Christian;Gärtner, Carl Christian;895.0
1053134975;Killy_4;Gärtner, Wilhelm;Gärtner, Wilhelm;395.0
118689142;Killy_4;Gagern, Friedrich Frhr. von;Gagern, Friedrich von;486.0
119401827;Killy_4;Gahse, Zsuzsanna, geb. Vajda;Gahse, Zsuzsanna;493.0
118689177;Killy_4;Gail, Hermann;Gail, Hermann;601.0
132292424;Killy_4;Gaillard, (Johann) Carl (Philipp);Gaillard, Carl;382.0
118537164;Killy_4;Gaiser, Gerd;Gaiser, Gerd;1223.0
118834851;Killy_4;Galahad, Sir, auch: Helen Diner, eigentl.: Bertha Helene Eckstein, geb. Diener;Galahad, Sir;536.0
111248167;Killy_4;Galen, Philipp, eigentl.: Ernst Philipp Karl Lange;Galen, Philipp;284.0
118537245;Killy_4;Gall, Franz Joseph;Gall, Franz Joseph;795.0
119079402;Killy_4;Gall, (Johanna Udalrike) Louise (Gerhardine) Freiin von, verh. Schücking;Gall, Louise von;406.0
;Killy_4;;‘St. Galler Himmelfahrtspiel’;205.0
;Killy_4;;‘St. Galler Passionsspiel’ (auch: ‘St. Galler Spiel vom Leben Jesu’, ‘Mittelrheinisches Passionsspiel’);460.0
;Killy_4;;‘St. Galler Weihnachtsspiel’ (auch: ‘St. Galler Spiel von der Kindheit Jesu’);319.0
118537342;Killy_4;Gallitzin, Amalia Fürstin, geb. Gräfin von Schmettau;Gallitzin, Amalia Fürstin;818.0
102501726;Killy_4;Gallus, Gallicus, Galtz, Jodocus, auch: Jost von Ruffach;Gallus, Jodocus;511.0
1089493835;Killy_4;Gallus, Nikolaus;Gallus, Nikolaus;376.0
1185601864;Killy_4;Gan, Peter, eigentl.: Richard Moering;Gan, Peter;482.0
118537490;Killy_4;Ganghofer, Ludwig (Albert);Ganghofer, Ludwig;1068.0
129750859;Killy_4;Gansler, Rupert, Pseud.: David Ernglas;Gansler, Rupert;377.0
118809989;Killy_4;Gappmayr, Heinz;Gappmayr, Heinz;831.0
11642012X;Killy_4;Garbe, Robert;Garbe, Robert;223.0
118689568;Killy_4;Gardi, René;Gardi, René;371.0
119681544;Killy_4;Gart, Thiebolt;Gart, Thiebolt;427.0
118537636;Killy_4;Garve, Christian;Garve, Christian;1283.0
138229031;Killy_4;Garve, Karl Bernhard, auch: Carl Otto Werning;Garve, Karl Bernhard;462.0
116442158;Killy_4;Gasbarra, Felix;Gasbarra, Felix;377.0
118689673;Killy_4;Gasser, Achilles Pirmin;Gasser, Achilles Pirmin;747.0
116450045;Killy_4;Gaßmann, Theodor;Gaßmann, Theodor;415.0
122090284;Killy_4;Gast, Johannes, auch: Peregrinus;Gast, Johannes;537.0
116489014;Killy_4;Gatterer, Magdalene Philippine, auch: Juliane S., Karoline, Rosalie;Gatterer, Magdalene Philippine;446.0
104234431;Killy_4;Gaudy, Franz (Bernhard Heinrich Wilhelm) Frhr. von;Gaudy, Franz von;798.0
115713425;Killy_4;Gauß, Karl-Markus;Gauß, Karl-Markus;602.0
116472804;Killy_4;Gayette-Georgens, Johanne (Jeanne) Sophie Marie von, auch: Jeanne Marie, M. Colberg, geb. von Gayette;Gayette-Georgens, Johanne Sophie Marie von;323.0
130096563;Killy_4;Gebler, Tobias Philipp Frhr. von;Gebler, Tobias Philipp von;404.0
118689924;Killy_4;Gebsattel, Viktor (Victor) Emil Frhr. von;Gebsattel, Viktor Emil von;498.0
118538012;Killy_4;Gebser, Jean (Hans);Gebser, Jean;433.0
124436366;Killy_4;Gebwiler, Hieronymus;Gebwiler, Hieronymus;819.0
116478799;Killy_4;Gedike, Friedrich;Gedike, Friedrich;567.0
123274613;Killy_4;Geerk, Frank;Geerk, Frank;725.0
119073846;Killy_4;Geerken, Hartmut;Geerken, Hartmut;606.0
118689967;Killy_4;Geheeb, Paul;Geheeb, Paul;464.0
11853808X;Killy_4;Gehlen, Arnold (Karl Franz);Gehlen, Arnold;746.0
116494336;Killy_4;Geib, August (Wilhelm Leopold), auch: Wilhelm Leopold;Geib, August;289.0
11853811X;Killy_4;Geibel, (Franz) Emanuel (August) von (seit 1852);Geibel, Emanuel;1522.0
141192011;Killy_4;Geiger, Albert;Geiger, Albert;776.0
115612815;Killy_4;Geiger, Arno;Geiger, Arno;396.0
119368412;Killy_4;Geiger, Benno;Geiger, Benno;303.0
100316794;Killy_4;Geiger, Karl (Carl, eigentl.: Kaspar) Ignaz Anton Joseph;Geiger, Karl Ignaz Anton Joseph;540.0
118538209;Killy_4;Geiler von Kaysersberg, Johannes;Geiler von Kaysersberg, Johannes;812.0
120882434;Killy_4;Geipel, Ines;Geipel, Ines;590.0
118974815;Killy_4;Geiser, Christoph;Geiser, Christoph;532.0
1019345594;Killy_4;Geissbühler, Rolf;Geissbühler, Rolf;277.0
11869023X;Killy_4;Geissler, Christian;Geissler, Christian;1468.0
119522446;Killy_4;Geissler, Horst Wolfram;Geissler, Horst Wolfram;455.0
;Killy_4;;‘Geißlerlieder’;858.0
1023873885;Killy_4;Gelbcke Gelbke, Ferdinand Adolph;Gelbcke, Ferdinand Adolph;296.0
118538322;Killy_4;Gellert, Christian Fürchtegott;Gellert, Christian Fürchtegott;1701.0
120535084;Killy_4;Gellius, Johann Gottfried;Gellius, Johann Gottfried;286.0
101244665;Killy_4;Geltar;Geltar;321.0
116536624;Killy_4;Gemberg, Adine (Adja Carlowna), geb. Baker;Gemberg, Adine;240.0
100348157;Killy_4;Geminianus Monacensis, eigentl.: Jodok Rambeck (auch: Rampöck, Rompeck);Geminianus Monacensis;437.0
118538365;Killy_4;Gemmingen, Eberhard Friedrich Frhr. von;Gemmingen, Eberhard Friedrich von;340.0
118716778;Killy_4;Gemmingen-Hornberg, Otto Heinrich Frhr. von;Gemmingen-Hornberg, Otto Heinrich von;513.0
11941208X;Killy_4;Genazino, Wilhelm;Genazino, Wilhelm;651.0
116542020;Killy_4;Genée, Heinrich Rudolf, auch: P. P. Hamlet;Genée, Heinrich Rudolf;487.0
119312212;Killy_4;Genée, (Franz Friedrich) Richard;Genée, Richard;372.0
;Killy_4;;‘Genesis (Altdeutsche Genesis)’;682.0
;Killy_4;;‘Genesis (Altsächsische Genesis)’;698.0
11853842X;Killy_4;Gengenbach, Pamphilus;Gengenbach, Pamphilus;728.0
118716824;Killy_4;Gennep, Jaspar von, auch: Caspar Genepaeus;Gennep, Jaspar von;568.0
115791701;Killy_4;Gensichen, Otto Franz, auch: Otto Franz;Gensichen, Otto Franz;383.0
116542675;Killy_4;Gentilis, Scipio, auch Scipione Gentile;Gentilis, Scipio;1049.0
118538489;Killy_4;Gentz, Friedrich;Gentz, Friedrich;1034.0
118196421;Killy_4;Genzmer, Herbert;Genzmer, Herbert;750.0
101471920;Killy_4;Georg, Prinz von Preußen, auch: Georg Conrad;Georg, Prinz von Preußen;612.0
1165680688;Killy_4;George, Amara, eigentl.: Mathilde Kaufmann, geb. Binder;George, Amara;236.0
121978281;Killy_4;George, Manfred (seit 1939). eigentl.: M. Georg Cohn, auch: M. Georg (um 1913), Julian Arendt, Otto Brock, John D. Grey, Karl Herne, Helveticus, Lucien Labarre, Lundi, Mangeo, Observer, Herbert Stettner, Spectator;George, Manfred;322.0
11853856X;Killy_4;George, Stefan (Anton), auch: Edmund Lorm, Rochus Herz;George, Stefan;3904.0
;Killy_4;;‘St. Georgener Predigten’;641.0
;Killy_4;;‘Georgslied’;715.0
116563559;Killy_4;Georgy, Ernst, eigentl.: Margarete Michaelson;Georgy, Ernst;494.0
118985949;Killy_4;Gerbel, Gerbel(l)ius, Nikolaus, Beiname: Musophilus;Gerbel, Nikolaus;667.0
123031001;Killy_4;Gerber, August Samuel, auch: Doro Caro;Gerber, August Samuel;245.0
118890506;Killy_4;Gerhard von Minden;Gerhard von Minden;513.0
11869071X;Killy_4;Gerhard, Adele, geb. de Jonge;Gerhard, Adele;430.0
118538624;Killy_4;Gerhard, Johann;Gerhard, Johann;909.0
116302712;Killy_4;Gerhardt, Dagobert von, auch: Gerhard von Amyntor;Gerhardt, Dagobert von;222.0
118538659;Killy_4;Gerhardt, Paul(us);Gerhardt, Paul;1722.0
1208740903;Killy_4;Gerhardt, Rainer Maria;Gerhardt, Rainer Maria;577.0
118690752;Killy_4;Gerho(c)h von Reichersberg;Gerhoh von Reichersberg;648.0
120033577;Killy_4;Gerlach, Harald;Gerlach, Harald;665.0
138562431;Killy_4;Gerlach, Kurt;Gerlach, Kurt;176.0
122837622;Killy_4;Gerlach, Samuel;Gerlach, Samuel;946.0
11884556X;Killy_4;Gernhardt, Robert, auch: Lützel Jeman, Alfred Karch;Gernhardt, Robert;1456.0
118690876;Killy_4;Gerok, Karl (Friedrich) von (seit 1868);Gerok, Karl von;355.0
10738468X;Killy_4;Gerold, Karl, auch: Paul Schu(h)mann, Peter Meinhardt;Gerold, Karl;277.0
120296233;Killy_4;Gersdorf, Henriette Catharina Freifrau von, geb. von Friesen;Gersdorf, Henriette Catharina von;554.0
116722266;Killy_4;Gersdorff, Ada von, auch: Harry G., geb. von Knobloch;Gersdorff, Ada von;189.0
100800181;Killy_4;Gersdorff, Gersdorf, (Charlotte Eleonore) Wilhelmine von, auch: Eleonore F., Glycere, W. v. Morgenstern, F. P. E. Richter, J. van der Hall;Gersdorff, Wilhelmine von;496.0
118538810;Killy_4;Gerstäcker, Friedrich (Wilhelm Christian);Gerstäcker, Friedrich;2208.0
12882249X;Killy_4;Gerstenberg, Franziska;Gerstenberg, Franziska;325.0
118690949;Killy_4;Gerstenberg, Heinrich Wilhelm von, auch: Ohle Madsen, Zacharias Jernstrup, Irmenfried Wetstein;Gerstenberg, Heinrich Wilhelm von;1579.0
11871709X;Killy_4;Gerstenberg, Wigand , gen. Boddenbender;Gerstenberg, Wigand;384.0
120423774;Killy_4;Gerstl, Elfriede;Gerstl, Elfriede;665.0
124478506;Killy_4;Gerter, Elisabeth, auch: E. Aegerter-Hartmann;Gerter, Elisabeth;549.0
118691007;Killy_4;Gertrud von Helfta, auch: G. die Große;Gertrud von Helfta;944.0
118538918;Killy_4;Gervinus, Georg Gottfried;Gervinus, Georg Gottfried;788.0
118722735;Killy_4;Gerz, Jochen;Gerz, Jochen;515.0
11659554X;Killy_4;Gesenius, Justus, auch: Timotheus Friedlieb;Gesenius, Justus;610.0
118717146;Killy_4;Gesner, Geßner, Johann Matthias;Gesner, Johann Matthias;1483.0
118694413;Killy_4;Gessner, Gesnerus, Geßner, Konrad;Gessner, Konrad;1813.0
118538969;Killy_4;Gessner, Salomon;Gessner, Salomon;1645.0
124857426;Killy_4;Gesswein, Alfred;Gesswein, Alfred;431.0
;Killy_4;;‘Gesta Romanorum’;1762.0
129379271;Killy_4;Geuder, Johann;Geuder, Johann;286.0
110112679;Killy_4;Gfeller, Alex;Gfeller, Alex;317.0
105713198;Killy_4;Gfeller, Simon;Gfeller, Simon;441.0
117732230;Killy_4;Gichtel, Johann Georg;Gichtel, Johann Georg;1140.0
100286062;Killy_4;Giesebrecht, (Heinrich) Ludwig (Theodor);Giesebrecht, Ludwig;350.0
116620161;Killy_4;Giesecke, Giesecken, Johann Christian;Giesecke, Johann Christian;279.0
122800834;Killy_4;Gifftheil, Ludwig Friedrich;Gifftheil, Ludwig Friedrich;565.0
116624108;Killy_4;Gildemeister, Otto, auch: Giotto;Gildemeister, Otto;531.0
118539329;Killy_4;Gillhoff, Johannes;Gillhoff, Johannes;426.0
118539353;Killy_4;Gilm, Hermann (Heinrich Rudolf) von, Ritter zu Rosenegg;Gilm, Hermann von;514.0
116633301;Killy_4;Ginkel, Emil;Ginkel, Emil;286.0
118695061;Killy_4;Ginzkey, Franz Karl;Ginzkey, Franz Karl;405.0
116635169;Killy_4;"Giphanius, Obertus; Gifanius, Hubert(us) van Giffen";Giphanius, Obertus;1208.0
12465830X;Killy_4;Girbert, Johann(es);Girbert, Johann;483.0
116647469;Killy_4;Girndt, Otto (Julius);Girndt, Otto;263.0
116647868;Killy_4;Girtanner, Christoph;Girtanner, Christoph;517.0
119010437;Killy_4;Giseke, Nikolaus Dietrich;Giseke, Nikolaus Dietrich;730.0
1243922281;Killy_4;Giseke, (Heinrich Ludwig) Robert;Giseke, Robert;417.0
116618868;Killy_4;Gjellerup, Karl, auch: Epigonus;Gjellerup, Karl;623.0
116649631;Killy_4;Gläser, Enoch;Gläser, Enoch;707.0
118539604;Killy_4;Glaeser, Ernst, auch: Anton Ditschler, Erich Meschede, Alexander Ruppel, Ernst Töpfer;Glaeser, Ernst;759.0
115689494;Killy_4;Glantschnig, Helga;Glantschnig, Helga;603.0
11905339X;Killy_4;Glareanus, Henricus, eigentl.: Heinrich Loriti;Glareanus, Henricus;2189.0
116653167;Killy_4;Glaser, Adolf, auch: Reinald Reimar;Glaser, Adolf;712.0
118539671;Killy_4;Glaser, Georg K.;Glaser, Georg K.;456.0
115807497;Killy_4;Glaser, Hermann;Glaser, Hermann;758.0
124935672;Killy_4;Glaser, Peter;Glaser, Peter;509.0
118539698;Killy_4;Glaßbrenner, Adolf, auch: A. Brennglas, Ernst Heiter u. a. Pseudonyme, eigentl.: Georg Adolph Theodor Glasbrenner;Glaßbrenner, Adolf;2766.0
116654406;Killy_4;Glassius, Salomon;Glassius, Salomon;504.0
116654694;Killy_4;Glatz, Jakob, auch: J. Stille, H. K. Gutmann;Glatz, Jakob;445.0
118695304;Killy_4;Glauber, Johann Rudolf;Glauber, Johann Rudolf;1228.0
109051270;Killy_4;Glaubrecht, Otto, eigentl.: Rudolf Ludwig Oeser;Glaubrecht, Otto;290.0
11853971X;Killy_4;Glauser, Friedrich;Glauser, Friedrich;1416.0
120166666;Killy_4;Glavinic, Thomas;Glavinic, Thomas;410.0
119559994;Killy_4;Gleich, Joseph Alois, auch: Adolph Blum, Ludwig Dellarosa, Alois Kramer, Heinrich Walden;Gleich, Joseph Alois;572.0
119371456;Killy_4;Gleichen-Rußwurm, Alexander von, auch: Heinrich Adelbert Carl Alexander Konrad Schiller, Frhr. von Gleichen, gen. Rußwurm;Gleichen-Rußwurm, Alexander von;394.0
118717758;Killy_4;Gleim, Johann Wilhelm Ludwig;Gleim, Johann Wilhelm Ludwig;1573.0
11665869X;Killy_4;Gleit, Maria, eigentl.: M. Hofmann, geb. Hertha Gleitsmann;Gleit, Maria;343.0
118539876;Killy_4;Glikl bas Judah Leib, auch: Glikl bas Leib [Pinkerle], Glückel von Hameln;Glikl, bas Judah Leib;674.0
124581145;Killy_4;Gloger, Georg;Gloger, Georg;413.0
12870599X;Killy_4;Gloner, Glonerus, Samuel;Gloner, Samuel;729.0
116683945;Killy_4;Gluchowski, Bruno, auch: Robert Paulsen;Gluchowski, Bruno;393.0
118968866;Killy_4;Glück, Anselm (Friedrich);Glück, Anselm;807.0
116682477;Killy_4;Glümer, Claire von;Glümer, Claire von;454.0
11903705X;Killy_4;Gmelin, Johann Georg;Gmelin, Johann Georg;603.0
116685115;Killy_4;Gmelin, Otto;Gmelin, Otto;463.0
119861240;Killy_4;Gnaphaeus, Gulielmus, Beiname: Fullonius, eigentl.: Willem van de Voldersgraft oder de Volder;Gnaphaeus, Gulielmus;789.0
122659589;Killy_4;Goebbels, Heiner;Goebbels, Heiner;339.0
118540041;Killy_4;Goebbels, Paul Joseph;Goebbels, Paul Joseph;1018.0
116699124;Killy_4;Göchhausen, Ernst August Anton von;Göchhausen, Ernst August Anton von;465.0
118540084;Killy_4;Goeckingk, Leopold Friedrich Günther von, auch: Amarant, Nantchen;Goeckingk, Leopold Friedrich Günther von;1373.0
11871788X;Killy_4;Goedeke, Karl (Ludwig Friedrich), auch: Ernst Fröhlich, Karl Stahl;Goedeke, Karl;518.0
1062591763;Killy_4;Goedsche, Herrmann (Ottomar Friedrich), auch: Sir John Retcliffe, Theodor Armin, Friedrich August Piersig;Goedsche, Herrmann;699.0
118540114;Killy_4;Göhre, Paul;Göhre, Paul;642.0
119297744;Killy_4;Goeli;Goeli;314.0
;Killy_4;;‘Schlacht bei Göllheim’;356.0
123255066;Killy_4;Göring, Johann Christoph;Göring, Johann Christoph;221.0
118828657;Killy_4;Goering, Reinhard;Goering, Reinhard;576.0
119466007;Killy_4;Görlich, Günter (Kurt Erich);Görlich, Günter;590.0
116724722;Killy_4;Görner, Carl August, auch: Renrög, S. C. Riebe;Görner, Carl August;476.0
116729228;Killy_4;Görres, Guido (Moritz);Görres, Guido;338.0
118695843;Killy_4;Görres, Ida Friederike, geb. I. F. Coudenhove-Kalergi;Görres, Ida Friederike;446.0
11854019X;Killy_4;Görres, (Johann) Joseph von (seit 1839);Görres, Joseph von;2502.0
118695894;Killy_4;Goes, Albrecht;Goes, Albrecht;676.0
118695916;Killy_4;Göschen, Georg Joachim;Göschen, Georg Joachim;655.0
118695940;Killy_4;Goethe, (Johann) Caspar;Goethe, Johann Caspar;494.0
118540246;Killy_4;Goethe, (Catharina) Elisabeth, geb. Textor;Goethe, Elisabeth;1347.0
11871791X;Killy_4;Goethe, Cornelia (Friederica), verh. Schlosser;Goethe, Cornelia;1347.0
118540238;Killy_4;Goethe, Johann Wolfgang von (geadelt: 1782);Goethe, Johann Wolfgang von;10344.0
118717936;Killy_4;Gött, Emil (Servatius), auch: Zeno;Gött, Emil;735.0
115616608;Killy_4;Goettle, Gabriele;Goettle, Gabriele;448.0
;Killy_4;;‘Göttweiger Dirigierrolle’ (auch: ‘Göttweiger Osterspielfragment’);231.0
;Killy_4;;‘Göttweiger Trojanerkrieg’;619.0
118540297;Killy_4;Goetz, Curt;Goetz, Curt;526.0
118540300;Killy_4;Götz, (Johann) Nikolaus;Götz, Nikolaus;1257.0
119501651;Killy_4;Goetz, Rainald;Goetz, Rainald;726.0
116740345;Killy_4;Götze, Goetze, Auguste, Augusta, auch: A. Weimar;Götze, Auguste;389.0
118540386;Killy_4;Goeze, Johan Melchior;Goeze, Johan Melchior;506.0
118540394;Killy_4;Gogarten, Friedrich;Gogarten, Friedrich;573.0
109731433;Killy_4;Gogolin, Peter H.;Gogolin, Peter H.;426.0
;Killy_4;;‘Gold und Zers’;570.0
118696130;Killy_4;Goldast von Haiminsfeld, Melchior;Goldast von Haiminsfeld, Melchior;1139.0
101244479;Killy_4;Goldener;Goldener;357.0
116755105;Killy_4;Goldmann, Paul;Goldmann, Paul;449.0
118696173;Killy_4;Goldschmidt, Alfons, auch: Lorarius;Goldschmidt, Alfons;361.0
119216361;Killy_4;Goldschmidt, Georges-Arthur;Goldschmidt, Georges-Arthur;957.0
120267756;Killy_4;Goldt, Max, eigentl.: Matthias Ernst;Goldt, Max;534.0
118540556;Killy_4;Goll, Claire, geb. Clarisse Liliane Aischmann;Goll, Claire;827.0
13951516X;Killy_4;Goll, Ernst;Goll, Ernst;282.0
118540564;Killy_4;Goll, Yvan, Iwan, Ivan, auch: Iwan Lassang (Lazang), Tristan Torsi, Johannes Thor, Tristan Thor, eigentl.: Isaac Lang;Goll, Yvan;1620.0
118540602;Killy_4;Gollwitzer, Helmut (Hans);Gollwitzer, Helmut;492.0
119688875;Killy_4;Goltwurm, Kaspar;Goltwurm, Kaspar;512.0
118696300;Killy_4;Goltz, Bogumil;Goltz, Bogumil;707.0
11869636X;Killy_4;Gomringer, Eugen;Gomringer, Eugen;802.0
116772212;Killy_4;Gong, Alfred, eigentl.: Arthur Liquornik;Gong, Alfred;475.0
122969294;Killy_4;Goosen, Frank;Goosen, Frank;418.0
1157610986;Killy_4;Gorgias, Johann, auch: Veriphantor, Florindo, Poliandin;Gorgias, Johann;521.0
1243959215;Killy_4;Goritz, Corycius, Johannes;Goritz, Johannes;582.0
11576481X;Killy_4;Gosse, Peter;Gosse, Peter;1078.0
103086838;Killy_4;Gossembrot, Gossenprot, Cosmiprot, Sigmund, auch: Sigismund;Gossembrot, Sigmund;561.0
11678816X;Killy_4;Goßmann, Johann Bartholomäus;Goßmann, Johann Bartholomäus;206.0
118540912;Killy_4;Gotsche, Otto;Gotsche, Otto;609.0
118540939;Killy_4;Gotter, Friedrich Wilhelm;Gotter, Friedrich Wilhelm;1058.0
118696696;Killy_4;Gottfried von Neifen (Neuffen);Gottfried von Neifen;938.0
118540947;Killy_4;Gottfried von Straßburg;Gottfried von Straßburg;3732.0
118540963;Killy_4;Gotthelf, Jeremias, eigentl.: Albert Bitzius;Gotthelf, Jeremias;2665.0
118696726;Killy_4;Gottschalk der Sachse, auch: G. von Fulda, G. von Orbais, Godescalc Orbacensis;Gottschalk der Sachse;1059.0
119449072;Killy_4;Gottschall, Rudolf (Carl) von (geadelt 1877), auch: Carl Rudolf;Gottschall, Rudolf von;727.0
118541013;Killy_4;Gottsched, Johann Christoph;Gottsched, Johann Christoph;3603.0
118696734;Killy_4;Gottsched, Luise (Adelgunde Victorie), geb. Kulmus, gen. Gottschedin;Gottsched, Luise Adelgunde Victorie;1441.0
129372676;Killy_4;Gottschling, Kaspar, auch: Christo-Genneta, Christo-Cemeta, Carolus de Gaule Salmuriensis;Gottschling, Kaspar;1832.0
118718282;Killy_4;Goue, (August) Siegfried von;Goue, Siegfried von;421.0
138878625;Killy_4;Grab, Hermann (Johann);Grab, Hermann;346.0
118541102;Killy_4;Grabbe, Christian Dietrich;Grabbe, Christian Dietrich;2031.0
118541110;Killy_4;Grabenhorst, Georg;Grabenhorst, Georg;266.0
121600629;Killy_4;Graber, Rudolf;Graber, Rudolf;238.0
1020241012;Killy_4;Grabner, Hasso;Grabner, Hasso;189.0
116806044;Killy_4;Grabowski, Stanislaus (Stephan Albert) Graf, auch: Stanislaus Albert;Grabowski, Stanislaus;365.0
116808314;Killy_4;Graedener, Hermann;Graedener, Hermann;332.0
123141680;Killy_4;Gräf, Dieter M.;Gräf, Dieter M.;381.0
118718355;Killy_4;Gräter, Friedrich David;Gräter, Friedrich David;579.0
;Killy_4;;‘Graf von Rom’;677.0
;Killy_4;;‘Graf Rudolf’;785.0
118541358;Killy_4;Graf, Oskar Maria, eigentl.: Oskar G., auch: Oskar Graf-Berg;Graf, Oskar Maria;1824.0
133275752;Killy_4;Grafe, Felix;Grafe, Felix;248.0
115706836;Killy_4;Gramberg, Gerhard Anton Hermann;Gramberg, Gerhard Anton Hermann;270.0
;Killy_4;;‘Granum sinapis’ (‘Senfkorn’);859.0
116823062;Killy_4;Grasberger, Hans, auch: Karl Birkenbühl;Grasberger, Hans;325.0
118541579;Killy_4;Grass, Günter, auch: Artur Knoff;Grass, Günter;5554.0
18941619X;Killy_4;Grasse, Grass(a)eus, Johann, auch: J. Chortalasseus, am bekanntesten unter der aus keiner vertrauenswürdigen Quelle bezeugten Namensform Gras(s)hof(f), Grashoffer;Grasse, Johann;637.0
1159138184;Killy_4;Grasser, Crasserus, Johannes Jakob;Grasser, Johann Jacob;1006.0
119174936;Killy_4;Grasshoff, Fritz;Grasshoff, Fritz;419.0
