GND;VDBO_source;author_full;author_simple;length
119541750;Killy_6;Klipstein, Editha, geb. Blaß;Klipstein, Editha;296.0
113592701;Killy_6;Klischnig, Klischnige, Karl Friedrich, auch: Karlo Josko;Klischnig, Karl Friedrich;361.0
118563343;Killy_6;Klöden, Karl Friedrich von;Klöden, Karl Friedrich von;621.0
119342766;Killy_6;Kloepfer, Hans;Kloepfer, Hans;331.0
118563386;Killy_6;Klopstock, Friedrich Gottlieb;Klopstock, Friedrich Gottlieb;5456.0
;Killy_6;;‘Kloster der Minne’;480.0
;Killy_6;;‘Klosterneuburger Osterspiel’;903.0
115548459;Killy_6;Klotz, Christian Adolph;Klotz, Christian Adolph;872.0
116240210;Killy_6;Klügel, Georg Simon;Klügel, Georg Simon;335.0
119071738;Killy_6;Klüger, Ruth;Klüger, Ruth;864.0
128814020;Killy_6;Klünner, Lothar, auch: Leo Kettler;Klünner, Lothar;339.0
118563491;Killy_6;Kluge, Alexander;Kluge, Alexander;1312.0
1243784741;Killy_6;Kluge, Kurt;Kluge, Kurt;500.0
189564938;Killy_6;Knapp, Albert;Knapp, Albert;336.0
115602232;Killy_6;Knapp, Radek;Knapp, Radek;492.0
1042647259;Killy_6;Knappe, Joachim;Knappe, Joachim;416.0
120954117;Killy_6;Knauss, Sibylle;Knauss, Sibylle;1904.0
119011743;Killy_6;Knaust, Heinrich;Knaust, Heinrich;838.0
1047094681;Killy_6;Knauth, Joachim;Knauth, Joachim;399.0
118777505;Killy_6;Knebel, Karl Ludwig von;Knebel, Karl Ludwig von;575.0
118563645;Killy_6;Knef, Hildegard (Frieda Albertine);Knef, Hildegard;428.0
1221826492;Killy_6;Kneip, Jakob;Kneip, Jakob;1068.0
11856370X;Killy_6;Knigge, Adolph (Friedrich Ludwig), Frhr. von;Knigge, Adolph von;1279.0
116255021;Killy_6;Knittel, John, eigentl.: Hermann Emanuel;Knittel, John;862.0
128562382;Killy_6;Knittel, Knitl, Kaspar;Knittel, Kaspar;350.0
119059266;Killy_6;Knobelsdorff, Eustachius (gräzisiert: Eustathius) von;Knobelsdorff, Eustachius von;534.0
116257997;Killy_6;Knoblauch zu Hatzbach, Karl von;Knoblauch zu Hatzbach, Karl von;337.0
119171244;Killy_6;Knobloch, Heinz;Knobloch, Heinz;698.0
110624947;Killy_6;Knodt, Reinhard;Knodt, Reinhard;358.0
116259760;Killy_6;Knoop, Gerhard Ouckama, auch: Gerhard Ouckama;Knoop, Gerhard Ouckama;438.0
116260610;Killy_6;Knorr, Josephine Freiherrin von;Knorr, Josephine Freiherrin von;395.0
107523302;Killy_6;Knorr-Anders, Esther;Knorr-Anders, Esther;298.0
118723863;Killy_6;Knorr von Rosenroth, Christian, auch: Peganius, Rautner;Knorr von Rosenroth, Christian;1438.0
118777564;Killy_6;Knutzen, Matthias;Knutzen, Matthias;683.0
116263431;Killy_6;Kobell, Franz (Xaver Wolfgang) Ritter von;Kobell, Franz von;465.0
11852965X;Killy_6;Kobell, (Franziska Maria) Louise (Karoline) von, verh. von Eisenhart;Kobell, Louise von;270.0
116617837;Killy_6;Kober, Coberus, Tobias;Kober, Tobias;558.0
1037536320;Killy_6;Koberstein, August (Karl);Koberstein, August;510.0
116264527;Killy_6;Koch, Erduin (oder Erdmann) Julius, auch: Johann Agricola;Koch, Erduin Julius;407.0
1064625657;Killy_6;Koch, Ernst (Wilhelm August Peter), auch: Leonhard Emil Hubert, Eduard Helmer;Koch, Ernst;309.0
118724010;Killy_6;Koch, Joseph Anton;Koch, Joseph Anton;431.0
119461870;Killy_6;Koch, Jurij;Koch, Jurij;551.0
17193539X;Killy_6;Koch, Roland;Koch, Roland;402.0
11627333X;Killy_6;Koch, Rosalie;Koch, Rosalie;313.0
121327124;Killy_6;Koch, Werner;Koch, Werner;574.0
11872410X;Killy_6;Koch-Grünberg, Theodor, eigentl.: T. Koch;Koch-Grünberg, Theodor;353.0
116273550;Killy_6;Kochen, Albrecht Heinrich Matthias;Kochen, Albrecht Heinrich Matthias;272.0
116274069;Killy_6;Köberle, (Johann) Georg, auch: Georg Isigat;Köberle, Georg;873.0
119726556;Killy_6;Köchlin, Michael, latinisiert: M. Coccinius;Köchlin, Michael;424.0
121533026;Killy_6;Köhler, Barbara;Köhler, Barbara;741.0
129496944;Killy_6;Köhler, Erich;Köhler, Erich;523.0
116285060;Killy_6;Köhler, Ludwig;Köhler, Ludwig;623.0
119544199;Killy_6;Köhlmeier, Michael (Johannes Maria), auch: Moritz Bosch;Köhlmeier, Michael;1049.0
119095807;Killy_6;Koeler, Köler, Coler(us), Christoph;Koeler, Christoph;692.0
;Killy_6;;‘Koelhoffsche Chronik’ (‘De cronica von der hilliger stat van Coellen’);382.0
116288000;Killy_6;Koelreuter, Joseph Gottlieb;Koelreuter, Joseph Gottlieb;306.0
116288027;Killy_6;Koelsch, Adolf;Koelsch, Adolf;296.0
118724282;Killy_6;Kölwel, Gottfried;Kölwel, Gottfried;520.0
116288582;Killy_6;Koenig, Alma Johanna, auch: Johannes Herdan, verh. Freifrau von Ehrenfels;Koenig, Alma Johanna;684.0
119440512;Killy_6;König, Barbara;König, Barbara;495.0
1031962417;Killy_6;König, Eberhard;König, Eberhard;316.0
1158766424;Killy_6;König, Eva (Catharina), geb. Hahn;König, Eva;278.0
11629177X;Killy_6;König, Ewald August, auch: Eduard Grün, E(rnst) Kaiser, E. E. Königs, Dr. C. Reinfels, Dr. Rheinfels;König, Ewald August;322.0
136126065;Killy_6;König, (Johann) Georg;König, Georg;283.0
1236637305;Killy_6;König, Heinrich (Joseph);König, Heinrich;733.0
118777661;Killy_6;König, Johann Ulrich;König, Johann Ulrich;1077.0
1157534627;Killy_6;König, Theodor;König, Theodor;274.0
;Killy_6;;‘König im Bad’;352.0
1089595352;Killy_6;König vom Odenwald, auch: Kuenig vom Otenwald;König vom Odenwald;953.0
;Killy_6;;‘König Rother’;1401.0
;Killy_6;;‘Die Königin vom Brennenden See’;343.0
118958836;Killy_6;Königsdorf, Helga;Königsdorf, Helga;820.0
118777688;Killy_6;Königsmarck, Maria Aurora Gräfin;Königsmarck, Aurora;648.0
;Killy_6;;‘Königsteiner Liederbuch’;433.0
118855409;Killy_6;Köpf, Gerhard;Köpf, Gerhard;1169.0
116295333;Killy_6;Köpken, Friedrich von (seit 1786);Köpken, Friedrich von;527.0
119030942;Killy_6;Koeppel, Matthias;Koeppel, Matthias;277.0
119520621;Killy_6;Köppen, Edlef, auch: Joachim Felde;Köppen, Edlef;555.0
1147717303;Killy_6;Köppen, Karl Friedrich;Köppen, Karl Friedrich;813.0
118564471;Killy_6;Koeppen, Wolfgang, eigentl.: Wolfgang Arthur Reinhold Köppen;Koeppen, Wolfgang;2761.0
1022353799;Killy_6;Koerber, Lenka von, eigentl.: Helene Irmgard Louise von der Leyen;Koerber, Lenka von;276.0
116296240;Killy_6;Körber, Lilli, auch: Agnes Muth, Sylvia Brocek;Körber, Lilli;325.0
11856448X;Killy_6;Körner, Koerner, Christian Gottfried;Körner, Christian Gottfried;1132.0
118713507;Killy_6;Körner, (Karl) Theodor;Körner, Theodor;1164.0
123460166;Killy_6;Körner, Wolfgang;Körner, Wolfgang;496.0
120319950;Killy_6;Körner, Wolfgang Hermann;Körner, Wolfgang Hermann;469.0
116300914;Killy_6;Körte, (Friedrich Heinrich) Wilhelm;Körte, Wilhelm;577.0
116301139;Killy_6;Koester, Johann (Hans) Andreas Friederich;Koester, Johann Andreas Friederich;464.0
116301473;Killy_6;Kösting, Karl (Wilhelm Heinrich Anton), auch: Ernst Scherz;Kösting, Karl;287.0
118564536;Killy_6;Koestler, Arthur, auch: A. Costler;Koestler, Arthur;1639.0
100798802;Killy_6;Köstlin, Christian Reinhold Karl, auch: C. Reinhold;Köstlin, Christian Reinhold Karl;407.0
116302364;Killy_6;Koffka, Friedrich, auch: Sincerus, Florin;Koffka, Friedrich;215.0
1056608714;Killy_6;Kofler, Gerhard;Kofler, Gerhard;530.0
115614397;Killy_6;Kofler, Werner;Kofler, Werner;1084.0
118713566;Killy_6;Kogon, Eugen;Kogon, Eugen;539.0
1051885477;Killy_6;Kohl, Johann Georg;Kohl, Johann Georg;704.0
116303514;Killy_6;Kohl, Johann Peter;Kohl, Johann Peter;863.0
121550729;Killy_6;Kohlbrenner, Johann Franz Seraph von (geadelt 1778);Kohlbrenner, Johann Franz Seraph von;511.0
118564633;Killy_6;Kohler, Josef;Kohler, Josef;717.0
123731275;Killy_6;Kohlhaase, Wolfgang;Kohlhaase, Wolfgang;670.0
118564722;Killy_6;Kokoschka, Oskar;Kokoschka, Oskar;979.0
118713698;Killy_6;Kolb, Annette, eigentl.: Anna Mathilde K.;Kolb, Annette;1075.0
118868675;Killy_6;Kolb, Peter;Kolb, Peter;565.0
116311193;Killy_6;Kolb, Richard;Kolb, Richard;290.0
173291589;Killy_6;Kolb, Ulrike;Kolb, Ulrike;625.0
118885324;Killy_6;Kolbe, Uwe;Kolbe, Uwe;1144.0
118564803;Killy_6;Kolbenheyer, Erwin Guido;Kolbenheyer, Erwin Guido;1069.0
118713728;Killy_6;Kolbenhoff, Walter, eigentl.: W. Hoffmann;Kolbenhoff, Walter;893.0
118989170;Killy_6;Kolde, Colde, Coelde, Dietrich, auch: D. von Münster, D. von Osnabrück;Kolde, Dietrich;508.0
116314230;Killy_6;Koldewey, Robert (Johann);Koldewey, Robert;242.0
116314478;Killy_6;Kolisch, Si(e)gmund;Kolisch, Si(e)gmund;379.0
116314850;Killy_6;Koller, Joseph Benedikt (von ?);Koller, Joseph Benedikt;321.0
119063336;Killy_6;Kolleritsch, Alfred;Kolleritsch, Alfred;1348.0
118843451;Killy_6;Kollisch, Margarete, geb. Moller;Kollisch, Margarete;257.0
118564951;Killy_6;Kolmar, Gertrud, eigentl.: G. Chodziesner, auch: Helen Lodgers;Kolmar, Gertrud;1369.0
;Killy_6;;‘Kolmarer Liederhandschrift’;1781.0
118564978;Killy_6;Kolping, Adolf;Kolping, Adolf;698.0
119732769;Killy_6;Kolroß, Johannes, auch: Rhodonthracius, Carbinorosa;Kolroß, Johannes;737.0
104165251;Killy_6;Komareck, Komarek, Johann Nepomuk;Komareck, Johann Nepomuk;464.0
11856501X;Killy_6;Kommerell, Max;Kommerell, Max;1331.0
118713868;Killy_6;Kompert, Leopold;Kompert, Leopold;723.0
123174821;Killy_6;Koneffke, Jan;Koneffke, Jan;741.0
172511461;Killy_6;Ko(e)nemann von Jerxheim;Koenemann von Jerxheim;480.0
12672668X;Killy_6;Kongehl, Michael;Kongehl, Michael;537.0
;Killy_6;;‘Koninc Ermenrîkes Dôt’ (eigentl.: ‘Van Dirick van dem Berne’);680.0
116331291;Killy_6;Konjetzky, Klaus;Konjetzky, Klaus;284.0
118565060;Killy_6;Pfaffe Konrad;Konrad, Pfaffe;1010.0
118713884;Killy_6;Priester Konrad;Konrad, Priester;698.0
118713914;Killy_6;Konrad von Ammenhausen;Konrad von Ammenhausen;1107.0
118565095;Killy_6;Konrad von Fußesbrunnen,;Konrad von Fußesbrunnen;766.0
100939414;Killy_6;Konrad von Haimburg, auch: Konrad von Gaming, Conradus Gemnicensis;Konrad von Haimburg;571.0
103138773;Killy_6;Konrad von Haslau;Konrad von Haslau;430.0
118866524;Killy_6;Konrad von Heimesfurt;Konrad von Heimesfurt;911.0
118840746;Killy_6;Konrad von Landeck, Landegg, auch: Schenk K. v. L., urkundlich 1271-1306;Konrad von Landeck;436.0
118565117;Killy_6;Konrad von Megenberg, de Monte Puellarum;Konrad von Megenberg;1251.0
118713965;Killy_6;Konrad von Mure;Konrad von Mure;787.0
108924665X;Killy_6;Konrad von Stoffeln, um 1300;Konrad von Stoffeln;808.0
119285010;Killy_6;Konrad von Waldhausen;Konrad von Waldhausen;510.0
118565133;Killy_6;Konrad von Würzburg;Konrad von Würzburg;1754.0
110106083;Killy_6;Konrad, Marcel;Konrad, Marcel;221.0
11856515X;Killy_6;Konsalik, Heinz G(ünther), eigentl.: Heinz Günther, auch: Jens Bekker, Stefan Doerner, Günther Hein, Benno von Marroth, Boris Nikolai, Henry Pahlen;Konsalik, Heinz G.;359.0
;Killy_6;;‘Konstanzer Liebesbriefe’;305.0
;Killy_6;;‘Konstanzer Weltchronik’;339.0
;Killy_6;;‘Kopenhagener Weltgerichtsspiel’;650.0
120166488;Killy_6;Kopetzky, Steffen;Kopetzky, Steffen;533.0
118983776;Killy_6;Kopisch, August;Kopisch, August;1024.0
118565311;Killy_6;Koplowitz, Jan, auch: Gulliver;Koplowitz, Jan;699.0
11871404X;Killy_6;Kopp, Josef Vital;Kopp, Josef Vital;558.0
11633889X;Killy_6;Koppel-Ellfeld, Franz;Koppel-Ellfeld, Franz;267.0
129807370;Killy_6;Kopsch, Barbara Helena, geb. Lang (Lange);Kopsch, Barbara Helena;795.0
119461862;Killy_6;Kordon, Klaus;Kordon, Klaus;739.0
118777831;Killy_6;Koreff, David Ferdinand (nach der Taufe 1816: Johannes Ferdinand), auch: Anthropos;Koreff, David Ferdinand;808.0
121834514;Killy_6;Kormart, Kornmart, Cormart, Christoph;Kormart, Christoph;839.0
100209874;Killy_6;Korn, Christoph Heinrich;Korn, Christoph Heinrich;510.0
118565486;Killy_6;Korn, Karl;Korn, Karl;322.0
12090974X;Killy_6;Korn, Renke;Korn, Renke;609.0
118565494;Killy_6;Kornfeld, Paul;Kornfeld, Paul;749.0
124689035;Killy_6;Kornfeld, Theodor;Kornfeld, Theodor;353.0
124147682;Killy_6;Kornmann, Heinrich;Kornmann, Heinrich;594.0
118881809;Killy_6;Korrodi, Eduard;Korrodi, Eduard;602.0
118565567;Killy_6;Korsch, Karl;Korsch, Karl;965.0
118842609;Killy_6;Korschunow, Irina, geb. Masterow;Korschunow, Irina;605.0
118565591;Killy_6;Kortner, Fritz, eigentl.: Nathan Kohn;Kortner, Fritz;654.0
118715097;Killy_6;Kortum, Karl Arnold;Kortum, Karl Arnold;816.0
13397717X;Killy_6;Kosegarten, Christian;Kosegarten, Christian;304.0
11898618X;Killy_6;Kosegarten, Gotthard Ludwig, auch: Ludwig Theob(o)ul;Kosegarten, Gotthard Ludwig;1001.0
116343214;Killy_6;Kossak, (Karl Ludwig) Ernst;Kossak, Ernst;307.0
109931246;Killy_6;Koster, Dora, auch: Oiseau bleu, Platonia Mars, J(e)ani Remettre, Isa Syltjé;Koster, Dora;323.0
118715216;Killy_6;Kottanner, Kottaner, Quottaner, Helene;Kottanner, Helene;455.0
118715224;Killy_6;Kottenrodt, Wilhelm, auch: W. Kotzde-Kottenrodt;Kottenrodt, Wilhelm;357.0
118565796;Killy_6;Kotzebue, August (Friedrich) von (russischer Dienstadel 1785);Kotzebue, August von;1282.0
115438971;Killy_6;Koziol, Andreas;Koziol, Andreas;294.0
118565877;Killy_6;Kracauer, Siegfried, eigentl.: S. Krakauer, auch: Ginster, raca;Kracauer, Siegfried;1251.0
120013428;Killy_6;Kracht, Christian;Kracht, Christian;1299.0
118565885;Killy_6;Kräftner, Hertha;Kräftner, Hertha;842.0
106148222;Killy_7;Krämer, Karl Emerich, auch: George Forestier, André Forban, Georg Jontza, Gerhard Rustesch, Sebastian Steegh;Krämer, Karl Emerich;405.0
118800728;Killy_7;Krämer-Badoni, Rudolf, eigentl.: R. Krämer;Krämer-Badoni, Rudolf;472.0
118565915;Killy_7;Kraepelin, Emil;Kraepelin, Emil;503.0
121207935;Killy_7;Krafft, Hans Ulrich;Krafft, Hans Ulrich;532.0
118715399;Killy_7;Krafft-Ebing, Richard Frhr. von;Krafft-Ebing, Richard von;816.0
101272367;Killy_7;Graf Kraft von Toggenburg;Kraft von Toggenburg;370.0
1158841418;Killy_7;Kraft, Gisela;Kraft, Gisela;763.0
118565990;Killy_7;Kraft, Robert;Kraft, Robert;672.0
118566016;Killy_7;Kraft, Werner;Kraft, Werner;1002.0
116375205;Killy_7;Kraft, Zdenko (Josef August) von, eigentl.: Kraft Edler von Helmhacker;Kraft, Zdenko von;386.0
118777920;Killy_7;Kralik, Richard von, eigentl.: R. K., Ritter von Meyrswalden;Kralik, Richard von;633.0
118715461;Killy_7;Kramer, Theodor;Kramer, Theodor;1227.0
118566156;Killy_7;Kramp, Willy;Kramp, Willy;372.0
103138897;Killy_7;Kranc, Cranc, Klaus, Claus;Kranc, Klaus;424.0
116379685;Killy_7;Krane, Anna Freiin von;Krane, Anna von;303.0
118813439;Killy_7;Kranewitter, Franz;Kranewitter, Franz;500.0
135425212;Killy_7;Krantz, Krantzius, Crantzius, Albert(us);Krantz, Albert;453.0
118824031;Killy_7;Kranz, Herbert, auch: Gert Heinz Fischer, Fridolin, Peng, Peter Pflug;Kranz, Herbert;920.0
118715496;Killy_7;Krapf, Johann Ludwig;Krapf, Johann Ludwig;546.0
140168079;Killy_7;Krasser, Friedrich;Krasser, Friedrich;335.0
137741189;Killy_7;Kratter, Franz;Kratter, Franz;507.0
132190214;Killy_7;Kratzmann, Ernst;Kratzmann, Ernst;299.0
119154897;Killy_7;Kraus, Christian Jacob;Kraus, Christian Jacob;515.0
118566245;Killy_7;Kraus, Franz Xaver, auch: Spectator;Kraus, Franz Xaver;421.0
118566288;Killy_7;Kraus, Karl;Kraus, Karl;2302.0
100202055;Killy_7;Krause, Christian Gottfried;Krause, Christian Gottfried;593.0
118566342;Killy_7;Krause, Karl Christian Friedrich;Krause, Karl Christian Friedrich;344.0
118715771;Killy_7;Krausnick, Michail;Krausnick, Michail;521.0
122495373;Killy_7;Krauß, Angela;Krauß, Angela;1730.0
118566393;Killy_7;Krauss, Werner;Krauss, Werner;896.0
119131366;Killy_7;Krausser, Helmut, auch: Titus Keller;Krausser, Helmut;1277.0
;Killy_7;;‘Der Krautgarten’;393.0
128098090;Killy_7;Krautwald, Crautwald, Cratoaldus, Valentin;Krautwald, Valentin;787.0
119320525;Killy_7;Kraze, Friede(rike) H(enriette Marie), auch: Heinz Gumprecht;Kraze, Friede Henriette;472.0
128839139;Killy_7;Krebel, Gottlieb Friedrich;Krebel, Gottlieb Friedrich;344.0
121331172;Killy_7;Krechel, Ursula;Krechel, Ursula;674.0
118715895;Killy_7;Kreisler, Georg;Kreisler, Georg;1087.0
116518960;Killy_7;Krell, Max, auch: Georg Even;Krell, Max;247.0
118566636;Killy_7;Krenek, Křenek, Ernst;Krenek, Ernst;1008.0
100202640;Killy_7;Kretschmann, Karl Friedrich, auch: der Barde Rhingulph;Kretschmann, Karl Friedrich;444.0
121602214;Killy_7;Kretzen, Friederike;Kretzen, Friederike;443.0
118715917;Killy_7;Kretzer, Max;Kretzer, Max;796.0
11871595X;Killy_7;Kreuder, Ernst;Kreuder, Ernst;866.0
124813739;Killy_7;Kreutz, Rudolf Jeremias, auch: Jeremias, Esau, Ormuzd, Yumslai, O. Mosquito, eigentl.: Rudolf Křiš, Křisch, Krisch;Kreutz, Rudolf Jeremias;510.0
129172065;Killy_7;Kreutzer, (Carl Heinrich) Ludwig;Kreutzer, Ludwig;424.0
;Killy_7;Die Kreuzfahrt Landgraf Ludwigs des Frommen;'Kreuzfahrt Landgraf Ludwigs des Frommen, Die';541.0
;Killy_7;;‘Kreuztragende Minne’;255.0
118724428;Killy_7;Krieger, Adam;Krieger, Adam;423.0
118566822;Killy_7;Krieger, Arnold;Krieger, Arnold;538.0
104334134;Killy_7;Kriegsmann, Wilhelm Christoph;Kriegsmann, Wilhelm Christoph;870.0
170444244;Killy_7;Krier, Jean;Krier, Jean;242.0
1146006020;Killy_7;Krinitz, Elise, eigentl.: Johanna Christiana Müller, auch: Sarah Dennigson, Camille Selden, »Mouche«, »Margot«, »Monka«, »Monck«, »van Belgern«;Krinitz, Elise;422.0
116546905;Killy_7;Kristl, Wilhelm Lukas;Kristl, Wilhelm Lukas;272.0
124565344;Killy_7;Kritzinger, Friedrich Adolph, auch: M. W. Danneil, Wilhelm Tissot, B. Young, Spassmann;Kritzinger, Friedrich Adolph;591.0
116547286;Killy_7;Kriwet, Ferdinand;Kriwet, Ferdinand;559.0
119360799;Killy_7;Krockow, Christian Graf von;Krockow, Christian von;702.0
142519456;Killy_7;Kröger, Theodor, eigentl.: Bernhard Altschwager;Kroeger, Theodor;251.0
116548088;Killy_7;Kröger, Timm;Kröger, Timm;519.0
124922678;Killy_7;Kröhnke, Friedrich;Kröhnke, Friedrich;707.0
118566962;Killy_7;Kroetz, Franz Xaver;Kroetz, Franz Xaver;1362.0
115450971;Killy_7;Krohn, Tim;Krohn, Tim;342.0
118566997;Killy_7;Krolow, Karl (Heinrich Gustav), auch: Karol Kröpcke;Krolow, Karl;1523.0
119000016;Killy_7;Kronauer, Brigitte;Kronauer, Brigitte;1883.0
119506971;Killy_7;Kronberg, Simon;Kronberg, Simon;701.0
134634489;Killy_7;Kroneberg, Eckart;Kroneberg, Eckart;299.0
121284891;Killy_7;Krüger, Bartholomäus;Krüger, Bartholomäus;678.0
118973428;Killy_7;Krüger, Ferdinand;Krüger, Ferdinand;268.0
11872472X;Killy_7;Krüger, Hermann Anders, auch: Caligula Quitte;Krüger, Hermann Anders;319.0
118567136;Killy_7;Krüger, Horst;Krüger, Horst;963.0
1037650859;Killy_7;Krüger, Johann Christian;Krüger, Johann Christian;580.0
118826565;Killy_7;Krüger, Johann Gottlob;Krüger, Johann Gottlob;639.0
118869612;Killy_7;Krüger, Michael;Krüger, Michael;679.0
133453677;Killy_7;Krüsike, Johann Christoph;Krüsike, Johann Christoph;401.0
118724762;Killy_7;Krüss, James, auch: Markus Polder, Felix Ritter, Bogumil Schmid (gemeinsam mit Peter Hacks);Krüss, James;1229.0
116566965;Killy_7;Krug von Nidda, Friedrich (Albert Franz);Krug von Nidda, Friedrich;420.0
11884704X;Killy_7;Krug, Wilhelm Traugott;Krug, Wilhelm Traugott;439.0
118724789;Killy_7;Krummacher, Friedrich Adolf;Krummacher, Friedrich Adolf;401.0
121701131;Killy_7;Krusche, Dietrich;Krusche, Dietrich;523.0
116575085;Killy_7;Kruse, Heinrich;Kruse, Heinrich;622.0
118724835;Killy_7;Kruse, Hinrich;Kruse, Hinrich;540.0
116575301;Killy_7;Kruse, Laurids, Lauritz;Kruse, Lauritz;306.0
1080187421;Killy_7;Kruse, Max;Kruse, Max;1043.0
128523778;Killy_7;Krzyzanowski, Otfried;Krzyzanowski, Otfried;389.0
118567365;Killy_7;Kubin, Alfred;Kubin, Alfred;1235.0
118724940;Killy_7;Kubsch, Hermann Werner;Kubsch, Hermann Werner;399.0
118567403;Killy_7;Kuby, Erich, auch: Alexander Parlach;Kuby, Erich;577.0
118724959;Killy_7;Kuchimaister, Christian;Kuchimaister, Christian;628.0
120021153;Killy_7;Kuckart, Judith;Kuckart, Judith;991.0
118567438;Killy_7;Kuckhoff, Adam, auch: Wilhelm Kann;Kuckhoff, Adam;600.0
1024112160;Killy_7;Kudrnofsky, Wolfgang (Maria);Kudrnofsky, Wolfgang;379.0
;Killy_7;;‘Kudrun’ (‘Gudrun’);2012.0
118567489;Killy_7;Kübler, Arnold;Kübler, Arnold;972.0
116580879;Killy_7;Kübler, (Johann) Jakob;Kübler, Jakob;229.0
100211542;Killy_7;Küchelbecker, Johann Basilius;Küchelbecker, Johann Basilius;368.0
118567535;Killy_7;Kuefstein, Khueffsteiner, Kuf(f)stein, Hans Ludwig Frhr. (seit 1634 Reichsgraf) von;Kuefstein, Hans Ludwig von;1002.0
118567551;Killy_7;Kügelgen, Wilhelm (Georg Alexander) von;Kügelgen, Wilhelm von;546.0
119052393;Killy_7;Kühl, Thusnelda, verh. Petersen;Kühl, Thusnelda;588.0
118778153;Killy_7;Kühlmann, Richard von;Kühlmann, Richard von;418.0
118819232;Killy_7;Kühn, August, eigentl.: Helmuth-Hans Münch, auch: Rainer Zwing;Kühn, August;661.0
105569854X;Killy_7;Kühn, Auguste (Sophie), auch: C. Novis;Kühn, Auguste;404.0
11899011X;Killy_7;Kühn, Dieter;Kühn, Dieter;1401.0
119353377;Killy_7;Kühn, Johannes;Kühn, Johannes;1039.0
1055097600;Killy_7;Kühne, (Ferdinand) Gustav;Kühne, Gustav;863.0
116589981;Killy_7;Kühner, Otto Heinrich, auch: Pummerer;Kühner, Otto Heinrich;461.0
116590246;Killy_7;Kükelhaus, Heinz;Kükelhaus, Heinz;268.0
118725092;Killy_7;Kükelhaus, Hermann;Kükelhaus, Hermann;215.0
118725106;Killy_7;Kükelhaus, Hugo;Kükelhaus, Hugo;518.0
116591404;Killy_7;Künkel, Hans;Künkel, Hans;251.0
105915122;Killy_7;Künne, Manfred;Künne, Manfred;244.0
;Killy_7;;‘Künzelsauer Fronleichnamspiel’;855.0
122698436;Killy_7;Küpper, Heinz;Küpper, Heinz;651.0
118567756;Killy_7;Der von Kürenberg, Der herre von Kürenberg, Der Kürenberger;Kürenberg, Der von;995.0
118567764;Killy_7;Kürnberger, Ferdinand;Kürnberger, Ferdinand;1168.0
121577627;Killy_7;Kürthy, Ildikó von;Kürthy, Ildikó von;492.0
124410308;Killy_7;Küther, Kurt;Küther, Kurt;243.0
100615104;Killy_7;Kütner, Karl August;Kütner, Karl August;344.0
117553875;Killy_7;Küttner, Carl Gottlob;Küttner, Carl Gottlob;377.0
116581646;Killy_7;Kuffner, Christoph (Johann Anton);Kuffner, Christoph;448.0
11877820X;Killy_7;Kugler, Franz (Theodor);Kugler, Franz;938.0
119302616;Killy_7;Kuh, Anton, auch: Yorick;Kuh, Anton;662.0
118943774;Killy_7;Kuh, Emil;Kuh, Emil;397.0
120951711;Killy_7;Kuh, Ephraim Moses;Kuh, Ephraim Moses;344.0
1243806710;Killy_7;Kuhbier, Heinz, auch: H. Coubier, Henri Legendre;Kuhbier, Heinz;401.0
11872522X;Killy_7;Kuhlmann, Culmannus, Kühlmann, Kuhlman, Quirin(us);Kuhlmann, Quirinus;2136.0
11660252X;Killy_7;Kuhn, Franz;Kuhn, Franz Walther;477.0
116602651;Killy_7;Kuhn, Friedrich (Adolph);Kuhn, Friedrich;310.0
116587857;Killy_7;Kuhn, Gottlieb (Gotthold) Jakob, auch: Jakob Ehrlich;Kuhn, Gottlieb Jakob;310.0
10436162X;Killy_7;Kuhn, Heinrich;Kuhn, Heinrich;445.0
118567934;Killy_7;Kuhnau, Johann;Kuhnau, Johann;661.0
116606916;Killy_7;Kulka, Georg (Christoph);Kulka, Georg;797.0
101205570;Killy_7;Kulke, Eduard, auch: E. Lipiner, E. Leipenburg;Kulke, Eduard;701.0
101244371;Killy_7;Kulmann, Elisabeth, auch: Elizaveta Borisovna Kul'man;Kulmann, Elisabeth;742.0
108359433;Killy_7;Kulterer, Hubert Fabian;Kulterer, Hubert Fabian;393.0
124054579;Killy_7;Kumpfmüller, Michael;Kumpfmüller, Michael;598.0
11872536X;Killy_7;Kunckel, Kunkelius, Johann, K. von Löwenstern (ab 1693);Kunckel von Löwenstern, Johann;1004.0
118568051;Killy_7;Kunert, Günter;Kunert, Günter;2230.0
118873709;Killy_7;Kuntsch, Margaretha Susanna von, geb. Förster, auch: Sylvia;Kuntsch, Margaretha Susanna von;578.0
119239361;Killy_7;Kunz, Carl, Karl, Friedrich, auch: Zacharias Funck;Kunz, Carl Friedrich;793.0
118568124;Killy_7;Kunze, Reiner;Kunze, Reiner;1554.0
116615826;Killy_7;Kuprian, Hermann;Kuprian, Hermann;264.0
106152505;Killy_7;Kupsch, Joachim;Kupsch, Joachim;296.0
1157620337;Killy_7;Kuranda, Ignaz;Kuranda, Ignaz;298.0
120450321;Killy_7;Kurbjuweit, Dirk;Kurbjuweit, Dirk;921.0
118725564;Killy_7;Kurella, Alfred, auch: Bernhard Ziegler, Victor Röbig, A. Bernard;Kurella, Alfred;652.0
