DNB_dataset,title,UB,year,GND_person,person,GND_author,author,sachgruppen
1200961935,"Harte, Bret: Kalifornische ErzählungenTeil: 1. Bändchen",UB 571,1920.0,,,,,
580472868,Hermann Goetz / von Georg Richard Kruse. Mit d. Bildn. von Hermann Goetz,UB 6090,1920.0,116574976,"Kruse, Georg Richard (Verfasser)",116574976,"Kruse, Georg Richard ",
578755521,Hand und Herz : Trauerspiel in 4 Akten / v. Ludwig Anzengruber,UB 272,1920.0,11850357X,"Anzengruber, Ludwig (Verfasser)",11850357X,"Anzengruber, Ludwig ",
577999818,"Einheimische StubenvögelTeil: Bd. 1., Insektenfresser",UB 3399,1920.0,,,,,
579643298,Der Weihnachtsabend: eine Geistergeschichte / von Charles Dickens. Aus dem Engl. übertr. von Julius Seybt,UB 788,1920.0,118525239,"Dickens, Charles (Verfasser)",118525239,"Dickens, Charles ",59 Belletristik
362927359,Der Weihnachtsabend : eine Geistergeschichte / von Charles Dickens. Aus dem Engl. übertr. von Julius Seybt,UB 788,1920.0,118525239,"Dickens, Charles (Verfasser)",118525239,"Dickens, Charles ",59 Belletristik
580726649,Der Prophet : Große Oper in 5 Aufz. ; Vollst. Buch / Giacomo Meyerbeer. Dichtung v. Eugène Scribe. Übers. von L. Rellstab. Hrsg. v. Carl Friedr. Wittmann,UB 3515,1920.0,118581945 + 118612425 + 118744453 + 117427284,"Meyerbeer, Giacomo (Verfasser) + Scribe, Eugène (Mitwirkender) + Rellstab, Ludwig (Mitwirkender) + Wittmann, Carl Friedrich (Mitwirkender)",118581945,"Meyerbeer, Giacomo ",
578973790,Das goldene Kreuz : Oper in 2 Aufz. / Nach d. Franz. v. Salomon Hermann v. Mosenthal. Musik v. Ignaz Brüll. Vollst. Buch in d. Einrichtung d. Kgl. Opernhauses zu Berlin. Hrsg. u. eingel. v. Georg Richard Kruse,UB 5162,1920.0,118660284 + 101363184 + 116574976,"Brüll, Ignaz (Verfasser) + Mosenthal, Salomon Hermann von (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118660284,"Brüll, Ignaz ",
36196112X,Beethoven / Von Ludwig Nohl,UB 1181,1920.0,117039926,"Nohl, Ludwig (Verfasser)",117039926,"Nohl, Ludwig ",
363181997,"Sophocles: TragödienTeil: Bd. 3., Antigone",UB 659,1921.0,,,,,
361961154,Mozart / Ludwig Nohl,UB 1121,1921.0,117039926,"Nohl, Ludwig (Verfasser)",117039926,"Nohl, Ludwig ",
362942242,Die Verfassung des Deutschen Reichs vom 11. August 1919 : Textausg. mit ausführl. Sachreg. / Hrsg. von Karl Pannier,UB 6051,1921.0,1055114688,"Pannier, Karl (Mitwirkender)",,,
983595828,Die Reichsgesetze über die Presse und das Verlagsrecht : Textausgabe mit kurzen Anmerkungen und Sachregister / hrsg. von Karl Pannier,UB 1704,1921.0,1055114688,"Pannier, Karl (Herausgeber)",,,
580604225,Zar und Zimmermann : Komische Oper in 3 Aufz. ; Vollst. [Text-]Buch / Albert Lortzing. Hrsg. u. eingel. von Georg Richard Kruse,UB 2549,1922.0,118574469 + 116574976,"Lortzing, Albert (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118574469,"Lortzing, Albert ",
362733791,Was ihr wollt : Lustsp. in 5 Aufz. / William Shakespeare. Übers. von August Wilhelm v. Schlegel,UB 53,1922.0,118613723 + 118607960,"Shakespeare, William (Verfasser) + Schlegel, August Wilhelm von (Mitwirkender)",118613723,"Shakespeare, William ",
57881157X,Schumann / Richard Batka,UB 2882,1922.0,116081384,"Batka, Richard (Verfasser)",116081384,"Batka, Richard ",
362244219,"Pocci, Franz, Graf von: PuppentheaterTeil: Bdch. 1., Prolog [u. a.]",UB 5247,1922.0,,,,,
58039140X,Penthesilea : Ein Trauersp. / Heinrich von Kleist,UB 1305,1922.0,118563076,"Kleist, Heinrich von (Verfasser)",118563076,"Kleist, Heinrich von ",59 Belletristik
362656495,Letztes Lied : Bilder und Skizzen vom Seekrieg ; mit Buchschmuck vom Verfasser / Wilhelm Schreiner,UB 6308,1922.0,1024265781,"Schreiner, Wilhelm (Verfasser)",1024265781,"Schreiner, Wilhelm ",
579986071,"Goethe, Johann Wolfgang von: FaustTeil: T. 1",UB 1,1922.0,,,,,
362732213,Wie es euch gefällt : Lustsp. in 5 Aufz. / Shakespeare. Übers. von August Wilhelm von Schlegel,UB 469,1923.0,118613723 + 118607960,"Shakespeare, William (Verfasser) + Schlegel, August Wilhelm von (Mitwirkender)",118613723,"Shakespeare, William ",59 Belletristik
363181970,"Sophocles: TragödienTeil: Bd. 1., König Ödipus",UB 630,1923.0,,,,,
362111243,François Frédéric Chopin / Else Redenbacher,UB 5327,1923.0,127897135,"Redenbacher, Else (Verfasser)",127897135,"Redenbacher, Else ",
578834200,Fidelio : Oper in 2 Aufz. ; Vollst. Buch / Ludwig van Beethoven. Dichtung nach Bouilly von J. Sonnleithner ; G. F. Treitschke. Neu hrsg. u. eingel. von Georg Richard Kruse,UB 2555,1923.0,118508288 + 104332042 + 117409030 + 116574976,"Beethoven, Ludwig van (Verfasser) + Sonnleithner, Joseph (Mitwirkender) + Treitschke, Georg Friedrich (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118508288,"Beethoven, Ludwig van ",
362942331,Die Verfassung des Deutschen Reichs vom 11. August 1919 : Textausg. mit ausführl. Sachreg. / hrsg. von Karl Pannier,UB 6051,1923.0,1055114688,"Pannier, Karl (Mitwirkender)",,,
580275892,Die Kronprätendenten : Histor. Schausp. in 5 Aufz. / Henrik Ibsen. Deutsch von M. von Borch,UB 2724,1923.0,118555286 + 115723706,"Ibsen, Henrik (Verfasser) + Borch, Marie von (Mitwirkender)",118555286,"Ibsen, Henrik ",
580137465,Deutschland : Ein Wintermärchen / Heinrich Heine. Hrsg. von Hartwig Jeß,UB 2253,1923.0,118548018 + 117122955,"Heine, Heinrich (Verfasser) + Jess, Hartwig (Mitwirkender)",118548018,"Heine, Heinrich ",
363063609,Anton Bruckner : Sein Leben u. Schaffen / Richard Wetz,UB 6372,1923.0,118767534,"Wetz, Richard (Verfasser)",118767534,"Wetz, Richard ",
580302393,Peter Cornelius / Edgar Istel,UB 4766,1924.0,117211516,"Istel, Edgar (Verfasser)",117211516,"Istel, Edgar ",
578811529,J. S. Bach / Richard Batka,UB 3070,1924.0,116081384,"Batka, Richard (Verfasser)",116081384,"Batka, Richard ",
1038878535,Hermann und Dorothea : in neun Gesängen / Goethe,UB 55,1924.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",830 Deutsche Literatur + B Belletristik
580472922,Giacomo Meyerbeer / von Georg Richard Kruse,UB 2734,1924.0,116574976,"Kruse, Georg Richard (Verfasser)",116574976,"Kruse, Georg Richard ",
362802017,Tschaikowsky / Max Steinitzer,UB 6584,1925.0,117258172,"Steinitzer, Max (Verfasser)",117258172,"Steinitzer, Max ",
363182012,"Sophocles: TragödienTeil: Bd. 5., Aias",UB 677,1925.0,,,,,
580511111,Johann Strauß : Mit 1 [Titel] Bildnis Johann Strauß' / Fritz Lange,UB 5462,1925.0,134621298,"Lange, Fritz (Verfasser)",134621298,"Lange, Fritz ",
362653070,Händel / Bruno Schrader,UB 3497,1925.0,117024031,"Schrader, Bruno (Verfasser)",117024031,"Schrader, Bruno ",
362110298,"Gesundheits-Schlüssel für Haus, Schule und Arbeit / Carl Reclam",UB 1001,1925.0,116374098,"Reclam, Karl (Verfasser) + Dittmar, Paul (Mitwirkender)",116374098,"Reclam, Karl ",
361956886,Franz Schubert / A. Niggli,UB 2521,1925.0,117018805,"Niggli, Arnold (Verfasser)",117018805,"Niggli, Arnold ",
363063617,Franz Liszt / Richard Wetz,UB 2098,1925.0,118767534,"Wetz, Richard (Verfasser)",118767534,"Wetz, Richard ",
362940525,Ernani : Oper in 4 Aufz. ; Vollst. [Opern-]Buch / Giuseppe Verdi. Dichtg nach Viktor Hugos Drama Hernani von Francesco Maria Piave. (Deutsch von Joseph Ritter von Seyfried). Hrsg. von Carl Friedrich Wittmann,UB 4388,1925.0,118626523 + 119110369 + 117460087 + 117427284,"Verdi, Giuseppe (Verfasser) + Piave, Francesco Maria (Mitwirkender) + Seyfried, Joseph Ritter von (Mitwirkender) + Wittmann, Carl Friedrich (Mitwirkender)",118626523,"Verdi, Giuseppe ",
579007464,Der kleine Lord Fauntleroy : Erzählg / Frances Hodgson Burnett. Aus d. Engl. übertr. von Mira Munkh,UB 2728,1925.0,118674986,"Burnett, Frances Hodgson (Verfasser) + Hollander-Munkh, Mira von (Mitwirkender)",118674986,"Burnett, Frances Hodgson ",07 Kinder- und Jugendliteratur
363182039,"Sophocles: TragödienTeil: Bd. 7., Elektra",UB 711,1926.0,,,,,
363181989,"Sophocles: TragödienTeil: Bd. 2., Ödipus auf Kolonos",UB 641,1926.0,,,,,
369354826,"Dufresne, Jean: Sammlung leichterer SchachaufgabenTeil: T. 6",UB 6635,1926.0,,,,,
579997383,Richard Wagner : Leben und Lebenswerk ; Mit e. [Titel-]Bildnis Richard Wagners / Wolfgang Golther,UB 1660,1926.0,116764074,"Golther, Wolfgang (Verfasser)",116764074,"Golther, Wolfgang ",
580328406,Richard Strauß : Leben und Werk / Siegfried Kallenberg,UB 6698,1926.0,116032383,"Kallenberg, Siegfried (Verfasser)",116032383,"Kallenberg, Siegfried ",
361979045,Orpheus in der Unterwelt : Vollst. [Opern-]Buch / Burleske Oper in 2 Aufz. u. 4 Bildern von Hector Crémieux. Deutsche Bearb. von Ludwig Kalisch. Musik von Jacques Offenbach. Hrsg. u. eingel. von Georg Richard Kruse,UB 6639,1926.0,118589598 + 119545438 + 116031921 + 116574976,"Offenbach, Jacques (Verfasser) + Crémieux, Hector Jonathan (Mitwirkender) + Kalisch, Ludwig (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118589598,"Offenbach, Jacques ",
578790556,Neu-Atlantis : eine utopische Erzählung / Francis Bacon. Ins Deutsche übertr. u. hrsg. von Günther Bugge,UB 6645,1926.0,118505696 + 174056001,"Bacon, Francis (Verfasser) + Bugge, Günther (Mitwirkender)",118505696,"Bacon, Francis ",
579829243,Martha oder Markt zu Richmond : Vollständ. Buch / Friedrich von Flotow. Romantisch-kom. Oper in 4 Aufz. (teilw. nach e. Plan von Saint-Georges) von W. Friedrich. Hrsg. u. eingel. von Georg Richard Kruse.,UB 5153,1926.0,118691929 + 116574976,"Flotow, Friedrich von (Verfasser) + Friedrich, Wilhelm (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118691929,"Flotow, Friedrich von ",
362037302,Marianne ein Weib aus dem Volke : Gemälde aus d. Volksleben in 5 Aufz. / d'Ennery ; Mallian. Deutsch von C. Dräxler-Manfred,UB 264,1926.0,10084751X + 1067956115 + 100809766,"Ennery, Adolphe d' (Verfasser) + Mallian, Julien de (Verfasser) + Dräxler, Carl Ferdinand (Mitwirkender)",10084751X + 1067956115,"Ennery, Adolphe d'  + Mallian, Julien de ",
362653593,Lesebuch in Reichs-Kurzschrift / Albert Schramm. [Schrift von Max Handschack],UB 6646,1926.0,117025674,"Schramm, Albert (Verfasser)",117025674,"Schramm, Albert ",
579987612,Hermann und Dorothea : In 9 Gesängen / Goethe,UB 55,1926.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",830 Deutsche Literatur + B Belletristik
362817421,Euphorion : Novelle / Dora v. Stockert-Meynert. Mit e. Nachw. von Erwin H. Rainalter,UB 6647,1926.0,117261378 + 118748912,"Stockert-Meynert, Dora von (Verfasser) + Rainalter, Erwin Herbert (Mitwirkender)",117261378,"Stockert-Meynert, Dora von ",
577999826,"Einheimische StubenvögelTeil: Bd. 2., Körner- u. Allesfresser",UB 3443,1926.0,,,,,
362810842,Dr. Jekyll und Mr. Hyde / von Robert Louis Stevenson. Aus d. Engl. übertr. von Curt Thesing,UB 6649,1926.0,118753711 + 102078343,"Stevenson, Robert Louis (Verfasser) + Thesing, Curt (Mitwirkender)",118753711,"Stevenson, Robert Louis ",
362854564,Die schöne Galathee : Komisch-mytholog. Oper in 1 Aufz. ; Vollst. Buch / Franz von Suppé. Text von Poly Henrion. Hrsg. u. eingel. von Georg Richard Kruse,UB 4876,1926.0,118757873 + 1127901494 + 116574976,"Suppé, Franz von (Verfasser) + Henrion, Poly (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118757873,"Suppé, Franz von ",
362003246,Die Reichsgesetze über die Presse und das Verlagsrecht : Textausg. mit kurzen Anmerkungen u. Sachregister / Hrsg. Karl Pannier,UB 1704,1926.0,1055114688,"Pannier, Karl (Verfasser)",1055114688,"Pannier, Karl ",
580603903,Die Opernprobe : Komische Oper in 1 Aufz. frei nach Poisson u. Joh. Friedr. Jünger ; Vollst. Buch / Dichtg u. Musik von Gustav Albert Lortzing. Hrsg. von C. Fr. Wittmann,UB 4272,1926.0,118574469 + 117427284,"Lortzing, Albert (Verfasser) + Wittmann, Carl Friedrich (Mitwirkender)",118574469,"Lortzing, Albert ",
362926360,Die Insel der Affen : Komödie in vier Aufzügen / von Hellmuth Unger,UB 6648,1926.0,117293210,"Unger, Hellmuth (Verfasser)",117293210,"Unger, Hellmuth ",
363062238,Die Fortuna von Praeneste : Erzählung / von Luise Westkirch,UB 6644,1926.0,11732065X,"Westkirch, Luise (Verfasser)",11732065X,"Westkirch, Luise ",
578777134,Des Teufels Anteil : (Carlo Broschi) ; Komische Oper in 3 Aufz. ; Vollständ. [Text-]Buch / D. F. E. Auber. Dichtg von Eugene Scribe ; (Heinrich Börnstein ; Carl Gollmick). Hrsg. von C. F. Wittmann,UB 3313,1926.0,118646192 + 118612425 + 118810715 + 11676211X + 117427284,"Auber, Daniel-François-Esprit (Verfasser) + Scribe, Eugène (Mitwirkender) + Börnstein, Heinrich (Mitwirkender) + Gollmick, Carl (Mitwirkender) + Wittmann, Carl Friedrich (Mitwirkender)",118646192,"Auber, Daniel-François-Esprit ",
1202445934,Wald : Novelle / von Wilhelm von Polenz,UB 6789,1927.0,118803336,"Polenz, Wilhelm von (Verfasser)",118803336,"Polenz, Wilhelm von ",
363182020,"Sophocles: TragödienTeil: Bd. 6., Philoktetes",UB 709,1927.0,,,,,
363182055,"Sophocles: TragödienTeil: Bd. 3., Antigone",UB 659,1927.0,,,,,
363182047,"Sophocles: TragödienTeil: Bd. 1., König Ödipus",UB 630,1927.0,,,,,
362995990,Götterdämmerung : 3. Tag aus d. Bühnenfestsp. Der Ring d. Nibelungen ; Vollst. Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5644,1927.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",
579985547,Egmont : Ein Trauersp. in 5 Aufz. / Goethe,UB 75,1927.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",
362996679,Die Meistersinger von Nürnberg : Vollst. Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5639,1927.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",
580726533,Die Afrikanerin : Oper in 5 Aufz. ; Vollst. Buch / Giacomo Meyerbeer. Dichtg von Eugène Scribe. Deutsch von Ferdinand Gumbert. Hrsg. u. eingel. von Georg Richard Kruse,UB 6728,1927.0,118581945 + 118612425 + 116924950 + 116574976,"Meyerbeer, Giacomo (Verfasser) + Scribe, Eugène (Mitwirkender) + Gumbert, Ferdinand (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118581945,"Meyerbeer, Giacomo ",
579027228,Der Wasserträger : Oper in 3 Aufz. ; Vollst. Buch / Luigi Cherubini. Dichtg von Jean Nicolas Bouilly. (Übers.: Heinrich Gottlieb Schmieder). Hrsg. von C. Fr. Wittmann,UB 3226,1927.0,118520377 + 118864815 + 115594361 + 117427284,"Cherubini, Luigi (Verfasser) + Bouilly, Jean Nicolas (Mitwirkender) + Schmieder, Heinrich Gottlieb (Mitwirkender) + Wittmann, Carl Friedrich (Mitwirkender)",118520377,"Cherubini, Luigi ",
362801975,Beethoven / Max Steinitzer,UB 1180,1927.0,117258172,"Steinitzer, Max (Verfasser)",117258172,"Steinitzer, Max ",
362997039,Parsifal : Ein Bühnenweihfestsp. ; Vollst. Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5640,1928.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",59 Belletristik
579029093,Giuseppe Verdi / Max Chop,UB 5595,1928.0,116506946,"Chop, Max (Verfasser)",116506946,"Chop, Max ",
361936966,Giacomo Puccini : sein Leben u. s. Werk / Arthur Neißer,UB 6862,1928.0,11690884X,"Neisser, Artur (Verfasser)",11690884X,"Neisser, Artur ",
580456218,Die Passion des Grafen Klingenperg : Novelle / Rudolf Jeremias Kreutz,UB 6860,1928.0,124813739,"Kreutz, Rudolf Jeremias (Verfasser)",124813739,"Kreutz, Rudolf Jeremias ",
580771857,Die Entführung aus dem Serail : Oper in 3 Aufz. ; Vollst. Buch / W. A. Mozart. Dichtg nach Bretzner von Stephanie d. J. Hrsg. von Georg Richard Kruse,UB 2667,1928.0,118584596 + 115849238 + 116574976,"Mozart, Wolfgang Amadeus (Verfasser) + Bretzner, Christoph Friedrich (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118584596,"Mozart, Wolfgang Amadeus ",
362679037,Der häusliche Krieg : (Die Verschworenen) ; Vollst. Buch ; Oper in 1 Aufz. / von Franz Schubert. Dichtg von I. F. Castelli. Hrsg. u. eingel. von Georg Richard Kruse,UB 6929,1928.0,118610961 + 118667424 + 116574976,"Schubert, Franz (Verfasser) + Castelli, Ignaz Franz (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118610961,"Schubert, Franz ",
362997195,Das Rheingold : Vorabend zu d. Bühnenfestspiel Der Ring des Nibelungen ; Vollst. [Opern-]Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5641,1928.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",
362997764,Tristan und Isolde : Vollst. [Opern-]Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5638,1929.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",
580726673,Robert der Teufel : Oper in 5 Aufz. ; Vollst. Buch / Giacomo Meyerbeer. Dichtg von Eugène Scribe ; Germain Delavigne. [Übers. von Karl Gottlieb Theodor Winkler (Theodor Hell)]. Hrsg. von C. F. Wittmann,UB 3596,1929.0,118581945 + 118612425 + 119106698 + 118633716 + 117427284,"Meyerbeer, Giacomo (Verfasser) + Scribe, Eugène (Mitwirkender) + Delavigne, Germain (Mitwirkender) + Hell, Theodor (Mitwirkender) + Wittmann, Carl Friedrich (Mitwirkender)",118581945,"Meyerbeer, Giacomo ",
362997314,Rienzi der letzte der Tribunen : Große trag. Oper in 5 Aufz. (nach Bulwers gleichnam. Roman) ; Vollst. Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5645,1929.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",
579975207,Orpheus und Eurydike : Oper in 3 Aufz. ; Vollst. Buch / Chr. W. Gluck. Ital. Orig. Text von Ranieri di Calzabigi. Nach d. franz. Bearb. von Moline ins Deutsche übertr. von J. D. Sander. Nach d. Einrichtg d. Berliner Staatsoper hrsg. von Georg Richard Kruse,UB 4566,1929.0,118539841 + 118937790 + 115840982 + 11892737X + 116574976,"Gluck, Christoph Willibald (Verfasser) + Calzabigi, Ranieri de (Mitwirkender) + Moline, Pierre Louis (Mitwirkender) + Sander, Johann Daniel (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118539841,"Gluck, Christoph Willibald ",
57877707X,Gustav oder Der Maskenball : Große histor. Oper in 5 Aufz. ; Vollst. [Opern-]Buch / Daniel François Esprit Auber. Dichtg von Eugène Scribe. ([Übers. von] Lichtenstein). Neu hrsg. von Georg Richard Kruse,UB 3956,1929.0,118646192 + 118612425 + 11698595X + 116574976,"Auber, Daniel-François-Esprit (Verfasser) + Scribe, Eugène (Mitwirkender) + Lichtenstein, Karl August Freiherr von (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118646192,"Auber, Daniel-François-Esprit ",
580558002,Gedichte und Fabeln / Gotthold Ephraim Lessing. Eingel. von Rob. Riemann,UB 27,1929.0,118572121 + 116543531,"Lessing, Gotthold Ephraim (Verfasser) + Riemann, Robert (Mitwirkender)",118572121,"Lessing, Gotthold Ephraim ",
579991032,Francesca : Oper in 3 Aufz. ; Text u. Musik ; Vollständiges Buch ; [Nur Text] / Hermann Goetz. Hrsg. u. eingel. von Georg Richard Kruse,UB 5175,1929.0,118696025 + 116574976,"Goetz, Hermann (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118696025,"Goetz, Hermann ",
580726576,Dinorah oder Die Wallfahrt nach Ploe͏̈rmel : Komische Oper in 3 Aufz. ; Vollst. [Opern-]Buch / Giacomo Meyerbeer. Dichtg v. Michel Carré ; Jules Barbier. ([Übers.:] Johann Christoph Grünbaum). Neu hrsg. u. eingel. v. Georg Richard Kruse,UB 4215,1929.0,118581945 + 119374536 + 119309998 + 105337285 + 116574976,"Meyerbeer, Giacomo (Verfasser) + Carré, Michel (Mitwirkender) + Barbier, Jules (Mitwirkender) + Grünbaum, Johann Christoph (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118581945,"Meyerbeer, Giacomo ",
578845148,Die Nachtwandlerin : Oper in 2 Aufz. ; Vollst. [Opern-]Buch / Vincenzo Bellini. Dichtg von Felice Romani. Neu hrsg. von Georg Richard Kruse,UB 3999,1929.0,118655191 + 119309912 + 116574976,"Bellini, Vincenzo (Verfasser) + Romani, Felice (Mitwirkender) + Kruse, Georg Richard (Mitwirkender)",118655191,"Bellini, Vincenzo ",
36299613X,Der fliegende Holländer : Romant. Oper in 3 Aufz. ; Vollst. [Opern-]Buch / Richard Wagner. Hrsg. u. eingel. von Georg Richard Kruse,UB 5635,1929.0,118594117 + 116574976,"Wagner, Richard (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118594117,"Wagner, Richard ",
580604284,Zar und Zimmermann : Komische Oper in 3 Aufz. ; Vollst. [Opern-]Buch / Albert Lortzing. Hrsg. u. eingel. von Georg Richard Kruse,UB 2549,1930.0,118574469 + 116574976,"Lortzing, Albert (Verfasser) + Kruse, Georg Richard (Mitwirkender)",118574469,"Lortzing, Albert ",
