GND,Reclam_Autor,Reclam_tokens_Summe,Reclam_types_Summe,Reclam_UBs
https://d-nb.info/gnd/118551981,"Hölderlin, Friedrich ",7.0,4.0,UB 18242 + UB 18242 + UB 559 + UB 19343 + UB 7500 + UB 559 + UB 559
https://d-nb.info/gnd/106196499X,"Hübner, Lutz  + Nemitz, Sarah ",2.0,2.0,UB 14175 + UB 14288
https://d-nb.info/gnd/122381556,"Hübner, Lutz  + Nemitz, Sarah ",3.0,3.0,UB 14175 + UB 14288 + UB 14331
https://d-nb.info/gnd/118555286,"Ibsen, Henrik ",18.0,11.0,UB 2773 + UB 18538 + UB 2309 + UB 1257 + UB 8673 + UB 2317 + UB 1828 + UB 1702 + UB 2773 + UB 18537 + UB 18537 + UB 1257 + UB 2309 + UB 2309 + UB 1257 + UB 19642 + UB 19642 + UB 2560
https://d-nb.info/gnd/118555707,"Ionesco, Eugène ",4.0,3.0,UB 9164 + UB 9164 + UB 8370 + UB 8656
https://d-nb.info/gnd/119049708,"Irving, John ",1.0,1.0,UB 19758
https://d-nb.info/gnd/119484978,"Ishiguro, Kazuo ",1.0,1.0,UB 9138
https://d-nb.info/gnd/118556126,"Iuvenalis, Decimus Iunius ",1.0,1.0,UB 8598
https://d-nb.info/gnd/118711172,"Jacobsen, Jens Peter ",1.0,1.0,UB 19096
https://d-nb.info/gnd/118556673,"Jahnn, Hans Henny ",1.0,1.0,UB 14183
https://d-nb.info/gnd/118556894,"Jandl, Ernst ",3.0,3.0,UB 18831 + UB 18949 + UB 9823
https://d-nb.info/gnd/118556940,Janosch ,3.0,3.0,UB 14321 + UB 14320 + UB 14404
https://d-nb.info/gnd/11871189X,"Jarry, Alfred ",1.0,1.0,UB 9446
https://d-nb.info/gnd/118557211,Jean Paul ,4.0,3.0,UB 18522 + UB 18522 + UB 18 + UB 274
https://d-nb.info/gnd/119001802,"Jelinek, Elfriede ",1.0,1.0,UB 18074
https://d-nb.info/gnd/118818260,"Johannes, von Tepl ",3.0,1.0,UB 18075 + UB 18075 + UB 18075
https://d-nb.info/gnd/122396669,"Johnson, Denis ",1.0,1.0,UB 9092
https://d-nb.info/gnd/118558323,"Jonson, Ben ",1.0,1.0,UB 9733
https://d-nb.info/gnd/118558501,"Joyce, James ",1.0,1.0,UB 9181
https://d-nb.info/gnd/118558587,"Jünger, Ernst ",1.0,1.0,UB 18680
https://d-nb.info/gnd/118559230,"Kafka, Franz ",16.0,12.0,UB 9900 + UB 9688 + UB 18635 + UB 9900 + UB 9677 + UB 9900 + UB 9676 + UB 9678 + UB 9677 + UB 9426 + UB 11106 + UB 9675 + UB 9900 + UB 19558 + UB 14416 + UB 14430
https://d-nb.info/gnd/118559427,"Kaiser, Georg ",6.0,3.0,UB 18359 + UB 8937 + UB 8937 + UB 18812 + UB 18359 + UB 18359
https://d-nb.info/gnd/118640089,"Karamzin, Nikolaj Michajlovič ",1.0,1.0,UB 7861
https://d-nb.info/gnd/122697669,"Kassovitz, Mathieu ",1.0,1.0,UB 9081
https://d-nb.info/gnd/118560883,"Keats, John ",1.0,1.0,UB 9403
https://d-nb.info/gnd/11856109X,"Keller, Gottfried ",24.0,15.0,UB 6171 + UB 7470 + UB 6173 + UB 6172 + UB 18282 + UB 18584 + UB 6176 + UB 7709 + UB 7470 + UB 6179 + UB 6175 + UB 6172 + UB 6173 + UB 6171 + UB 6172 + UB 6176 + UB 18282 + UB 6186 + UB 19485 + UB 19453 + UB 19498 + UB 6176 + UB 6173 + UB 19587
https://d-nb.info/gnd/116127473,"Kempner, Friederike ",1.0,1.0,UB 18629
https://d-nb.info/gnd/118950517,"Kerr, Judith ",1.0,1.0,UB 9076
https://d-nb.info/gnd/118561812,"Keyserling, Eduard von ",1.0,1.0,UB 14375
https://d-nb.info/gnd/118562002,"Kierkegaard, Søren ",2.0,1.0,UB 9323 + UB 9323
https://d-nb.info/gnd/120896605,"Kinskofer, Lieselotte ",1.0,1.0,UB 20042
https://d-nb.info/gnd/118562290,"Kipling, Rudyard ",1.0,1.0,UB 3459
https://d-nb.info/gnd/118563076,"Kleist, Heinrich von ",31.0,17.0,UB 178 + UB 1305 + UB 91 + UB 8003 + UB 8004 + UB 7416 + UB 8002 + UB 40 + UB 40 + UB 91 + UB 18860 + UB 18834 + UB 91 + UB 18906 + UB 1305 + UB 18968 + UB 218 + UB 8003 + UB 1768 + UB 8004 + UB 18966 + UB 19060 + UB 8002 + UB 7416 + UB 91 + UB 18906 + UB 18860 + UB 178 + UB 18906 + UB 14381 + UB 91
https://d-nb.info/gnd/121401030,"Kling, Thomas ",1.0,1.0,UB 18574
https://d-nb.info/gnd/118563319,"Klinger, Friedrich Maximilian von ",4.0,4.0,UB 248 + UB 438 + UB 14002 + UB 14051
https://d-nb.info/gnd/118563386,"Klopstock, Friedrich Gottlieb ",2.0,2.0,UB 1391 + UB 721
https://d-nb.info/gnd/118565060,"Konrad, der Pfaffe ",1.0,1.0,UB 2745
https://d-nb.info/gnd/118565133,"Konrad, von Würzburg ",2.0,2.0,UB 2855 + UB 19381
https://d-nb.info/gnd/118566288,"Kraus, Karl ",1.0,1.0,UB 18467
https://d-nb.info/gnd/137246609,"Kricheldorf, Rebekka ",1.0,1.0,UB 14261
https://d-nb.info/gnd/119263793,"Kristóf, Ágota ",2.0,1.0,UB 9096 + UB 9096
https://d-nb.info/gnd/119000016,"Kronauer, Brigitte ",3.0,2.0,UB 18334 + UB 18542 + UB 18542
https://d-nb.info/gnd/118568051,"Kunert, Günter ",1.0,1.0,UB 8380
https://d-nb.info/gnd/12330668X,"Kurtobik, Dēmosthenēs ",1.0,1.0,UB 20046
https://d-nb.info/gnd/118559206,"Kästner, Erich ",1.0,1.0,UB 8373
https://d-nb.info/gnd/119520621,"Köppen, Edlef ",1.0,1.0,UB 19294
https://d-nb.info/gnd/11856868X,"La Fontaine, Jean de ",3.0,2.0,UB 18603 + UB 9182 + UB 18603
https://d-nb.info/gnd/118569767,"La Roche, Sophie von ",3.0,1.0,UB 7934 + UB 7934 + UB 7934
https://d-nb.info/gnd/118725939,"Lafayette, Madame de ",1.0,1.0,UB 7986
https://d-nb.info/gnd/118726005,"Lagerlöf, Selma ",2.0,2.0,UB 19433 + UB 14022
https://d-nb.info/gnd/118640305,"Lamprecht, der Pfaffe ",3.0,1.0,UB 18508 + UB 18508 + UB 18508
https://d-nb.info/gnd/118569880,"Lasker-Schüler, Else ",3.0,3.0,UB 9852 + UB 19415 + UB 19168
https://d-nb.info/gnd/118570692,"Le Clézio, J. M. G. ",2.0,2.0,UB 19742 + UB 19855
https://d-nb.info/gnd/118570951,"Le Fort, Gertrud von ",2.0,1.0,UB 7937 + UB 7937
https://d-nb.info/gnd/124739105,"LeRoy, J. T. ",1.0,1.0,UB 20060
https://d-nb.info/gnd/118779095,"Lear, Edward ",1.0,1.0,UB 8467
https://d-nb.info/gnd/118571370,"Leisewitz, Johann Anton ",1.0,1.0,UB 111
https://d-nb.info/gnd/120023105,"Lelord, François ",5.0,2.0,UB 19721 + UB 19755 + UB 19721 + UB 19721 + UB 19755
https://d-nb.info/gnd/118571508,"Lenau, Nikolaus ",1.0,1.0,UB 1449
https://d-nb.info/gnd/118571656,"Lenz, Jakob Michael Reinhold ",6.0,3.0,UB 1376 + UB 8468 + UB 5899 + UB 1376 + UB 5899 + UB 1376
https://d-nb.info/gnd/120897318,"Lerche, Doris ",3.0,3.0,UB 1724 + UB 20027 + UB 20059
https://d-nb.info/gnd/11857194X,"Lermontov, Michail Jurʹevič ",2.0,1.0,UB 3051 + UB 3051
https://d-nb.info/gnd/118572113,"Lessing, Doris ",1.0,1.0,UB 9151
https://d-nb.info/gnd/118572121,"Lessing, Gotthold Ephraim ",22.0,12.0,UB 3 + UB 3 + UB 45 + UB 7679 + UB 10 + UB 18384 + UB 37 + UB 16 + UB 16 + UB 10 + UB 19142 + UB 3 + UB 7679 + UB 45 + UB 19262 + UB 45 + UB 19312 + UB 19486 + UB 7679 + UB 19142 + UB 14233 + UB 19262
https://d-nb.info/gnd/118934163,"Li, Bai ",1.0,1.0,UB 18675
https://d-nb.info/gnd/122497562,"Lindo, Elvira ",3.0,2.0,UB 19785 + UB 19785 + UB 19857
https://d-nb.info/gnd/117030279,"Lindow, Wolfgang ",1.0,1.0,UB 1687
https://d-nb.info/gnd/118728601,"Littmann, Wolf ",1.0,1.0,UB 20010
https://d-nb.info/gnd/118574078,"Lohenstein, Daniel Casper von ",3.0,3.0,UB 18548 + UB 8394 + UB 14234
https://d-nb.info/gnd/119393271,"Loher, Dea ",1.0,1.0,UB 14205
https://d-nb.info/gnd/118574213,Longus ,4.0,1.0,UB 6911 + UB 6911 + UB 6911 + UB 6911
https://d-nb.info/gnd/118729101,Loriot ,3.0,2.0,UB 8820 + UB 8820 + UB 14435
https://d-nb.info/gnd/118574701,"Lucanus, Marcus Annaeus ",1.0,1.0,UB 18511
https://d-nb.info/gnd/118575228,"Lucianus, Samosatensis ",1.0,1.0,UB 18377
https://d-nb.info/gnd/121859363,"Lührs, Manfred ",1.0,1.0,UB 1743
https://d-nb.info/gnd/118575775,"Machiavelli, Niccolò ",1.0,1.0,UB 1219
https://d-nb.info/gnd/118576771,"Mallarmé, Stéphane ",1.0,1.0,UB 18759
https://d-nb.info/gnd/118730436,"Malle, Louis ",1.0,1.0,UB 9290
https://d-nb.info/gnd/118577131,"Mann, Heinrich ",1.0,1.0,UB 19360
https://d-nb.info/gnd/118577166,"Mann, Thomas ",2.0,2.0,UB 6431 + UB 19649
https://d-nb.info/gnd/118577263,"Mansfield, Katherine ",3.0,3.0,UB 1727 + UB 9152 + UB 14476
https://d-nb.info/gnd/118577972,"Marivaux, Pierre Carlet de Chamblain de ",1.0,1.0,UB 8604
https://d-nb.info/gnd/118578065,"Marlowe, Christopher ",3.0,2.0,UB 7696 + UB 1128 + UB 1128
https://d-nb.info/gnd/11857826X,"Martialis, Marcus Valerius ",4.0,2.0,UB 18544 + UB 19802 + UB 18544 + UB 18544
https://d-nb.info/gnd/120873192,"Martin, Annette ",1.0,1.0,UB 20004
https://d-nb.info/gnd/115745459,"Marías, Javier ",2.0,1.0,UB 19709 + UB 19709
https://d-nb.info/gnd/118579207,"Maupassant, Guy de ",6.0,6.0,UB 9116 + UB 19711 + UB 20136 + UB 9011 + UB 9037 + UB 6768
https://d-nb.info/gnd/118818651,"May, Karl ",1.0,1.0,UB 18801
https://d-nb.info/gnd/118873822,"McCarthy, Cormac ",1.0,1.0,UB 19757
https://d-nb.info/gnd/124894496,"McDonell, Nick ",1.0,1.0,UB 9127
https://d-nb.info/gnd/119252694,"McEwan, Ian ",5.0,3.0,UB 9069 + UB 9119 + UB 19754 + UB 9119 + UB 9119
https://d-nb.info/gnd/118579894,"Meerbaum-Eisinger, Selma ",1.0,1.0,UB 19059
https://d-nb.info/gnd/132696568,"Melle, Thomas ",1.0,1.0,UB 14203
https://d-nb.info/gnd/118580604,"Melville, Herman ",1.0,1.0,UB 9190
https://d-nb.info/gnd/118747525,Menander ,1.0,1.0,UB 18485
https://d-nb.info/gnd/119466333,"Mendoza, Eduardo ",1.0,1.0,UB 19826
https://d-nb.info/gnd/118581775,"Meyer, Conrad Ferdinand ",5.0,4.0,UB 6964 + UB 18119 + UB 6943 + UB 6943 + UB 6945
https://d-nb.info/gnd/118582046,"Meyrink, Gustav ",1.0,1.0,UB 19344
https://d-nb.info/gnd/119380404,"Mihura, Miguel ",1.0,1.0,UB 9132
https://d-nb.info/gnd/118582496,"Miller, Arthur ",5.0,3.0,UB 9172 + UB 9257 + UB 19766 + UB 9257 + UB 19766
https://d-nb.info/gnd/118582607,"Milton, John ",3.0,1.0,UB 2191 + UB 2191 + UB 2191
https://d-nb.info/gnd/11858331X,Molière ,23.0,20.0,UB 9087 + UB 18328 + UB 5402 + UB 588 + UB 7697 + UB 9217 + UB 9022 + UB 461 + UB 8353 + UB 9087 + UB 8868 + UB 8556 + UB 338 + UB 1177 + UB 5485 + UB 8488 + UB 8040 + UB 5402 + UB 74 + UB 394 + UB 8924 + UB 9087 + UB 14503
https://d-nb.info/gnd/118734598,"Molnár, Ferenc ",1.0,1.0,UB 9937
https://d-nb.info/gnd/118583573,"Montaigne, Michel Eyquem de ",1.0,1.0,UB 8308
https://d-nb.info/gnd/118583670,"Montesquieu, Charles Louis de Secondat de ",4.0,2.0,UB 9226 + UB 2051 + UB 2051 + UB 9226
https://d-nb.info/gnd/11881169X,"Morgenstern, Christian ",4.0,4.0,UB 18605 + UB 9879 + UB 18929 + UB 19457
https://d-nb.info/gnd/118584162,"Moritz, Karl Philipp ",5.0,4.0,UB 4813 + UB 4813 + UB 18120 + UB 19097 + UB 14223
https://d-nb.info/gnd/128909501,"Mourlevat, Jean-Claude ",2.0,1.0,UB 9117 + UB 9117
https://d-nb.info/gnd/118585916,"Musil, Robert ",7.0,6.0,UB 18990 + UB 18797 + UB 18789 + UB 18991 + UB 8526 + UB 19279 + UB 18789
https://d-nb.info/gnd/118581104,"Mérimée, Prosper ",3.0,3.0,UB 9171 + UB 1244 + UB 1602
https://d-nb.info/gnd/118583107,"Mörike, Eduard ",7.0,7.0,UB 4770 + UB 18313 + UB 18307 + UB 4755 + UB 7661 + UB 4741 + UB 14021
https://d-nb.info/gnd/118584758,"Mühsam, Erich ",2.0,1.0,UB 8238 + UB 8238
https://d-nb.info/gnd/118584944,"Müller, Heiner ",2.0,1.0,UB 8470 + UB 8470
https://d-nb.info/gnd/118586114,"Nabokov, Vladimir Vladimirovič ",2.0,2.0,UB 8090 + UB 19786
https://d-nb.info/gnd/121674738,"Nelson, Blake ",2.0,1.0,UB 19777 + UB 19777
https://d-nb.info/gnd/118957910,"Neruda, Jan ",1.0,1.0,UB 8770
https://d-nb.info/gnd/118587005,"Neruda, Pablo ",1.0,1.0,UB 19733
https://d-nb.info/gnd/118587080,"Nestroy, Johann ",13.0,12.0,UB 8330 + UB 3109 + UB 18845 + UB 8382 + UB 3374 + UB 3041 + UB 3626 + UB 19311 + UB 8553 + UB 8330 + UB 4718 + UB 14112 + UB 14287
https://d-nb.info/gnd/118734776,"Niebergall, Ernst Elias ",1.0,1.0,UB 9776
https://d-nb.info/gnd/118587943,"Nietzsche, Friedrich ",4.0,3.0,UB 1706 + UB 18636 + UB 18850 + UB 18636
https://d-nb.info/gnd/1090181019,"Nini, Soraya  + Faucon, Philippe ",1.0,1.0,UB 19752
https://d-nb.info/gnd/122859677,"Norman, Marc ",1.0,1.0,UB 9072
https://d-nb.info/gnd/1075073618,"Norris, Bruce ",1.0,1.0,UB 19903
https://d-nb.info/gnd/122396049,"Nothomb, Amélie ",4.0,2.0,UB 9121 + UB 19739 + UB 19739 + UB 19739
https://d-nb.info/gnd/118588893,Novalis ,4.0,3.0,UB 8939 + UB 8939 + UB 7991 + UB 14184
https://d-nb.info/gnd/118590359,"Orwell, George ",2.0,2.0,UB 14056 + UB 19611
https://d-nb.info/gnd/118590669,"Otfrid, von Weißenburg ",1.0,1.0,UB 8384
https://d-nb.info/gnd/118590995,"Ovidius Naso, Publius ",22.0,14.0,UB 1359 + UB 18151 + UB 19781 + UB 1360 + UB 1361 + UB 18903 + UB 1359 + UB 1360 + UB 18976 + UB 19272 + UB 357 + UB 1359 + UB 19902 + UB 1360 + UB 19411 + UB 357 + UB 1361 + UB 19327 + UB 19924 + UB 1360 + UB 19411 + UB 14377
https://d-nb.info/gnd/1012943356,"Pacheco, Cristina ",2.0,1.0,UB 19804 + UB 19804
https://d-nb.info/gnd/138324271,"Palmetshofer, Ewald ",1.0,1.0,UB 14285
https://d-nb.info/gnd/120925354,"Pelevin, Viktor ",1.0,1.0,UB 1694
https://d-nb.info/gnd/128451661,"Pelster, Theodor ",1.0,1.0,UB 15306
https://d-nb.info/gnd/118740008,"Perrault, Charles ",1.0,1.0,UB 8355
https://d-nb.info/gnd/118593234,"Petrarca, Francesco ",6.0,4.0,UB 18084 + UB 18378 + UB 18378 + UB 887 + UB 19099 + UB 887
https://d-nb.info/gnd/118593293,"Petronius, Arbiter ",3.0,3.0,UB 19845 + UB 19385 + UB 19553
https://d-nb.info/gnd/115686665,"Pfarr, Christian ",1.0,1.0,UB 1709
https://d-nb.info/gnd/120898640,"Pflüger, Birgit ",1.0,1.0,UB 1722
https://d-nb.info/gnd/118593730,Phaedrus ,3.0,3.0,UB 1144 + UB 19898 + UB 14340
https://d-nb.info/gnd/118594567,"Pirandello, Luigi ",2.0,2.0,UB 8765 + UB 19848
https://d-nb.info/gnd/118594702,"Pius II., Papst ",2.0,2.0,UB 8869 + UB 19687
https://d-nb.info/gnd/118594974,"Plautus, Titus Maccius ",4.0,2.0,UB 9931 + UB 9931 + UB 8031 + UB 9931
https://d-nb.info/gnd/118595091,"Plinius Caecilius Secundus, Gaius ",4.0,3.0,UB 18742 + UB 19006 + UB 19846 + UB 18742
https://d-nb.info/gnd/11859527X,"Poe, Edgar Allan ",9.0,7.0,UB 1703 + UB 9088 + UB 20102 + UB 2176 + UB 2176 + UB 1703 + UB 8619 + UB 14424 + UB 14418
https://d-nb.info/gnd/118854569,"Polt, Gerhard ",2.0,1.0,UB 18349 + UB 18349
https://d-nb.info/gnd/11874190X,"Priestley, J. B. ",3.0,2.0,UB 9218 + UB 18452 + UB 18452
https://d-nb.info/gnd/118596764,"Propertius, Sextus ",1.0,1.0,UB 1728
https://d-nb.info/gnd/118596799,"Proust, Marcel ",1.0,1.0,UB 19428
https://d-nb.info/gnd/118596446,"Prévert, Jacques ",1.0,1.0,UB 9155
https://d-nb.info/gnd/118596462,"Prévost d'Exilles, Antoine François ",1.0,1.0,UB 937
https://d-nb.info/gnd/118641816,"Puškin, Aleksandr Sergeevič ",8.0,6.0,UB 427 + UB 19808 + UB 19028 + UB 1613 + UB 3731 + UB 19890 + UB 427 + UB 427
https://d-nb.info/gnd/115633294,"Queffélec, Yann ",1.0,1.0,UB 9089
https://d-nb.info/gnd/118597442,"Raabe, Wilhelm ",11.0,8.0,UB 7729 + UB 9393 + UB 9393 + UB 8484 + UB 7726 + UB 7580 + UB 9988 + UB 8484 + UB 2000 + UB 9393 + UB 14238
https://d-nb.info/gnd/118597523,"Racine, Jean ",3.0,3.0,UB 839 + UB 9299 + UB 54
https://d-nb.info/gnd/118597914,"Raimund, Ferdinand ",5.0,5.0,UB 180 + UB 120 + UB 49 + UB 14071 + UB 14294
https://d-nb.info/gnd/133223248,"Raschke, Jens ",1.0,1.0,UB 14400
https://d-nb.info/gnd/120462664,"Reber, Sabine ",1.0,1.0,UB 20001
https://d-nb.info/gnd/11859950X,"Reinmar, der Alte ",2.0,1.0,UB 8318 + UB 8318
https://d-nb.info/gnd/118744690,"Reuter, Christian ",1.0,1.0,UB 4343
https://d-nb.info/gnd/118600044,"Reventlow, Franziska zu ",1.0,1.0,UB 14376
https://d-nb.info/gnd/120465272,"Reza, Yasmina ",5.0,2.0,UB 9108 + UB 19740 + UB 9108 + UB 19740 + UB 19740
https://d-nb.info/gnd/118880993,"Rhue, Morton ",1.0,1.0,UB 9111
https://d-nb.info/gnd/118601024,"Rilke, Rainer Maria ",10.0,10.0,UB 1739 + UB 19009 + UB 9623 + UB 9626 + UB 19361 + UB 19616 + UB 14038 + UB 9624 + UB 14244 + UB 14485
https://d-nb.info/gnd/118601032,"Rimbaud, Arthur ",2.0,2.0,UB 20062 + UB 14172
https://d-nb.info/gnd/118601121,"Ringelnatz, Joachim ",4.0,4.0,UB 18360 + UB 9701 + UB 18804 + UB 14209
https://d-nb.info/gnd/120514176,"Rivas, Manuel ",1.0,1.0,UB 19828
https://d-nb.info/gnd/12155709X,"Rivera Letelier, Hernán ",1.0,1.0,UB 19919
https://d-nb.info/gnd/1330859863,"Rizzacasa d'Orsogna, Costanza ",1.0,1.0,UB 14518
https://d-nb.info/gnd/118875787,"Rjazanov, Ėlʹdar A.  + Braginskij, Ėmilʹ V. ",1.0,1.0,UB 19856
https://d-nb.info/gnd/103649662,"Rjazanov, Ėlʹdar A.  + Braginskij, Ėmilʹ V. ",1.0,1.0,UB 19856
https://d-nb.info/gnd/118601423,"Robbe-Grillet, Alain ",1.0,1.0,UB 8992
https://d-nb.info/gnd/118790803,"Rochefort, Christiane ",1.0,1.0,UB 9265
https://d-nb.info/gnd/118790846,"Rodari, Gianni ",1.0,1.0,UB 19748
https://d-nb.info/gnd/140568158,"Roger, Marie-Sabine ",2.0,1.0,UB 19819 + UB 19819
https://d-nb.info/gnd/11860239X,"Romains, Jules ",3.0,2.0,UB 9154 + UB 9154 + UB 9662
https://d-nb.info/gnd/116607971,"Roos, Peter ",1.0,1.0,UB 1713
https://d-nb.info/gnd/129250295,"Rose, Reginald ",1.0,1.0,UB 7821
https://d-nb.info/gnd/118791281,"Rostand, Edmond ",1.0,1.0,UB 8595
https://d-nb.info/gnd/118603140,"Roth, Joseph ",11.0,9.0,UB 18533 + UB 18532 + UB 18683 + UB 18685 + UB 18684 + UB 18858 + UB 18532 + UB 18883 + UB 18864 + UB 18532 + UB 11125
https://d-nb.info/gnd/118803433,"Roth, Philip ",1.0,1.0,UB 19751
https://d-nb.info/gnd/118603426,"Rousseau, Jean-Jacques ",1.0,1.0,UB 18244
https://d-nb.info/gnd/128811609,"Rozier, Gilles ",1.0,1.0,UB 19703
https://d-nb.info/gnd/118603736,"Rudolf, von Ems ",1.0,1.0,UB 19589
https://d-nb.info/gnd/123175003,"Rumpl, Manfred ",1.0,1.0,UB 20071
https://d-nb.info/gnd/118873520,"Rushdie, Salman ",1.0,1.0,UB 9094
https://d-nb.info/gnd/119072483,"Russell, Willy ",1.0,1.0,UB 9071
https://d-nb.info/gnd/115701362,"Röggla, Kathrin ",1.0,1.0,UB 14364
https://d-nb.info/gnd/122715845,"Rüb, Wolfgang ",1.0,1.0,UB 1723
https://d-nb.info/gnd/118603817,"Rückert, Friedrich ",2.0,1.0,UB 3672 + UB 3672
https://d-nb.info/gnd/118603930,"Rühm, Gerhard ",1.0,1.0,UB 18055
https://d-nb.info/gnd/118603957,"Rühmkorf, Peter ",2.0,2.0,UB 18739 + UB 19214
https://d-nb.info/gnd/118604449,"Saar, Ferdinand von ",2.0,1.0,UB 8663 + UB 8663
https://d-nb.info/gnd/118604597,"Sachs, Hans ",2.0,1.0,UB 18288 + UB 18288
https://d-nb.info/gnd/118750712,"Sagan, Françoise ",2.0,1.0,UB 9238 + UB 9238
https://d-nb.info/gnd/118604902,"Saint-Exupéry, Antoine de ",4.0,4.0,UB 19274 + UB 18790 + UB 19598 + UB 14041
https://d-nb.info/gnd/118605534,Sappho ,1.0,1.0,UB 14084
https://d-nb.info/gnd/11860564X,"Sartre, Jean-Paul ",4.0,3.0,UB 9175 + UB 9175 + UB 19825 + UB 9325
https://d-nb.info/gnd/118607626,"Schiller, Friedrich ",44.0,24.0,UB 12 + UB 8891 + UB 64 + UB 33 + UB 18061 + UB 38 + UB 15 + UB 47 + UB 12 + UB 18366 + UB 60 + UB 18366 + UB 18672 + UB 51 + UB 92 + UB 8891 + UB 12 + UB 18852 + UB 64 + UB 33 + UB 15 + UB 47 + UB 8891 + UB 7435 + UB 12 + UB 1710 + UB 15 + UB 19184 + UB 64 + UB 33 + UB 18672 + UB 60 + UB 41 + UB 47 + UB 8891 + UB 19184 + UB 19469 + UB 19468 + UB ? + UB 19461 + UB 19468 + UB 14250 + UB 14213 + UB 7435
https://d-nb.info/gnd/118607979,"Schlegel, Dorothea von ",1.0,1.0,UB 8707
https://d-nb.info/gnd/118607987,"Schlegel, Friedrich von ",1.0,1.0,UB 19659
https://d-nb.info/gnd/118608002,"Schlegel, Johann Elias ",1.0,1.0,UB 8766
https://d-nb.info/gnd/115673784,"Schlink, Bernhard ",1.0,1.0,UB 14465
https://d-nb.info/gnd/118608703,"Schmidt, Arno ",2.0,2.0,UB 18979 + UB 18931
https://d-nb.info/gnd/1047576384,"Schmidt, Uwe M. ",1.0,1.0,UB 1682
https://d-nb.info/gnd/118046780,"Schmitt, Éric-Emmanuel ",15.0,7.0,UB 9118 + UB 9128 + UB 9147 + UB 9118 + UB 9128 + UB 9118 + UB 19760 + UB 19793 + UB 19798 + UB 9118 + UB 9128 + UB 9118 + UB 9147 + UB 19878 + UB 19793
https://d-nb.info/gnd/118609475,"Schnabel, Johann Gottfried ",1.0,1.0,UB 8421
https://d-nb.info/gnd/119279487,"Schneider, Robert ",1.0,1.0,UB 11120
https://d-nb.info/gnd/118609807,"Schnitzler, Arthur ",39.0,17.0,UB 18158 + UB 18156 + UB 18157 + UB 18195 + UB 18155 + UB 18159 + UB 18161 + UB 18160 + UB 18386 + UB 18455 + UB 18429 + UB 18428 + UB 18427 + UB 18459 + UB 18156 + UB 18155 + UB 18158 + UB 18386 + UB 18161 + UB 18158 + UB 18157 + UB 8664 + UB 18160 + UB 18455 + UB 18429 + UB 18428 + UB 18158 + UB 18156 + UB 18459 + UB 18428 + UB 19323 + UB 19325 + UB 18386 + UB 18160 + UB 18158 + UB 18161 + UB 18386 + UB 18157 + UB 18455
https://d-nb.info/gnd/118612301,"Schwitters, Kurt ",1.0,1.0,UB 8392
https://d-nb.info/gnd/119223104,"Schädlich, Hans Joachim ",1.0,1.0,UB 18671
https://d-nb.info/gnd/118764535,"Sender, Ramón José ",2.0,1.0,UB 19750 + UB 19750
https://d-nb.info/gnd/118613200,"Seneca, Lucius Annaeus, Philosophus ",3.0,2.0,UB 8882 + UB 19208 + UB 8882
https://d-nb.info/gnd/119505258,"Sepúlveda, Luis ",2.0,2.0,UB 9133 + UB 19724
https://d-nb.info/gnd/118613723,"Shakespeare, William ",65.0,43.0,UB 1707 + UB 9220 + UB 17 + UB 31 + UB 5 + UB 8830 + UB 18255 + UB 8476 + UB 7903 + UB 9729 + UB 19705 + UB 9800 + UB 7734 + UB 8032 + UB 8393 + UB 9942 + UB 7903 + UB 9830 + UB 9881 + UB 31 + UB 469 + UB 18849 + UB 9800 + UB 5 + UB 9942 + UB 9870 + UB 31 + UB 73 + UB 46 + UB 35 + UB 21 + UB 9830 + UB 9 + UB 152 + UB 9247 + UB 469 + UB 53 + UB 20350 + UB 9729 + UB 5 + UB 9870 + UB 17 + UB 13 + UB 9881 + UB 9806 + UB 9816 + UB 18700 + UB 31 + UB 26 + UB 20290 + UB 98 + UB 9838 + UB 9800 + UB 9703 + UB 3727 + UB 62 + UB 9444 + UB 9899 + UB 46 + UB 7734 + UB 7903 + UB 9247 + UB 8476 + UB 8393 + UB 35
https://d-nb.info/gnd/118642375,"Shaw, Bernard ",1.0,1.0,UB 9166
https://d-nb.info/gnd/11879695X,"Shelley, Mary ",1.0,1.0,UB 20127
https://d-nb.info/gnd/118765396,"Sillitoe, Alan ",1.0,1.0,UB 9192
https://d-nb.info/gnd/118614401,"Simenon, Georges ",1.0,1.0,UB 9291
https://d-nb.info/gnd/118891871,"Skármeta, Antonio ",5.0,2.0,UB 19706 + UB 19746 + UB 19706 + UB 19746 + UB 19706
https://d-nb.info/gnd/11549278X,"Smadja, Brigitte ",3.0,1.0,UB 19737 + UB 19737 + UB 19737
https://d-nb.info/gnd/118797816,"Snorri, Sturluson ",2.0,1.0,UB 782 + UB 782
https://d-nb.info/gnd/118642464,"Solženicyn, Aleksandr Isaevič ",1.0,1.0,UB 7945
https://d-nb.info/gnd/118615688,Sophocles ,14.0,10.0,UB 659 + UB 630 + UB 641 + UB 18973 + UB 711 + UB 659 + UB 7682 + UB 630 + UB 19022 + UB 19075 + UB 641 + UB 630 + UB 19595 + UB 14230
https://d-nb.info/gnd/118616587,"Stadler, Ernst ",1.0,1.0,UB 19204
https://d-nb.info/gnd/118617338,"Steinbeck, John ",1.0,1.0,UB 9253
https://d-nb.info/gnd/115007121,Steinunn Sigurðardóttir ,1.0,1.0,UB 26979
