;ID;GND-Nummer;Eintrag;Seiten;Eintragsart;Anzahl_Seiten;Kommentar;Anzahl_Seiten_neu
0;beutin_per0001;11850021X;Abraham a Sancta Clara;139;Autor;1;;1
1;beutin_per0002;11850035X;Abusch, Alexander;526, 528, 539,484;Autor;4;;4
2;beutin_per0003;118500422;Achternbusch, Herbert;650, 654, 663–665;Autor;4;;5
3;beutin_per0004;118818260;Ackermann, Johann;94;Autor;1;;1
4;beutin_per0005;118500619;Addison, Joseph;164;Autor;1;;1
5;beutin_per0006;118500775;Adorno, Theodor W.;183, 239, 412, 414, 504,558, 564, 593, 599, 600, 558, 564, 593, 599, 600, 558, 564, 593, 599, 600, 602, 666, 675, 696, 708,108;Autor;26;;26
6;beutin_per0007;118647180;Aesop;179–181;Autor;2;;3
7;beutin_per0008;118644092;Ahlsen, Leopold;616;Autor;1;;1
8;beutin_per0009;118501232;Aichinger, Ilse;601, 613;Autor;2;;2
9;beutin_per0010;118500856;Aischylos;549, 696;Autor;2;;2
10;beutin_per0011;118501259;Aitmatow, Tschingis;563;Autor;1;;1
11;beutin_per0012;116009926;Alberti, Conrad;346;Autor;1;;1
12;beutin_per0013;118501518;Albertinus, Aegidius;139;Autor;1;;1
13;beutin_per0014;118501593;Albrant;55;Autor;1;;1
14;beutin_per0015;116010010;Albrecht, Sophie von;212 f.;Autor;1;;2
15;beutin_per0016;118644378;Albrecht von Eyb;63;Autor;1;;1
16;beutin_per0017;118501623;Albrecht von Halberstadt;24;Autor;1;;1
17;beutin_per0018;118501631;Albrecht von Johansdorf;21, 37;Autor;2;;2
18;beutin_per0019;118501771;AlemÃ¡n, Mateo;142, 147,118, 139;Autor;4;;4
19;beutin_per0020;118648071;Alexis, Willibald;287 , 337,281;Autor;3;;3
20;beutin_per0021;118502026;Alkuin;4, 13–15;Autor;3;;4
21;beutin_per0022;118945661;Allert-Wybranietz, Kristiane;645;Autor;1;;1
22;beutin_per0023;119260514;Aloni, Jenni;459;Autor;1;;1
23;beutin_per0024;118502255;Altenberg, Peter;368,362, 366;Autor;3;;3
24;beutin_per0025;118502549;Améry, Jean;453;Autor;1;;1
25;beutin_per0026;118502786;Andersch, Alfred;484–486, 492, 495, 603, 606 , 611, 667 ,238;Autor;9;;10
26;beutin_per0027;118502751;Anders, Günther;714;Autor;1;;1
27;beutin_per0028;118502794;Andersen, Hans-Christian;227, 282;Autor;2;;2
28;beutin_per0029;119111365;Anderson, Sascha;580, 582, 675 ,521;Autor;4;;4
29;beutin_per0030;118502867;Andrae, Oswald;650;Autor;1;;1
30;beutin_per0031;118502883;Andreae, Johann Valentin;110;Autor;1;;1
31;beutin_per0032;118502921;Andreas-Salomé, Lou;364 f, 368;Autor;2;;2
32;beutin_per0033;118502956;Andres, Stefan;488;Autor;1;;1
33;beutin_per0034;118503006;Andrian, Leopold;362, 368,360;Autor;3;;3
34;beutin_per0035;118503111;Angelus Silesius;125;Autor;1;;1
35;beutin_per0036;118503200;Anneke, Franziska M.;284;Autor;1;;1
36;beutin_per0037;118503243;Annunzio, Gabriele dâ€™;358;Autor;1;;1
37;beutin_per0038;118503251;Anouilh, Jean;322, 507;Autor;2;;2
38;beutin_per0039;118503472;Anton Ulrich von Braunschweig-Wolfenbüttel;110, 144;Autor;2;;2
39;beutin_per0040;11850357X;Anzengruber, Ludwig;356,313;Autor;2;;2
40;beutin_per0041;118829637;Apitz, Bruno;531 ,453, 486;Autor;3;;3
41;beutin_per0042;118503901;Arendt, Erich;537 , 554, 561, 577–579,486, 463;Autor;7;;8
42;beutin_per0043;118812351;Arens, Brigitta;656;Autor;1;;1
43;beutin_per0044;118503952;Ariosto, Ludovico;118 f.;Autor;1;;2
44;beutin_per0045;118650130;Aristoteles;16, 134;Autor;2;;2
45;beutin_per0046;118504118;Arndt, Ernst Moritz;220, 269 , 290,186;Autor;4;;4
46;beutin_per0047;118504134;Arndt, Johann;138 f.;Autor;1;;2
47;beutin_per0048;118504177;Arnim, Achim von;207, 210–212, 214, 237, 285, 701,205;Autor;8;;9
48;beutin_per0049;118504185;Arnim, Bettina von;283–286, 288 ,213 f.;Autor;4;;7
49;beutin_per0050;11907074X;Arnim, Gisela von;212;Autor;1;;1
50;beutin_per0051;118504398;Arp, Hans;387 f.;Autor;1;;2
51;beutin_per0052;118504533;Artmann, H.C.;635, 650;Autor;2;;2
52;beutin_per0053;11637215X;Astel, Arnfried;649;Autor;1;;1
53;beutin_per0054;118650769;Aston, Louise;284;Autor;1;;1
54;beutin_per0055;118650963;Auden, W.H.;608;Autor;1;;1
55;beutin_per0056;126147701;Audorf, Jakob;280;Autor;1;;1
56;beutin_per0057;11865103X;Auerbach, Berthold;312,281;Autor;2;;2
57;beutin_per0058;118505025;Auerbach, Erich;102;Autor;1;;1
58;beutin_per0059;118505114;Augustinus;14, 18;Autor;2;;2
59;beutin_per0060;118829211;Ausländer, Rose;454, 459;Autor;2;;2
60;beutin_per0061;100019382;Avancini, Nicolaus von;133;Autor;1;;1
61;beutin_per0062;118505394;Baader, Johannes;387 f.;Autor;1;;2
62;beutin_per0063;118505602;Bachmann, Ingeborg;601 , 613, 656 , 673, 681, 686, 689, 691, 694, 696, 724, 741, 743, 751 ,227;Autor;15;;15
63;beutin_per0064;118505645;Bachofen, Johann Jakob;368;Autor;1;;1
64;beutin_per0065;118505955;Bahr, Hermann;365,359, 362 f.;Autor;3;;4
65;beutin_per0066;118506005;Bahro, Rudolf;552, 557;Autor;2;;2
66;beutin_per0067;120580217;Baierl, Helmut;549, 574;Autor;2;;2
67;beutin_per0068;118512986;Baileau, Nicolas;129;Autor;1;;1
68;beutin_per0069;119010305;BalÃ¡zs, Béla;401, 419, 421;Autor;3;;3
69;beutin_per0070;118506137;Balde, Jacob;125;Autor;1;;1
70;beutin_per0071;118506234;Ball, Hugo;387 f.;Autor;1;;2
71;beutin_per0072;118506358;Balzac, Honoré de;85, 287;Autor;2;;2
72;beutin_per0073;118506366;Bamm, Peter;643;Autor;1;;1
73;beutin_per0074;118506528;Barclay, John;118, 143;Autor;2;;2
74;beutin_per0075;118506617;Barlach, Ernst;447,381, 383;Autor;3;;3
75;beutin_per0076;118652702;Bartels, Adolf;445;Autor;1;;1
76;beutin_per0078;118506749;Barth, Emil;485;Autor;1;;1
77;beutin_per0079;12172266X;Bartsch, Kurt;554, 562, 568, 574, 578,520, 552;Autor;7;;7
78;beutin_per0080;118653377;Basedow, Johann Bernhard;182, 282;Autor;2;;2
79;beutin_per0081;118507184;Baudelaire, Charles;293, 360,226;Autor;3;;3
80;beutin_per0082;118507591;Baumgart, Reinhard;711,643;Autor;2;;2
81;beutin_per0083;118507753;Bayer, Konrad;650;Autor;1;;1
82;beutin_per0084;118507893;Bebel, August;286;Autor;1;;1
83;beutin_per0085;118654233;Bebel, Heinrich;97;Autor;1;;1
84;beutin_per0086;118507931;Becher, Johannes R.;375–377, 397–399, 405, 431–433, 435, 461–464, 470, 473 , 486 , 490, 498 , 515, 517, 520, 524, 533, 536 , 578, 595;Autor;23;;28
85;beutin_per0087;118654292;Bechstein, Ludwig;282;Autor;1;;1
86;beutin_per0088;118829742;Becker, Jurek;561 , 567 , 655, 658,522, 541 f.;Autor;6;;7
87;beutin_per0089;120218720;Becker, Jürgen;628, 687;Autor;2;;2
88;beutin_per0090;115365702;Becker, Thorsten;722 f.;Autor;1;;2
89;beutin_per0091;123758866;Becker, Wolfgang;683;Autor;1;;1
90;beutin_per0092;118508172;Beckett, Samuel;608, 626, 697,550, 563;Autor;5;;5
91;beutin_per0093;118657836;Beck, Karl;277;Autor;1;;1
92;beutin_per0094;118508253;Beer, Johann;146, 149;Autor;2;;2
93;beutin_per0095;118654756;Beer-Hofmann, Richard;362 , 366;Autor;2;;2
94;beutin_per0096;116111909;Beier, Adrian;111;Autor;1;;1
95;beutin_per0097;118509039;Benjamin, Walter;379, 385, 393 , 400, 417, 419, 424, 430, 444 , 447, 449, 455, 475, 478, 653, 691, 733,128, 265;Autor;19;;19
96;beutin_per0098;118509047;Benn, Gottfried;371 , 376–378, 381, 410, 431–433, 435, 441, 446, 463 , 488, 554, 599, 600–602, 635, 648, 653, 662,364 f.;Autor;21;;25
97;beutin_per0099;118655566;BenoÃ®t de Sainte-Maure;22;Autor;1;;1
98;beutin_per0100;116124598;Beradt, Charlotte;453;Autor;1;;1
99;beutin_per0101;118655671;Béranger, Pierre Jean de;258;Autor;1;;1
100;beutin_per0102;131381024;Berge, Ernst Gottlieb von;118;Autor;1;;1
101;beutin_per0103;11850939X;Bergengruen, Werner;485, 488, 502,448;Autor;4;;4
102;beutin_per0104;11890616X;Berghaus, Ruth;671;Autor;1;;1
103;beutin_per0105;128828455;Berg, Jochen;574, 576;Autor;2;;2
104;beutin_per0106;124742823;Berg, Sibylle;730;Autor;1;;1
105;beutin_per0107;118509578;Bergson, Henri;375;Autor;1;;1
106;beutin_per0108;118809849;Berlau, Ruth;475;Autor;1;;1
107;beutin_per0109;118656228;Bernanos, Georges;450;Autor;1;;1
108;beutin_per0110;102421684;Bernger von Horheim;37;Autor;1;;1
109;beutin_per0111;118509861;Bernhard, Thomas;666, 735,644;Autor;3;;3
110;beutin_per0112;11876621X;Bernstein, F.W.;713,651, 653;Autor;3;;3
111;beutin_per0113;1060236745;Bernstein-Porges, Elsa;356;Autor;1;;1
112;beutin_per0114;118510169;Bertuch, Friedrich Johann Justin;194, 197;Autor;2;;2
113;beutin_per0115;118662597;Besson, Benno;548, 751;Autor;2;;2
114;beutin_per0116;119037777;Beutler, Margarethe;354;Autor;1;;1
115;beutin_per0117;119217899;Beyer, Frank;679;Autor;1;;1
116;beutin_per0118;11548048X;Beyer, Marcel;717, 754,697, 703;Autor;4;;4
117;beutin_per0119;119556154;Bhabha, Homi;754;Autor;1;;1
118;beutin_per0120;118510665;Bidermann, Jacob;132 f.;Autor;1;;2
119;beutin_per0121;119160994;Bieler, Manfred;539;Autor;1;;1
120;beutin_per0122;115511474;Bierce, Abrose;505;Autor;1;;1
121;beutin_per0123;118510789;Biermann, Wolf;521 , 539, 551–554, 557–563, 571 , 578, 581, 658 , 672, 674 , 705, 713,260, 494;Autor;16;;23
122;beutin_per0124;12126582X;Biller, Maxim;717;Autor;1;;1
123;beutin_per0125;118878662;Biondi, Franco;751;Autor;1;;1
124;beutin_per0126;115371656;Biondi, Giovanni Francesco;118;Autor;1;;1
125;beutin_per0127;118859730;Birck, Sixt;95;Autor;1;;1
126;beutin_per0128;118511270;Birken, Sigmund von;130, 144,110;Autor;3;;3
127;beutin_per0129;119312069;Blass, Ernst;370 f., 378;Autor;2;;3
128;beutin_per0130;118663763;Blaurer, Ambrosius;84 f.;Autor;1;;2
129;beutin_per0131;120270234;Blaurer, Thomas;84 f.;Autor;1;;2
130;beutin_per0132;118511653;Blei, Franz;369;Autor;1;;1
131;beutin_per0133;118920952;Bligger von Steinach;37;Autor;1;;1
132;beutin_per0134;118511742;Bloch, Ernst;464 , 486, 565, 613, 683,455, 460;Autor;7;;7
133;beutin_per0135;118511947;Blum, Robert;270;Autor;1;;1
134;beutin_per0136;118664123;Blumenberg, Hans;724;Autor;1;;1
135;beutin_per0137;118512099;Blunck, Hans Friedrich;422, 441, 445;Autor;3;;3
136;beutin_per0138;118512161;Bobrowski, Johannes;536–538, 541 , 547, 554, 564, 577,226;Autor;8;;9
137;beutin_per0139;11851217X;Boccaccio, Giovanni;63, 73, 89, 111, 204,60;Autor;6;;6
138;beutin_per0140;118512315;Bodmer, Johann Jacob;128, 164, 208, 226,6;Autor;5;;5
139;beutin_per0141;119435101;Boehlendorff, Kasimir Ulrich;225;Autor;1;;1
140;beutin_per0142;11851282X;BoÃ«thius;16;Autor;1;;1
141;beutin_per0143;118878484;Böhlau, Helene;354;Autor;1;;1
142;beutin_per0144;118512579;Böhme, Jacob;125 f.;Autor;1;;2
143;beutin_per0145;120562987;Bohrer, Karl Heinz;675;Autor;1;;1
144;beutin_per0146;11851296X;Bohse, August;145;Autor;1;;1
145;beutin_per0147;118512986;Boileau, Nicolas;129;Autor;1;;1
146;beutin_per0148;118661175;Boldt, Paul;380;Autor;1;;1
147;beutin_per0149;118512676;Böll, Heinrich;501, 504–506, 509 , 539, 602 , 605 , 608, 613, 621 , 624, 626, 642, 655, 663, 708,264, 494;Autor;18;;19
148;beutin_per0150;118512706;Bölsche, Wilhelm;346 f.;Autor;1;;2
149;beutin_per0151;118977482;Bondy, Luc;749;Autor;1;;1
150;beutin_per0152;118513214;Bonhoeffer, Dietrich;485;Autor;1;;1
151;beutin_per0153;118513451;Borchert, Wolfgang;484–486, 505, 507–510, 608;Autor;6;;9
152;beutin_per0154;11851363X;Born, Nicolas;729,649, 656;Autor;3;;3
153;beutin_per0155;118513648;Born, Stephan;280;Autor;1;;1
154;beutin_per0156;118512749;Börne, Ludwig;259, 264 , 268, 271, 287, 306, 455,251, 253;Autor;9;;9
155;beutin_per0157;11851380X;Bosch, Hieronymus;755;Autor;1;;1
156;beutin_per0158;129224146;Bossong, Nora;;Autor;0;;0
157;beutin_per0159;118514210;Bräker, Ulrich;208, 535,177, 201;Autor;4;;4
158;beutin_per0160;119345773;Brand, Max;427;Autor;1;;1
159;beutin_per0161;118514474;Brant, Sebastian;702,68 f., 97;Autor;3;;4
160;beutin_per0162;120993201;Brasch, Peter;574;Autor;1;;1
161;beutin_per0163;118514512;Brasch, Thomas;561, 565, 574–576, 578, 655, 658 , 685, 705 ,522, 559;Autor;11;;12
162;beutin_per0164;118514644;Braun, Volker;548–554, 557–559, 561–563, 568, 571, 574–576, 578–581, 672, 682, 702, 720, 739, 742,522;Autor;19;;29
163;beutin_per0165;116385782;Bräunig, Werner;542, 678,533, 539;Autor;4;;4
164;beutin_per0166;118514768;Brecht, Bertolt;260, 263–265, 292, 357, 364, 383, 393, 399 , 402 , 410, 424, 426, 428, 430 , 435–437, 444, 44 8 , 456 , 461–466, 468 , 472–482, 486, 498 , 511–514, 522, 524, 526, 528, 532, 534–538, 548–51, 553 , 574, 577, 581, 600, 602, 608, 610 , 613, 616–619, 632, 666 , 706, 723, 742 , 745, 751,93, 170;Autor;59;;82
165;beutin_per0167;118514776;Bredel, Willi;439, 448, 452, 464, 470, 472 , 486, 502, 519, 529,397, 399, 405;Autor;13;;13
166;beutin_per0168;118514865;Breitbach, Joseph;597, 607;Autor;2;;2
167;beutin_per0169;118514881;Breitinger, Johann Jacob;208,6;Autor;2;;2
168;beutin_per0170;121020150;Bremer, Claus;635;Autor;1;;1
169;beutin_per0171;118515055;Brentano, Clemens;205, 207, 210–214, 255, 288,192;Autor;7;;10
170;beutin_per0172;118515187;Breton, André;387 f.;Autor;1;;2
171;beutin_per0173;118515276;BreÅ¾an, Jurij;533, 564, 570;Autor;3;;3
172;beutin_per0174;118515470;Brinkmann, Rolf Dieter;627, 728;Autor;2;;2
173;beutin_per0175;118674196;Britting, Georg;488, 501;Autor;2;;2
174;beutin_per0176;118515551;Broch, Hermann;412;Autor;1;;1
175;beutin_per0177;118515624;Brod, Max;371, 413;Autor;2;;2
176;beutin_per0178;118515667;Bröger, Karl;629;Autor;1;;1
177;beutin_per0179;118515691;Bronnen, Arnolt;413, 464,372, 397;Autor;4;;4
178;beutin_per0180;1031833447;Brück, Anita;408;Autor;1;;1
179;beutin_per0181;118515802;Bruckner, Ferdinand;507,477;Autor;2;;2
180;beutin_per0182;118516213;Brunner, Thomas;95;Autor;1;;1
181;beutin_per0183;119491028;Brussig, Thomas;728,679–681;Autor;3;;4
182;beutin_per0184;118516388;Bruyn, Günter de;543, 546 , 563 , 568, 571 , 669, 734,522, 533;Autor;9;;9
183;beutin_per0185;118516418;Bry, Theodor de;140;Autor;1;;1
184;beutin_per0186;118814419;Buch, Hans Christoph;190;Autor;1;;1
185;beutin_per0187;118913859;Buchner, Augustus;110,108;Autor;2;;2
186;beutin_per0188;118516906;Büchner, Georg;266–270, 287 , 291 , 333, 352, 404, 455, 597, 647, 672, 675, 682, 686, 689, 693, 696, 703, 715, 718, 725–727, 735, 745, 749,170;Autor;26;;30
187;beutin_per0189;118516744;Bucholtz, Andreas Heinrich;144;Autor;1;;1
188;beutin_per0190;118517287;Bugenhagen, Johann;84;Autor;1;;1
189;beutin_per0191;118517325;Buhmann, Inga;646;Autor;1;;1
190;beutin_per0192;118517384;Bullinger, Heinrich;85;Autor;1;;1
191;beutin_per0193;11866493X;Bulwer, Edward;281;Autor;1;;1
192;beutin_per0194;118517104;Bürger, Gottfried August;162, 179;Autor;2;;2
193;beutin_per0195;101245041;Burggraf von Regensburg;37;Autor;1;;1
194;beutin_per0196;101245009;Burggraf von Rietenburg;37;Autor;1;;1
195;beutin_per0197;118665308;Burkhart von Hohenfels;37;Autor;1;;1
196;beutin_per0198;119006359;Burmeister, Brigitte;679;Autor;1;;1
197;beutin_per0199;118517821;Burte, Hermann;445;Autor;1;;1
198;beutin_per0200;118517880;Busch, Wilhelm;651,282, 300;Autor;3;;3
199;beutin_per0201;118518208;Byron, George Gordon Noel;249, 258;Autor;2;;2
200;beutin_per0202;122503279;Caesar, Joachim;118;Autor;1;;1
201;beutin_per0203;118518399;CalderÃ³n de la Barca, Pedro;96, 119, 130;Autor;3;;3
202;beutin_per0204;118518534;Calvin, Johannes;74, 85;Autor;2;;2
203;beutin_per0205;118518658;Campe, Joachim Heinrich;182, 246;Autor;2;;2
204;beutin_per0206;118518739;Camus, Albert;507, 608 f.;Autor;2;;3
205;beutin_per0207;118702246;Camus, Jean Pierre;141;Autor;1;;1
206;beutin_per0208;118518801;Canetti, Elias;414 f., 626;Autor;2;;3
207;beutin_per0209;119074087;Canetti, Veza;406, 414;Autor;2;;2
208;beutin_per0210;119171090;Canitz, Friedrich Rudolph Ludwig von;128 f.;Autor;1;;2
209;beutin_per0211;118666983;Capa, Robert;687;Autor;1;;1
210;beutin_per0213;118519182;Carossa, Hans;488;Autor;1;;1
211;beutin_per0214;118519573;Castiglione, Baldassare;73;Autor;1;;1
212;beutin_per0215;119197790;Castorf, Frank;746;Autor;1;;1
213;beutin_per0216;118519859;Celan, Paul;648, 697 ,537, 600–602;Autor;5;;6
214;beutin_per0217;118519891;Celtis, Conrad;63 f., 73;Autor;2;;3
215;beutin_per0218;11851993X;Cervantes, Miguel de;118, 143, 175, 233,101;Autor;5;;5
216;beutin_per0219;118519980;Chagall, Marc;371;Autor;1;;1
217;beutin_per0220;1036523853;Chain, Mark;750;Autor;1;;1
218;beutin_per0221;118675508;Chamberlain, Houston Stewart;307;Autor;1;;1
219;beutin_per0222;118520040;Chamisso, Adelbert von;228 , 237, 252, 258, 290, 750;Autor;6;;6
220;beutin_per0223;118520113;Chaplin, Charlie;651;Autor;1;;1
221;beutin_per0224;119360659;Chézy, Helmina von;284;Autor;1;;1
222;beutin_per0225;119057034;Chiellino, Carmine;750 f.;Autor;1;;2
223;beutin_per0226;119078171;Chotjewitz, Peter O.;642;Autor;1;;1
224;beutin_per0227;118520547;Chrétien de Troyes;29, 31,25, 27;Autor;4;;4
225;beutin_per0228;118520792;Cibulka, Hanns;579,536, 570;Autor;3;;3
226;beutin_per0229;118520814;Cicero, Marcus Tullius;73,68;Autor;2;;2
227;beutin_per0230;120991586;Ã‡Ä±rak, Zehra;753;Autor;1;;1
228;beutin_per0231;118521039;Claudel, Paul;450, 608;Autor;2;;2
229;beutin_per0232;11852108X;Claudius, Eduard;532, 535, 723,486, 529;Autor;5;;5
230;beutin_per0233;118521330;Cochläus, Johannes;86;Autor;1;;1
231;beutin_per0234;118521349;Cocteau, Jean;608;Autor;1;;1
232;beutin_per0235;118521446;Cohn-Bendit, Daniel;646;Autor;1;;1
233;beutin_per0236;122197631;Collet, Camilla;353;Autor;1;;1
234;beutin_per0237;118521691;Comenius, Johannes Amos;181;Autor;1;;1
235;beutin_per0238;118521748;Comte, Auguste;347;Autor;1;;1
236;beutin_per0239;118676865;Cooper, James Fenimore;281;Autor;1;;1
237;beutin_per0240;118522175;Corneille, Pierre;233,119, 131;Autor;3;;3
238;beutin_per0241;118677055;Coster, Charles de;99;Autor;1;;1
239;beutin_per0242;11852240X;Cotta, Johann Friedrich;236, 321, 331;Autor;3;;3
240;beutin_per0243;118522450;Courbet, Gustav;728;Autor;1;;1
241;beutin_per0244;118522469;Courths-Mahler, Hedwig;281;Autor;1;;1
242;beutin_per0245;118893416;Croissant-Rust, Anna;354;Autor;1;;1
243;beutin_per0246;10100706X;Crotus Rubeanus;64;Autor;1;;1
244;beutin_per0247;118834967;Crüger, Johannes;123;Autor;1;;1
245;beutin_per0248;118523058;Curtius, Ernst Robert;8 f.;Autor;1;;2
246;beutin_per0249;124643221;Curtz, Albert;125;Autor;1;;1
247;beutin_per0250;120455293;Czechowski, Heinz;554, 672, 701,552;Autor;4;;4
248;beutin_per0251;118677640;Czepko von Reigersfeld, Daniel;125;Autor;1;;1
249;beutin_per0252;115387641;Dahn, Daniela;581;Autor;1;;1
250;beutin_per0253;118523392;Dahn, Felix;281, 445;Autor;2;;2
251;beutin_per0254;131744631;Dal, Güney;751, 753;Autor;2;;2
252;beutin_per0255;121550656;Damm, Sigrid;177, 572;Autor;2;;2
253;beutin_per0256;118523708;Dante Alighieri;111, 661,60, 65, 73;Autor;5;;5
254;beutin_per0257;118523813;Darwin, Charles;346;Autor;1;;1
255;beutin_per0258;116033673;Daudistel, Albert;405;Autor;1;;1
256;beutin_per0259;118678973;Dauthendey, Max;360;Autor;1;;1
257;beutin_per0260;118524275;Defoe, Daniel;150, 175;Autor;2;;2
258;beutin_per0261;118524313;Degenhardt, Franz Josef;615;Autor;1;;1
259;beutin_per0262;118679236;Dehmel, Richard;367, 698;Autor;2;;2
260;beutin_per0263;130571091;Deicke, Günther;536;Autor;1;;1
261;beutin_per0264;118924389;Delius, F.C. (Friedrich Christian);615, 633, 649, 679, 718;Autor;5;;5
262;beutin_per0265;11852478X;Derleth, Ludwig;369;Autor;1;;1
263;beutin_per0266;118524844;Descartes, René;723;Autor;1;;1
264;beutin_per0267;118524917;Dessau, Paul;476, 528;Autor;2;;2
265;beutin_per0268;118525239;Dickens, Charles;295, 300, 315,281, 287;Autor;5;;5
266;beutin_per0269;118525263;Diderot, Denis;167, 660;Autor;2;660 ist ein Fehler im Register: bezieht sich auf Diderots Katze von Michael Krüger;2
