GND,Lovelybooks_Status,Lovelybooks_Autor,Lovelybooks_Stars,Lovelybooks_Bewertungen,Lovelybooks_Bibliotheken,Lovelybooks_Merkzettel,Lovelybooks_aktuell_gelesen,Lovelybooks_gefolgt,GND_Autor
https://d-nb.info/gnd/118678973,page_found,Max Dauthendey,4.6,33.0,16.0,1.0,2.0,1.0,"Dauthendey, Max"
https://d-nb.info/gnd/173369790,page_found,Christian David,4.2,71.0,103.0,,1.0,8.0,"David, Christian"
https://d-nb.info/gnd/123623685,page_not_found,,,,,,,,"David, Ernst"
https://d-nb.info/gnd/118671103,page_found,Jakob Julius David,4.5,2.0,,,,1.0,"David, Jakob Julius"
https://d-nb.info/gnd/124954065,page_found,Kurt David,3.6,34.0,60.0,2.0,1.0,,"David, Kurt"
https://d-nb.info/gnd/118679007,page_not_found,,,,,,,,"David, von Augsburg"
https://d-nb.info/gnd/116037970,page_found,Henriette Davidis,3.6,8.0,11.0,,,,"Davidis, Henriette"
https://d-nb.info/gnd/119522713,page_found,Federica de Cesco,4.0,1354.0,1154.0,94.0,10.0,18.0,"De Cesco, Federica"
https://d-nb.info/gnd/118915835,page_found,Luciano De Crescenzo,4.3,131.0,140.0,5.0,1.0,2.0,"De Crescenzo, Luciano"
https://d-nb.info/gnd/118887203,page_found,Paul de Man,3.5,4.0,,,,,"De Man, Paul"
https://d-nb.info/gnd/120268345,page_found,Martin R. Dean,3.3,8.0,22.0,3.0,,,"Dean, Martin R."
https://d-nb.info/gnd/119486725,page_not_found,,,,,,,,"Decius, Nikolaus"
https://d-nb.info/gnd/119316838,page_not_found,,,,,,,,"Decumanus, Johannes"
https://d-nb.info/gnd/118810863,page_found,Karl Dedecius,4.3,54.0,96.0,7.0,1.0,,"Dedecius, Karl"
https://d-nb.info/gnd/120533405,page_not_found,,,,,,,,"Dedekind, Constantin Christian"
https://d-nb.info/gnd/118671251,page_not_found,,,,,,,,"Dedekind, Friedrich"
https://d-nb.info/gnd/118524275,page_found,Daniel Defoe,3.8,814.0,1552.0,81.0,21.0,5.0,"Defoe, Daniel"
https://d-nb.info/gnd/100101844,page_not_found,,,,,,,,"Degen, Johann Friedrich"
https://d-nb.info/gnd/118524313,page_found,Franz Josef Degenhardt,4.7,14.0,16.0,,,,"Degenhardt, Franz Josef"
https://d-nb.info/gnd/118671278,page_found,Ludwig Dehio,4.0,1.0,,,,,"Dehio, Ludwig"
https://d-nb.info/gnd/116054522,page_found,Paula Dehmel,5.0,2.0,,,,,"Dehmel, Paula"
https://d-nb.info/gnd/118679236,page_found,Richard Dehmel,3.0,2.0,,,,,"Dehmel, Richard"
https://d-nb.info/gnd/119496046,page_found,Wolfgang Deichsel,,,,,,,"Deichsel, Wolfgang"
https://d-nb.info/gnd/11898652X,page_not_found,,,,,,,,"Deichsler, Heinrich"
https://d-nb.info/gnd/130571091,page_found,Günther Deicke,,,,,,,"Deicke, Günther"
https://d-nb.info/gnd/120420767,page_not_found,,,,,,,,"Deinert, Wilhelm"
https://d-nb.info/gnd/117731552,page_not_found,,,,,,,,"Deinert, Wolf"
https://d-nb.info/gnd/116055448,page_not_found,,,,,,,,"Deinhardstein, Johann Ludwig"
https://d-nb.info/gnd/118524518,page_found,Hans Delbrück,4.2,5.0,17.0,,,,"Delbrück, Hans"
https://d-nb.info/gnd/120386712,page_found,Philippe Delerm,3.7,12.0,28.0,,,,"Delerm, Philippe"
https://d-nb.info/gnd/118524534,page_found,Gilles Deleuze,4.0,46.0,51.0,7.0,9.0,1.0,"Deleuze, Gilles"
https://d-nb.info/gnd/118924389,page_found,Friedrich Christian Delius,3.6,201.0,250.0,10.0,1.0,3.0,"Delius, Friedrich Christian"
https://d-nb.info/gnd/118746278,page_found,Marie Eugenie delle Grazie,,,,,,,"Delle Grazie, Marie Eugenie"
https://d-nb.info/gnd/118827537,page_not_found,,,,,,,,"Delmari-Delp, Ellen"
https://d-nb.info/gnd/124662153,page_not_found,,,,,,,,"Demantius, Christoph"
https://d-nb.info/gnd/121373940,page_found,Renan Demirkan,3.6,55.0,78.0,,,2.0,"Demirkan, Renan"
https://d-nb.info/gnd/116069422,page_not_found,,,,,,,,"Demme, Hermann Christoph Gottfried"
https://d-nb.info/gnd/118000918,page_found,Eva Demski,3.6,69.0,122.0,12.0,2.0,1.0,"Demski, Eva"
https://d-nb.info/gnd/130137413,page_found,Klaus Demus,,,,,,,"Demus, Klaus"
https://d-nb.info/gnd/100972365,page_not_found,,,,,,,,"Denaisius, Petrus"
https://d-nb.info/gnd/11867773X,page_not_found,,,,,,,,"Denck, Hans"
https://d-nb.info/gnd/130136247,page_not_found,,,,,,,,"Denicke, David"
https://d-nb.info/gnd/116071532,page_not_found,,,,,,,,"Denis, Michael"
https://d-nb.info/gnd/116073934,page_not_found,,,,,,,,"Depping, Georg Bernhard"
https://d-nb.info/gnd/1192386418,page_not_found,,,,,,,,Der Schenkenbach
https://d-nb.info/gnd/118619284,page_found,Der Stricker,3.7,10.0,26.0,1.0,1.0,,Der Stricker
https://d-nb.info/gnd/118567756,page_not_found,,,,,,,,Der von Kürenberg
https://d-nb.info/gnd/11852478X,page_not_found,,,,,,,,"Derleth, Ludwig"
https://d-nb.info/gnd/118677888,page_found,Jacques Derrida,4.2,65.0,41.0,3.0,4.0,,"Derrida, Jacques"
https://d-nb.info/gnd/140271309,page_found,Christoph Derschau,,,,,,,"Derschau, Christoph"
https://d-nb.info/gnd/11763266X,page_not_found,,,,,,,,"Derschau, Christoph Friedrich von"
https://d-nb.info/gnd/118524860,page_found,Karlheinz Deschner,4.4,67.0,60.0,2.0,1.0,,"Deschner, Karlheinz"
https://d-nb.info/gnd/116083905,page_not_found,,,,,,,,"Desing, Anselm"
https://d-nb.info/gnd/129185434,page_not_found,,,,,,,,"Dessler, Wolfgang Christoph"
https://d-nb.info/gnd/118524933,page_not_found,,,,,,,,"Dessoir, Max"
https://d-nb.info/gnd/10243218X,page_not_found,,,,,,,,"Detmar, von Lübeck"
https://d-nb.info/gnd/116086246,page_not_found,,,,,,,,"Detmold, Johann Hermann"
https://d-nb.info/gnd/118525042,page_found,Eduard Devrient,,,,,,,"Devrient, Eduard"
https://d-nb.info/gnd/107711044,page_not_found,,,,,,,,"Diamond, I. A. L."
https://d-nb.info/gnd/118525212,page_found,Uwe Dick,3.0,1.0,,,,,"Dick, Uwe"
https://d-nb.info/gnd/118525239,page_found,Charles Dickens,4.2,2591.0,3546.0,344.0,141.0,87.0,"Dickens, Charles"
https://d-nb.info/gnd/118525255,page_found,Emily Dickinson,4.3,69.0,140.0,26.0,8.0,7.0,"Dickinson, Emily"
https://d-nb.info/gnd/118525263,page_found,Denis Diderot,3.6,62.0,131.0,13.0,4.0,3.0,"Diderot, Denis"
https://d-nb.info/gnd/142290742,page_not_found,,,,,,,,"Didymus, Paul"
https://d-nb.info/gnd/116098678,page_not_found,,,,,,,,"Diebold, Bernhard"
https://d-nb.info/gnd/120313170,page_not_found,,,,,,,,"Diebolt, Lauber"
https://d-nb.info/gnd/118678256,page_not_found,,,,,,,,"Diederichs, Eugen"
https://d-nb.info/gnd/118678302,page_not_found,,,,,,,,"Diepenbrock, Melchior von"
https://d-nb.info/gnd/122371100,page_not_found,,,,,,,,"Dieskau, Rudolph von"
https://d-nb.info/gnd/118525484,page_not_found,,,,,,,,"Diesterweg, Adolph"
https://d-nb.info/gnd/116112301,page_not_found,,,,,,,,"Dietl, Georg Alois"
https://d-nb.info/gnd/11867191X,page_not_found,,,,,,,,"Dietmar, von Aist"
https://d-nb.info/gnd/118671928,page_not_found,,,,,,,,"Dietrich, Veit"
https://d-nb.info/gnd/118525522,page_not_found,,,,,,,,"Dietrich, von Freiberg"
https://d-nb.info/gnd/141171634,page_not_found,,,,,,,,"Dietrich, von Hopfgarten"
https://d-nb.info/gnd/118525514,page_not_found,,,,,,,,"Dietrich, von der Glesse"
https://d-nb.info/gnd/116116331,page_not_found,,,,,,,,"Diettrich, Fritz"
https://d-nb.info/gnd/124644694,page_not_found,,,,,,,,"Dietz, Johann"
https://d-nb.info/gnd/105306134,page_not_found,,,,,,,,"Dietzenschmidt, Anton"
https://d-nb.info/gnd/118525654,page_not_found,,,,,,,,"Diez, Friedrich Christian"
https://d-nb.info/gnd/118678469,page_not_found,,,,,,,,"Diez, Heinrich Friedrich von"
https://d-nb.info/gnd/118525670,page_found,Walter Matthias Diggelmann,5.0,1.0,,,,,"Diggelmann, Walter Matthias"
https://d-nb.info/gnd/115527966,page_found,Lutz van Dijk,4.1,77.0,124.0,15.0,2.0,1.0,"Dijk, Lutz van"
https://d-nb.info/gnd/120991535,page_not_found,,,,,,,,"Dikmen, Şinasi"
https://d-nb.info/gnd/118525697,page_not_found,,,,,,,,"Dilherr, Johann Michael"
https://d-nb.info/gnd/119100754,page_not_found,,,,,,,,"Dilich, Wilhelm"
https://d-nb.info/gnd/116127392,page_not_found,,,,,,,,"Dill, Liesbet"
https://d-nb.info/gnd/11612766X,page_not_found,,,,,,,,"Dillenius, Friedrich Wilhelm Jonathan"
https://d-nb.info/gnd/118525727,page_found,Wilhelm Dilthey,,,,,,,"Dilthey, Wilhelm"
https://d-nb.info/gnd/124205275,page_found,Dimitré Dinev,4.3,23.0,47.0,,2.0,,"Dinev, Dimitré"
https://d-nb.info/gnd/118525751,page_not_found,,,,,,,,"Dingelstedt, Franz von"
https://d-nb.info/gnd/122769074,page_found,Fritz H. Dinkelmann,4.0,2.0,,,,,"Dinkelmann, Fritz H."
https://d-nb.info/gnd/116137878,page_found,Artur Dinter,,,,,,,"Dinter, Artur"
https://d-nb.info/gnd/118679767,page_not_found,,,,,,,,"Dippel, Johann Conrad"
https://d-nb.info/gnd/120246954X,page_not_found,,,,,,,,"Dirks, Walter"
https://d-nb.info/gnd/120246910,page_found,Irene Dische,3.8,380.0,552.0,31.0,12.0,2.0,"Dische, Irene"
https://d-nb.info/gnd/120392445,page_found,Esther Dischereit,4.5,2.0,,1.0,,,"Dischereit, Esther"
https://d-nb.info/gnd/121633667,page_found,Garry Disher,4.3,260.0,201.0,31.0,4.0,1.0,"Disher, Garry"
https://d-nb.info/gnd/118672088,page_found,Hoimar von Ditfurth,4.2,86.0,89.0,2.0,1.0,,"Ditfurth, Hoimar von"
https://d-nb.info/gnd/115782605,page_found,Hugo Dittberner,,,,,,,"Dittberner, Hugo"
https://d-nb.info/gnd/118679856,page_not_found,,,,,,,,"Dittersdorf, Karl Ditters von"
https://d-nb.info/gnd/10528419X,page_found,Boris Djacenko,,,,,,,"Djacenko, Boris"
https://d-nb.info/gnd/119151200,page_found,Assia Djebar,3.1,34.0,67.0,7.0,2.0,,"Djebar, Assia"
https://d-nb.info/gnd/138728232,page_not_found,,,,,,,,"Dobenecker, Catharina Margarethe"
https://d-nb.info/gnd/116146125,page_not_found,,,,,,,,"Dobereiner, Philipp"
https://d-nb.info/gnd/116151056,page_not_found,,,,,,,,"Doberer, Kurt Karl"
https://d-nb.info/gnd/120237563,page_found,Franz Dobler,4.0,64.0,106.0,9.0,3.0,2.0,"Dobler, Franz"
https://d-nb.info/gnd/100082505,page_not_found,,,,,,,,"Docen, Bernhard Joseph"
https://d-nb.info/gnd/118526162,page_found,Heimito von Doderer,4.1,95.0,88.0,1.0,6.0,1.0,"Doderer, Heimito von"
https://d-nb.info/gnd/120869322,page_found,Berlie Doherty,2.9,57.0,102.0,4.0,2.0,,"Doherty, Berlie"
https://d-nb.info/gnd/118680145,page_not_found,,,,,,,,"Dohm, Christian Conrad Wilhelm von"
https://d-nb.info/gnd/116170867,page_not_found,,,,,,,,"Dohm, Ernst"
https://d-nb.info/gnd/11852643X,page_found,Hedwig Dohm,4.2,6.0,13.0,1.0,,,"Dohm, Hedwig"
https://d-nb.info/gnd/128975415,page_not_found,,,,,,,,"Dohna, Abraham von"
https://d-nb.info/gnd/124883532,page_not_found,,,,,,,,"Domann, Johann"
https://d-nb.info/gnd/128395702,page_found,Róža Domašcyna,,,,,,,"Domašcyna, Róža"
https://d-nb.info/gnd/118526634,page_found,Hilde Domin,4.3,60.0,73.0,4.0,1.0,5.0,"Domin, Hilde"
https://d-nb.info/gnd/116176776,page_found,Hans Dominik,3.4,86.0,81.0,2.0,2.0,,"Dominik, Hans"
https://d-nb.info/gnd/10011153X,page_not_found,,,,,,,,"Donatus, von Passau"
https://d-nb.info/gnd/120651386,page_found,Michael Donhauser,3.5,2.0,,1.0,,,"Donhauser, Michael"
https://d-nb.info/gnd/116178728,page_not_found,,,,,,,,"Donner, Johann Jacob Christian"
https://d-nb.info/gnd/104594896,page_found,Milo Dor,3.8,18.0,33.0,,4.0,,"Dor, Milo"
https://d-nb.info/gnd/119123754,page_found,Ariel Dorfman,3.6,20.0,36.0,,1.0,1.0,"Dorfman, Ariel"
https://d-nb.info/gnd/12443794X,page_not_found,,,,,,,,"Dorn, Gerhard"
https://d-nb.info/gnd/122606728,page_found,Thea Dorn,3.3,379.0,565.0,51.0,7.0,7.0,"Dorn, Thea"
https://d-nb.info/gnd/172960576,page_not_found,,,,,,,,"Dornau, Caspar"
https://d-nb.info/gnd/100110274,page_not_found,,,,,,,,"Dornblüth, Augustin"
https://d-nb.info/gnd/116187913,page_not_found,,,,,,,,"Dorow, Wilhelm"
https://d-nb.info/gnd/118526952,page_found,Tankred Dorst,3.6,14.0,27.0,2.0,1.0,,"Dorst, Tankred"
https://d-nb.info/gnd/118527053,page_not_found,,,,,,,,"Dostoevskij, Fëdor Michajlovič"
https://d-nb.info/gnd/131915975,page_found,Siobhan Dowd,4.5,1143.0,1600.0,250.0,14.0,2.0,"Dowd, Siobhan"
https://d-nb.info/gnd/11852710X,page_found,Arthur Conan Doyle,4.3,3934.0,3001.0,226.0,173.0,71.0,"Doyle, Arthur Conan"
https://d-nb.info/gnd/118680625,page_found,Albert Drach,3.9,12.0,14.0,,,,"Drach, Albert"
https://d-nb.info/gnd/115834087,page_found,Ulrike Draesner,3.8,122.0,244.0,81.0,1.0,4.0,"Draesner, Ulrike"
https://d-nb.info/gnd/1110070845,page_not_found,,,,,,,,Dranmor
https://d-nb.info/gnd/119206366,page_not_found,,,,,,,,"Dransfeld, Hedwig"
https://d-nb.info/gnd/123669049,page_not_found,,,,,,,,"Draud, Georg"
https://d-nb.info/gnd/121527212,page_found,Kurt Drawert,4.2,13.0,24.0,6.0,,,"Drawert, Kurt"
https://d-nb.info/gnd/11619670X,page_not_found,,,,,,,,"Draws-Tychsen, Hellmut"
https://d-nb.info/gnd/118826433,page_found,Eugen Drewermann,4.0,67.0,96.0,10.0,2.0,1.0,"Drewermann, Eugen"
https://d-nb.info/gnd/11852741X,page_found,Ingeborg Drewitz,3.1,19.0,39.0,1.0,3.0,1.0,"Drewitz, Ingeborg"
https://d-nb.info/gnd/118680749,page_not_found,,,,,,,,"Drexel, Jeremias"
https://d-nb.info/gnd/116220198,page_not_found,,,,,,,,"Drey, Arthur"
https://d-nb.info/gnd/116220538,page_not_found,,,,,,,,"Dreyer, Ernst"
https://d-nb.info/gnd/104263199,page_not_found,,,,,,,,"Dreyer, Johann Matthias"
https://d-nb.info/gnd/116220759,page_not_found,,,,,,,,"Dreyer, Max"
https://d-nb.info/gnd/102565392,page_not_found,,,,,,,,"Dringenberg, Ludwig"
https://d-nb.info/gnd/122476670,page_found,Heinrich Droege,,,,,,,"Droege, Heinrich"
https://d-nb.info/gnd/100819753,page_not_found,,,,,,,,"Drollinger, Carl Friedrich"
https://d-nb.info/gnd/118854380,page_found,Ernst Dronke,5.0,1.0,,,,,"Dronke, Ernst"
https://d-nb.info/gnd/120497077,page_found,Wiglaf Droste,4.0,169.0,147.0,11.0,2.0,3.0,"Droste, Wiglaf"
https://d-nb.info/gnd/118527533,page_not_found,,,,,,,,"Droste-Hülshoff, Annette von"
https://d-nb.info/gnd/11852755X,page_found,Johann Gustav Droysen,3.8,4.0,,,1.0,,"Droysen, Johann Gustav"
https://d-nb.info/gnd/119038986,page_found,Maurice Druon,4.5,44.0,65.0,9.0,1.0,1.0,"Druon, Maurice"
https://d-nb.info/gnd/120560216,page_not_found,,,,,,,,"Druskowitz, Helene von"
https://d-nb.info/gnd/116229292,page_not_found,,,,,,,,"Dryander, Johann"
https://d-nb.info/gnd/118672533,page_found,Erich von Drygalski,2.0,1.0,,,,,"Drygalski, Erich von"
https://d-nb.info/gnd/100809766,page_not_found,,,,,,,,"Dräxler, Carl Ferdinand"
https://d-nb.info/gnd/118527665,page_not_found,,,,,,,,"Du Bois- Reymond, Emil Heinrich"
https://d-nb.info/gnd/118528084,page_found,Daphne du Maurier,4.0,280.0,403.0,31.0,9.0,9.0,"Du Maurier, Daphne"
https://d-nb.info/gnd/11623010X,page_not_found,,,,,,,,"Duboc, Charles Edouard"
https://d-nb.info/gnd/118922335,page_found,Anne Duden,4.0,4.0,,,1.0,,"Duden, Anne"
https://d-nb.info/gnd/118527754,page_not_found,,,,,,,,"Duden, Konrad"
https://d-nb.info/gnd/118681044,page_not_found,,,,,,,,"Dudow, Slatan"
https://d-nb.info/gnd/118869345,page_not_found,,,,,,,,"Dulk, Albert Friedrich Benno"
https://d-nb.info/gnd/118968572,page_not_found,,,,,,,,"Duller, Eduard"
https://d-nb.info/gnd/11852805X,page_found,Alexandre Dumas,4.2,1163.0,1697.0,137.0,53.0,13.0,"Dumas, Alexandre"
https://d-nb.info/gnd/118528068,page_found,Alexandre Dumas,4.2,1163.0,1697.0,137.0,53.0,13.0,"Dumas, Alexandre"
https://d-nb.info/gnd/116251654,page_found,Dora Duncker,2.9,9.0,16.0,,,,"Duncker, Dora"
https://d-nb.info/gnd/1099996430,page_found,Johannes Duncker,,,,,,,"Duncker, Johannes"
https://d-nb.info/gnd/12111807X,page_not_found,,,,,,,,"Durach, Johann B."
https://d-nb.info/gnd/118528254,page_found,Marguerite Duras,3.6,266.0,432.0,17.0,4.0,3.0,"Duras, Marguerite"
https://d-nb.info/gnd/128923865,page_found,Manfred Durzak,5.0,2.0,,,,,"Durzak, Manfred"
https://d-nb.info/gnd/116257008,page_not_found,,,,,,,,"Dusch, Johann Jacob"
https://d-nb.info/gnd/120669013,page_found,Adelheid Duvanel,4.7,6.0,12.0,1.0,,1.0,"Duvanel, Adelheid"
https://d-nb.info/gnd/115673776,page_found,Karen Duve,3.8,1342.0,1470.0,118.0,32.0,16.0,"Duve, Karen"
https://d-nb.info/gnd/118681427,page_found,Edwin Erich Dwinger,4.0,1.0,,,,,"Dwinger, Edwin Erich"
https://d-nb.info/gnd/100054315,page_not_found,,,,,,,,"Dyck, Johann Gottfried"
https://d-nb.info/gnd/118523260,page_found,Erich von Däniken,3.6,239.0,205.0,10.0,2.0,5.0,"Däniken, Erich von"
https://d-nb.info/gnd/118850245,page_found,Theodor Däubler,3.0,1.0,,,,,"Däubler, Theodor"
https://d-nb.info/gnd/116152265,page_not_found,,,,,,,,"Döbbelin, Karl Theophilus"
https://d-nb.info/gnd/120495635,page_found,Hannsferdinand Döbler,3.6,5.0,18.0,,,,"Döbler, Hannsferdinand"
https://d-nb.info/gnd/118526200,page_found,Alfred Döblin,3.5,385.0,809.0,59.0,30.0,2.0,"Döblin, Alfred"
https://d-nb.info/gnd/116152788,page_not_found,,,,,,,,"Döblin, Hugo"
https://d-nb.info/gnd/1243932597,page_not_found,,,,,,,,"Döhl, Reinhard"
https://d-nb.info/gnd/118526243,page_not_found,,,,,,,,"Döllinger, Ignaz von"
https://d-nb.info/gnd/118680056,page_not_found,,,,,,,,"Dönhoff, Marion, Gräfin"
https://d-nb.info/gnd/11948689X,page_not_found,,,,,,,,"Dörffel, Georg Samuel"
https://d-nb.info/gnd/118680072,page_not_found,,,,,,,,"Dörfler, Anton"
https://d-nb.info/gnd/118680080,page_found,Peter Dörfler,5.0,1.0,,1.0,1.0,,"Dörfler, Peter"
https://d-nb.info/gnd/1099119065,page_found,Bianca Döring,3.0,1.0,,,,,"Döring, Bianca"
https://d-nb.info/gnd/124522319,page_found,Heinrich Döring,3.0,1.0,,,,,"Döring, Heinrich"
https://d-nb.info/gnd/1159727538,page_found,Stefan Döring,,,,,,,"Döring, Stefan"
https://d-nb.info/gnd/119020874,page_found,Felix Dörmann,5.0,2.0,,,,1.0,"Dörmann, Felix"
https://d-nb.info/gnd/118817604,page_found,Doris Dörrie,3.8,535.0,674.0,56.0,17.0,12.0,"Dörrie, Doris"
https://d-nb.info/gnd/121063984,page_found,Tanja Dückers,3.8,66.0,90.0,2.0,,1.0,"Dückers, Tanja"
https://d-nb.info/gnd/115883673,page_found,John von Düffel,4.3,73.0,132.0,17.0,2.0,7.0,"Düffel, John von"
https://d-nb.info/gnd/118527797,page_not_found,,,,,,,,"Dühring, Eugen"
https://d-nb.info/gnd/116239131,page_found,Heinrich Düntzer,,,,,,,"Düntzer, Heinrich"
https://d-nb.info/gnd/11852786X,page_found,Albrecht Dürer,4.4,14.0,21.0,,1.0,,"Dürer, Albrecht"
https://d-nb.info/gnd/129809713,page_not_found,,,,,,,,"Dürer, Hieronymus"
https://d-nb.info/gnd/118527908,page_found,Friedrich Dürrenmatt,3.9,8633.0,8489.0,314.0,52.0,68.0,"Dürrenmatt, Friedrich"
https://d-nb.info/gnd/105369934,page_not_found,,,,,,,,"Dürrenmatt, Ulrich"
https://d-nb.info/gnd/116240598,page_found,Werner Dürrson,4.0,14.0,24.0,,,,"Dürrson, Werner"
https://d-nb.info/gnd/116319577,page_not_found,,,,,,,,"Ebel, Johann Gottfried"
https://d-nb.info/gnd/118681508,page_not_found,,,,,,,,"Ebeling, Christoph Daniel"
https://d-nb.info/gnd/1037611683,page_not_found,,,,,,,,"Ebeling, Johann Georg"
https://d-nb.info/gnd/118681524,page_not_found,,,,,,,,"Eber, Paul"
https://d-nb.info/gnd/131533215,page_not_found,,,,,,,,"Eberbach, Peter"
https://d-nb.info/gnd/116322349,page_not_found,,,,,,,,"Eberhard, August G."
https://d-nb.info/gnd/118687468,page_not_found,,,,,,,,"Eberhard, Johann August"
https://d-nb.info/gnd/118528521,page_not_found,,,,,,,,"Eberhard, von Cersne"
https://d-nb.info/gnd/100940285,page_not_found,,,,,,,,"Eberhard, von Gandersheim"
https://d-nb.info/gnd/100940293,page_not_found,,,,,,,,"Eberhardus, Bremensis"
https://d-nb.info/gnd/116348488,page_found,Josef Eberle,,,,,,,"Eberle, Josef"
https://d-nb.info/gnd/118681540,page_not_found,,,,,,,,"Eberlin von Günzburg, Johann"
https://d-nb.info/gnd/118528599,page_found,Erich Ebermayer,,,,,,,"Ebermayer, Erich"
https://d-nb.info/gnd/124983677,page_not_found,,,,,,,,"Ebermeier, Johann"
https://d-nb.info/gnd/1089703414,page_not_found,,,,,,,,"Ebernand, von Erfurt"
https://d-nb.info/gnd/118681559,page_found,Georg Ebers,2.8,5.0,18.0,,,,"Ebers, Georg"
https://d-nb.info/gnd/100116523,page_not_found,,,,,,,,"Ebert, Johann Arnold"
https://d-nb.info/gnd/118111116,page_not_found,,,,,,,,"Ebert, Johann Jacob"
https://d-nb.info/gnd/10094034X,page_not_found,,,,,,,,"Ebner, Christine"
https://d-nb.info/gnd/118746375,page_found,Jeannie Ebner,,,,,,,"Ebner, Jeannie"
https://d-nb.info/gnd/11868759X,page_not_found,,,,,,,,"Ebner, Margareta"
https://d-nb.info/gnd/118528661,page_found,Marie von Ebner Eschenbach,,,,,,,"Ebner-Eschenbach, Marie von"
https://d-nb.info/gnd/100940382,page_not_found,,,,,,,,"Eccardus I., Sangallensis"
https://d-nb.info/gnd/118529722,page_not_found,,,,,,,,"Eccardus IV., Sangallensis"
https://d-nb.info/gnd/118502492,page_not_found,,,,,,,,"Echnaton, Ägypten, Pharao"
https://d-nb.info/gnd/118921517,page_found,Theodor Echtermeyer,5.0,9.0,16.0,,,,"Echtermeyer, Theodor"
https://d-nb.info/gnd/1070605948,page_not_found,,,,,,,,"Eck, Johannes"
https://d-nb.info/gnd/118687638,page_not_found,,,,,,,,"Eckart, Dietrich"
https://d-nb.info/gnd/143470396,page_found,Gabriele Eckart,3.0,1.0,,,,,"Eckart, Gabriele"
https://d-nb.info/gnd/119552590,page_not_found,,,,,,,,"Eckartshausen, Carl von"
https://d-nb.info/gnd/118528777,page_found,Johann Peter Eckermann,3.8,6.0,25.0,1.0,1.0,,"Eckermann, Johann Peter"
https://d-nb.info/gnd/118958461,page_not_found,,,,,,,,"Eckhart, Johann Georg von"
https://d-nb.info/gnd/118528823,page_found,Meister Eckhart,4.3,7.0,27.0,3.0,,1.0,"Eckhart, Meister"
https://d-nb.info/gnd/119131285,page_found,Ernst Eckstein,3.0,1.0,,,,,"Eckstein, Ernst"
https://d-nb.info/gnd/119660431,page_not_found,,,,,,,,"Eckstein, Utz"
https://d-nb.info/gnd/11852884X,page_found,Umberto Eco,4.0,3220.0,4012.0,259.0,120.0,47.0,"Eco, Umberto"
https://d-nb.info/gnd/1230054006,page_found,Peter Edel,,,,,,,"Edel, Peter"
https://d-nb.info/gnd/11586296X,page_found,Inger Edelfeldt,3.1,103.0,140.0,5.0,1.0,1.0,"Edelfeldt, Inger"
https://d-nb.info/gnd/118528882,page_not_found,,,,,,,,"Edelmann, Johann Christian"
https://d-nb.info/gnd/123988705,page_not_found,,,,,,,,"Edling, Wolfgang Anselm von"
https://d-nb.info/gnd/118687859,page_found,Kasimir Edschmid,3.8,9.0,13.0,,,,"Edschmid, Kasimir"
https://d-nb.info/gnd/12094023X,page_found,Ulrike Edschmid,4.1,27.0,49.0,8.0,1.0,,"Edschmid, Ulrike"
https://d-nb.info/gnd/121468984,page_not_found,,,,,,,,"Egard, Paul"
https://d-nb.info/gnd/118681680,page_not_found,,,,,,,,"Egen, von Bamberg"
https://d-nb.info/gnd/122968468,page_not_found,,,,,,,,"Egenolff, Christian"
https://d-nb.info/gnd/11852903X,page_found,Axel Eggebrecht,,,,,,,"Eggebrecht, Axel"
https://d-nb.info/gnd/118688049,page_not_found,,,,,,,,"Eggebrecht, Jürgen"
https://d-nb.info/gnd/128501685,page_found,Oswald Egger,4.0,11.0,11.0,2.0,1.0,,"Egger, Oswald"
https://d-nb.info/gnd/1037138295,page_found,Rosemarie Egger,,,,,,,"Egger, Rosemarie"
https://d-nb.info/gnd/100120393,page_not_found,,,,,,,,"Eggers, Christian Ulrich Detlev von"
https://d-nb.info/gnd/118122703,page_not_found,,,,,,,,"Eggimann, Ernst"
https://d-nb.info/gnd/118529129,page_not_found,,,,,,,,"Egk, Werner"
https://d-nb.info/gnd/116145528,page_not_found,,,,,,,,"Ehrenbaum-Degele, Hans"
https://d-nb.info/gnd/116382066,page_not_found,,,,,,,,"Ehrenberg, Friedrich"
https://d-nb.info/gnd/102571058,page_not_found,,,,,,,,Ehrenbote
https://d-nb.info/gnd/118529277,page_not_found,,,,,,,,"Ehrenfels, Christian von"
https://d-nb.info/gnd/116383836,page_not_found,,,,,,,,"Ehrenreich, Paul"
https://d-nb.info/gnd/118688227,page_found,Albert Ehrenstein,4.3,3.0,,,,,"Ehrenstein, Albert"
https://d-nb.info/gnd/116383976,page_not_found,,,,,,,,"Ehrenstein, Carl"
https://d-nb.info/gnd/105413542,page_not_found,,,,,,,,"Ehrismann, Albert"
https://d-nb.info/gnd/116408480,page_not_found,,,,,,,,"Ehrke, Hans"
https://d-nb.info/gnd/118943286,page_found,Hans Heinrich Ehrler,,,,,,,"Ehrler, Hans Heinrich"
https://d-nb.info/gnd/11937160X,page_not_found,,,,,,,,"Ehrmann, Marianne"
https://d-nb.info/gnd/118529374,page_found,Günter Eich,4.4,44.0,41.0,,1.0,2.0,"Eich, Günter"
https://d-nb.info/gnd/118529390,page_found,Joseph von Eichendorff,3.5,719.0,1131.0,35.0,11.0,7.0,"Eichendorff, Joseph von"
