GND,Lovelybooks_Status,Lovelybooks_Autor,Lovelybooks_Stars,Lovelybooks_Bewertungen,Lovelybooks_Bibliotheken,Lovelybooks_Merkzettel,Lovelybooks_aktuell_gelesen,Lovelybooks_gefolgt,GND_Autor
https://d-nb.info/gnd/1157618677,page_not_found,,,,,,,,"Kaltenboeck, Bodo"
https://d-nb.info/gnd/116035188,page_not_found,,,,,,,,"Kaltenbrunner, Karl Adam"
https://d-nb.info/gnd/11855963X,page_not_found,,,,,,,,"Kaltneker, Hans"
https://d-nb.info/gnd/118776592,page_found,Mascha Kaléko,4.5,295.0,315.0,31.0,9.0,18.0,"Kaléko, Mascha"
https://d-nb.info/gnd/122343247,page_found,Wladimir Kaminer,3.6,1926.0,1618.0,71.0,27.0,30.0,"Kaminer, Wladimir"
https://d-nb.info/gnd/115812024,page_found,André Kaminski,4.2,30.0,58.0,3.0,1.0,,"Kaminski, André"
https://d-nb.info/gnd/116036192,page_not_found,,,,,,,,"Kamossa, Käthe"
https://d-nb.info/gnd/118559702,page_found,Felix Kamphausen,,,,,,,"Kamphausen, Felix"
https://d-nb.info/gnd/119270250,page_found,Elsa Sophia von Kamphoevener,5.0,1.0,,,,,"Kamphoevener, Elsa Sophia von"
https://d-nb.info/gnd/118559737,page_found,Wassily Kandinsky,4.0,23.0,29.0,1.0,1.0,,"Kandinsky, Wassily"
https://d-nb.info/gnd/118559753,page_not_found,,,,,,,,"Kanehl, Oskar"
https://d-nb.info/gnd/118776665,page_not_found,,,,,,,,"Kanne, Johann Arnold"
https://d-nb.info/gnd/116044640,page_not_found,,,,,,,,"Kannegießer, Karl Ludwig"
https://d-nb.info/gnd/118559788,page_found,Hermann Kant,3.9,64.0,111.0,6.0,3.0,,"Kant, Hermann"
https://d-nb.info/gnd/118559796,page_found,Immanuel Kant,4.0,186.0,311.0,29.0,9.0,6.0,"Kant, Immanuel"
https://d-nb.info/gnd/118720708,page_found,Uwe Kant,3.3,7.0,13.0,,,,"Kant, Uwe"
https://d-nb.info/gnd/118559818,page_found,Alfred Kantorowicz,4.3,3.0,,,,,"Kantorowicz, Alfred"
https://d-nb.info/gnd/118559826,page_found,Ernst Kantorowicz,,,,,,,"Kantorowicz, Ernst"
https://d-nb.info/gnd/119368153,page_found,Gertrud Kantorowicz,,,,,,,"Kantorowicz, Gertrud"
https://d-nb.info/gnd/139945482,page_not_found,,,,,,,,"Kantzow, Thomas"
https://d-nb.info/gnd/118720767,page_not_found,,,,,,,,"Kanzler, Der"
https://d-nb.info/gnd/11924649X,page_found,Thomas Kapielski,4.1,25.0,35.0,,1.0,,"Kapielski, Thomas"
https://d-nb.info/gnd/118720805,page_not_found,,,,,,,,"Kapp, Gottfried"
https://d-nb.info/gnd/115802894,page_found,Walter Kappacher,3.7,68.0,90.0,10.0,1.0,2.0,"Kappacher, Walter"
https://d-nb.info/gnd/118987402,page_found,Ernst Kappeler,,,,,,,"Kappeler, Ernst"
https://d-nb.info/gnd/116053755,page_not_found,,,,,,,,"Kapper, Siegfried"
https://d-nb.info/gnd/119199912,page_found,Ryszard Kapuscinski,4.2,72.0,92.0,6.0,2.0,,"Kapuściński, Ryszard"
https://d-nb.info/gnd/118640089,page_not_found,,,,,,,,"Karamzin, Nikolaj Michajlovič"
https://d-nb.info/gnd/119370107,page_found,Hellmuth Karasek,3.9,173.0,271.0,8.0,5.0,2.0,"Karasek, Hellmuth"
https://d-nb.info/gnd/118559923,page_found,Horst Karasek,4.0,1.0,,,,,"Karasek, Horst"
https://d-nb.info/gnd/128804181,page_found,Adel Karasholi,4.3,6.0,,,,,"Karasholi, Adel"
https://d-nb.info/gnd/118720961,page_not_found,,,,,,,,"Karl Theodor, Mainz, Erzbischof"
https://d-nb.info/gnd/118560239,page_not_found,,,,,,,,"Karlstadt, Andreas"
https://d-nb.info/gnd/118720996,page_not_found,,,,,,,,"Karoch von Lichtenberg, Samuel"
https://d-nb.info/gnd/116060824,page_found,Adam Karrillon,,,,,,,"Karrillon, Adam"
https://d-nb.info/gnd/118560328,page_not_found,,,,,,,,"Karsch, Anna Luise"
https://d-nb.info/gnd/116061529,page_found,Yaak Karsunke,4.0,1.0,,,,,"Karsunke, Yaak"
https://d-nb.info/gnd/118560360,page_found,Hermann Kasack,3.6,14.0,28.0,,1.0,,"Kasack, Hermann"
https://d-nb.info/gnd/118560395,page_found,Marie Luise Kaschnitz,4.2,60.0,89.0,4.0,3.0,2.0,"Kaschnitz, Marie Luise"
https://d-nb.info/gnd/118560417,page_found,Norbert C. Kaser,5.0,1.0,,,,1.0,"Kaser, Norbert C."
https://d-nb.info/gnd/118560492,page_found,Rudolf Kassner,4.0,1.0,,,,,"Kassner, Rudolf"
https://d-nb.info/gnd/122697669,page_found,Mathieu Kassovitz,4.0,7.0,11.0,,1.0,,"Kassovitz, Mathieu"
https://d-nb.info/gnd/105971723,page_found,Peter Kast,,,,,,,"Kast, Peter"
https://d-nb.info/gnd/105971839,page_not_found,,,,,,,,"Kastein, Josef"
https://d-nb.info/gnd/130832588,page_not_found,,,,,,,,"Kater, Fritz"
https://d-nb.info/gnd/130208264,page_not_found,,,,,,,,"Katscher, Hedwig"
https://d-nb.info/gnd/116067624,page_not_found,,,,,,,,"Katz, H. W."
https://d-nb.info/gnd/119465116,page_found,Leo Katz,3.0,2.0,,,,,"Katz, Leo"
https://d-nb.info/gnd/118918664,page_found,Walther Kauer,4.3,6.0,,1.0,,,"Kauer, Walther"
https://d-nb.info/gnd/1120729521,page_found,Christoph Kaufmann,,,,,,,"Kaufmann, Christoph"
https://d-nb.info/gnd/1071922521,page_found,Herbert Kaufmann,3.5,4.0,,,,1.0,"Kaufmann, Herbert"
https://d-nb.info/gnd/119445603,page_found,Walter Kaufmann,3.9,7.0,12.0,2.0,1.0,,"Kaufmann, Walter"
https://d-nb.info/gnd/118560735,page_not_found,,,,,,,,"Kaufringer, Heinrich"
https://d-nb.info/gnd/104358491,page_found,Friedrich Karl Kaul,4.3,3.0,,,,,"Kaul, Friedrich Karl"
https://d-nb.info/gnd/118560786,page_found,Gina Kaus,4.1,15.0,22.0,1.0,,,"Kaus, Gina"
https://d-nb.info/gnd/105979899,page_found,Ellis Kaut,4.3,139.0,118.0,7.0,2.0,,"Kaut, Ellis"
https://d-nb.info/gnd/118560808,page_found,Karl Kautsky,5.0,1.0,,,,,"Kautsky, Karl"
https://d-nb.info/gnd/119317745,page_not_found,,,,,,,,"Kautsky, Minna"
https://d-nb.info/gnd/116090235,page_not_found,,,,,,,,"Kayser, Philipp Christoph"
https://d-nb.info/gnd/11609026X,page_not_found,,,,,,,,"Kayser, Rudolf"
https://d-nb.info/gnd/118721399,page_found,Wolfgang Kayser,3.5,8.0,14.0,,1.0,,"Kayser, Wolfgang"
https://d-nb.info/gnd/118721402,page_not_found,,,,,,,,"Kayssler, Friedrich"
https://d-nb.info/gnd/118560883,page_found,John Keats,3.9,28.0,61.0,5.0,3.0,2.0,"Keats, John"
https://d-nb.info/gnd/116090650,page_not_found,,,,,,,,"Keckeis, Gustav"
https://d-nb.info/gnd/119215918,page_not_found,,,,,,,,"Keckermann, Bartholomäus"
https://d-nb.info/gnd/130288136,page_not_found,,,,,,,,"Keerl, Johann Heinrich"
https://d-nb.info/gnd/142241156,page_not_found,,,,,,,,"Kegel, Max"
https://d-nb.info/gnd/115812431,page_found,Daniel Kehlmann,3.8,5602.0,6146.0,340.0,144.0,67.0,"Kehlmann, Daniel"
https://d-nb.info/gnd/12003784X,page_found,Hans Keilson,3.5,8.0,17.0,2.0,1.0,,"Keilson, Hans"
https://d-nb.info/gnd/124278191,page_found,Franz Keim,4.0,1.0,,,,,"Keim, Franz"
https://d-nb.info/gnd/11611567X,page_not_found,,,,,,,,"Keim, Karl Theodor"
https://d-nb.info/gnd/123210178,page_not_found,,,,,,,,"Keimann, Christian"
https://d-nb.info/gnd/12091851X,page_not_found,,,,,,,,"Kein, Ernst"
https://d-nb.info/gnd/101244827,page_not_found,,,,,,,,Kelin
https://d-nb.info/gnd/118177028,page_found,Sandra Kellein,4.0,3.0,,,,,"Kellein, Sandra"
https://d-nb.info/gnd/11856109X,page_found,Gottfried Keller,3.2,1072.0,1605.0,35.0,17.0,5.0,"Keller, Gottfried"
https://d-nb.info/gnd/11611908X,page_found,Hans Peter Keller,,,,,,,"Keller, Hans Peter"
https://d-nb.info/gnd/116174641,page_not_found,,,,,,,,"Keller, Heinrich"
https://d-nb.info/gnd/118995359,page_found,Paul Keller,4.6,31.0,29.0,1.0,,,"Keller, Paul"
https://d-nb.info/gnd/122428692,page_not_found,,,,,,,,"Keller-Schleidheim, Franz von"
https://d-nb.info/gnd/1053246145,page_found,Bernhard Kellermann,3.3,28.0,54.0,5.0,,,"Kellermann, Bernhard"
https://d-nb.info/gnd/120901951,page_not_found,,,,,,,,"Kelling, Gerhard"
https://d-nb.info/gnd/142826790,page_not_found,,,,,,,,"Kellner, Georg Christoph"
https://d-nb.info/gnd/116126434,page_not_found,,,,,,,,"Kelpius, Johannes"
https://d-nb.info/gnd/120499975,page_found,Jochen Kelter,2.9,10.0,,,,,"Kelter, Jochen"
https://d-nb.info/gnd/119209950,page_found,Friedhelm Kemp,4.3,59.0,93.0,6.0,1.0,,"Kemp, Friedhelm"
https://d-nb.info/gnd/119511231,page_not_found,,,,,,,,"Kempe, Martin von"
https://d-nb.info/gnd/107757583,page_found,Diana Kempff,,,,,,,"Kempff, Diana"
https://d-nb.info/gnd/119156954,page_found,Birgit Kempker,,,,,,,"Kempker, Birgit"
https://d-nb.info/gnd/116127473,page_found,Friederike Kempner,,,,,,,"Kempner, Friederike"
https://d-nb.info/gnd/118561359,page_found,Walter Kempowski,4.3,348.0,354.0,23.0,13.0,4.0,"Kempowski, Walter"
https://d-nb.info/gnd/118561448,page_found,Johannes Kepler,3.3,3.0,,,,,"Kepler, Johannes"
https://d-nb.info/gnd/100790208,page_not_found,,,,,,,,"Keppler, Joseph Friedrich von"
https://d-nb.info/gnd/104224363,page_not_found,,,,,,,,"Kerckmeister, Johannes"
https://d-nb.info/gnd/121162680,page_found,Navid Kermani,4.0,196.0,294.0,44.0,13.0,3.0,"Kermani, Navid"
https://d-nb.info/gnd/141640537,page_found,Elfriede Kern,4.3,4.0,,,,,"Kern, Elfriede"
https://d-nb.info/gnd/106008978,page_not_found,,,,,,,,"Kerndl, Rainer"
https://d-nb.info/gnd/116141395,page_not_found,,,,,,,,"Kerndörffer, Heinrich August"
https://d-nb.info/gnd/119522659,page_found,Charlotte Kerner,3.2,382.0,576.0,14.0,3.0,2.0,"Kerner, Charlotte"
https://d-nb.info/gnd/118561537,page_not_found,,,,,,,,"Kerner, Georg"
https://d-nb.info/gnd/118561545,page_found,Justinus Kerner,3.0,1.0,,2.0,,,"Kerner, Justinus"
https://d-nb.info/gnd/118722026,page_found,Ottokar Kernstock,,,,,,,"Kernstock, Ottokar"
https://d-nb.info/gnd/1237140692,page_found,Alfred Kerr,4.2,15.0,23.0,,4.0,1.0,"Kerr, Alfred"
https://d-nb.info/gnd/118950517,page_found,Judith Kerr,4.0,758.0,971.0,32.0,18.0,5.0,"Kerr, Judith"
https://d-nb.info/gnd/118747010,page_found,Marie Thérèse Kerschbaumer,,,,,,,"Kerschbaumer, Marie-Thérèse"
https://d-nb.info/gnd/116142952,page_found,Kurt Kersten,,,,,,,"Kersten, Kurt"
https://d-nb.info/gnd/1073373096,page_found,Paul Kersten,4.0,2.0,,,,,"Kersten, Paul"
https://d-nb.info/gnd/119204290,page_found,Imre Kertész,4.2,345.0,550.0,40.0,7.0,3.0,"Kertész, Imre"
https://d-nb.info/gnd/118561456,page_found,Karl Kerényi,4.0,5.0,13.0,,,,"Kerényi, Karl"
https://d-nb.info/gnd/1073458970,page_found,Martin Kessel,2.9,12.0,20.0,,1.0,,"Kessel, Martin"
https://d-nb.info/gnd/116017899,page_not_found,,,,,,,,"Kesser, Hermann"
https://d-nb.info/gnd/1101857048,page_found,Harry Kessler,,,,,,,"Kessler, Harry"
https://d-nb.info/gnd/118722077,page_not_found,,,,,,,,"Kessler, Johannes"
https://d-nb.info/gnd/118561715,page_found,Hermann Kesten,3.9,9.0,23.0,2.0,1.0,,"Kesten, Hermann"
https://d-nb.info/gnd/121003345,page_found,Hans Werner Kettenbach,3.7,58.0,78.0,3.0,,1.0,"Kettenbach, Hans Werner"
https://d-nb.info/gnd/12394497X,page_not_found,,,,,,,,"Kettenbach, Heinrich von"
https://d-nb.info/gnd/102839662,page_not_found,,,,,,,,"Kettner, Fritz"
https://d-nb.info/gnd/118722123,page_found,Irmgard Keun,3.9,384.0,481.0,42.0,10.0,4.0,"Keun, Irmgard"
https://d-nb.info/gnd/118561812,page_found,Eduard von Keyserling,4.0,201.0,255.0,17.0,,3.0,"Keyserling, Eduard von"
https://d-nb.info/gnd/118722158,page_found,Hermann Keyserling,,,,,,,"Keyserling, Hermann"
https://d-nb.info/gnd/104318511,page_not_found,,,,,,,,"Keyssler, Johann Georg"
https://d-nb.info/gnd/116153687,page_not_found,,,,,,,,"Khevenhüller, Franz Christoph"
https://d-nb.info/gnd/121689530,page_not_found,,,,,,,,"Khuen, Johannes"
https://d-nb.info/gnd/119065681,page_not_found,,,,,,,,"Khunrath, Heinrich"
https://d-nb.info/gnd/1243890398,page_not_found,,,,,,,,"Kiaulehn, Walter"
https://d-nb.info/gnd/103155945,page_not_found,,,,,,,,"Kiburger, Eulogius"
https://d-nb.info/gnd/122495721,page_not_found,,,,,,,,"Kien, Peter"
https://d-nb.info/gnd/128815809,page_not_found,,,,,,,,"Kiene, Christoph Friedrich"
https://d-nb.info/gnd/118562002,page_found,Søren Kierkegaard,3.7,16.0,41.0,1.0,,,"Kierkegaard, Søren"
https://d-nb.info/gnd/118942921,page_found,Ingomar von Kieseritzky,3.7,15.0,16.0,2.0,,,"Kieseritzky, Ingomar von"
https://d-nb.info/gnd/134018273,page_found,Franz Kießling,3.0,1.0,,,,,"Kießling, Franz"
https://d-nb.info/gnd/107263516X,page_found,Susanne Kilian,4.5,4.0,,,,,"Kilian, Susanne"
https://d-nb.info/gnd/116171898,page_found,Rudolf Kinau,,,,,,,"Kinau, Rudolf"
https://d-nb.info/gnd/118885235,page_not_found,,,,,,,,"Kind, Johann Friedrich"
https://d-nb.info/gnd/122237269,page_found,Hermann Kinder,4.1,57.0,138.0,2.0,1.0,2.0,"Kinder, Hermann"
https://d-nb.info/gnd/118562185,page_not_found,,,,,,,,"Kindermann, Balthasar"
https://d-nb.info/gnd/100056660,page_not_found,,,,,,,,"Kindleben, Christian Wilhelm"
https://d-nb.info/gnd/11856224X,page_not_found,,,,,,,,"Kinkel, Gottfried"
https://d-nb.info/gnd/118562258,page_found,Johanna Kinkel,5.0,1.0,,,,,"Kinkel, Johanna"
https://d-nb.info/gnd/119495201,page_found,Tanja Kinkel,3.9,1997.0,2014.0,141.0,40.0,52.0,"Kinkel, Tanja"
https://d-nb.info/gnd/120896605,page_found,Lieselotte Kinskofer,5.0,1.0,,,,,"Kinskofer, Lieselotte"
https://d-nb.info/gnd/118562290,page_found,Rudyard Kipling,4.0,572.0,951.0,75.0,30.0,32.0,"Kipling, Rudyard"
https://d-nb.info/gnd/118723081,page_found,Anton Kippenberg,,,,,,,"Kippenberg, Anton"
https://d-nb.info/gnd/118562312,page_found,Heinar Kipphardt,3.7,58.0,100.0,3.0,,,"Kipphardt, Heinar"
https://d-nb.info/gnd/116181567,page_not_found,,,,,,,,"Kirch, Gottfried"
https://d-nb.info/gnd/118989480,page_not_found,,,,,,,,"Kirchbach, Wolfgang"
https://d-nb.info/gnd/118562347,page_not_found,,,,,,,,"Kircher, Athanasius"
https://d-nb.info/gnd/129298182,page_not_found,,,,,,,,"Kirchgässner, Alfons"
https://d-nb.info/gnd/118777211,page_not_found,,,,,,,,"Kirchhof, Hans Wilhelm"
https://d-nb.info/gnd/118723138,page_found,Bodo Kirchhoff,3.9,327.0,424.0,52.0,14.0,2.0,"Kirchhoff, Bodo"
https://d-nb.info/gnd/13595861X,page_not_found,,,,,,,,"Kirchmayr, Georg"
https://d-nb.info/gnd/1055616721,page_not_found,,,,,,,,"Kirchner, Caspar"
https://d-nb.info/gnd/1073414744,page_not_found,,,,,,,,"Kirchner, Hermann I."
https://d-nb.info/gnd/120982447,page_found,Rainer Kirsch,4.0,24.0,39.0,5.0,,,"Kirsch, Rainer"
https://d-nb.info/gnd/118562487,page_found,Sarah Kirsch,4.0,50.0,64.0,9.0,2.0,2.0,"Kirsch, Sarah"
https://d-nb.info/gnd/118562509,page_not_found,,,,,,,,"Kirschweng, Johannes"
https://d-nb.info/gnd/118562517,page_found,Hans Hellmut Kirst,3.7,96.0,77.0,1.0,,,"Kirst, Hans Hellmut"
https://d-nb.info/gnd/118562525,page_found,Wulf Kirsten,4.1,9.0,17.0,4.0,,,"Kirsten, Wulf"
https://d-nb.info/gnd/118562533,page_found,Egon Erwin Kisch,4.3,16.0,33.0,2.0,2.0,,"Kisch, Egon Erwin"
https://d-nb.info/gnd/11895153X,page_found,Ephraim Kishon,4.0,845.0,660.0,9.0,14.0,12.0,"Kishon, Ephraim"
https://d-nb.info/gnd/118568116,page_not_found,,,,,,,,"Kistener, Kunz"
https://d-nb.info/gnd/119457679,page_found,Friedrich A. Kittler,3.3,3.0,,,,,"Kittler, Friedrich A."
https://d-nb.info/gnd/119324377,page_found,Alfred Kittner,,,,,,,"Kittner, Alfred"
https://d-nb.info/gnd/118723286,page_found,Dietrich Kittner,4.5,2.0,,,,,"Kittner, Dietrich"
https://d-nb.info/gnd/108383415,page_found,Karin Kiwus,3.7,6.0,,,,,"Kiwus, Karin"
https://d-nb.info/gnd/126485488,page_not_found,,,,,,,,"Klaar, Ernst"
https://d-nb.info/gnd/118562681,page_found,Klabund,4.2,43.0,66.0,1.0,1.0,3.0,Klabund
https://d-nb.info/gnd/1050834321,page_not_found,,,,,,,,"Klaehr, Carl Gottfried"
https://d-nb.info/gnd/11856269X,page_found,Ludwig Klages,5.0,2.0,,,1.0,,"Klages, Ludwig"
https://d-nb.info/gnd/118723324,page_not_found,,,,,,,,"Klaj, Johann"
https://d-nb.info/gnd/10082451X,page_not_found,,,,,,,,"Klaproth, Heinrich Julius"
https://d-nb.info/gnd/118562827,page_found,Paul Klee,4.1,27.0,28.0,1.0,,,"Klee, Paul"
https://d-nb.info/gnd/115641068,page_found,Michael Kleeberg,3.9,302.0,560.0,60.0,10.0,,"Kleeberg, Michael"
https://d-nb.info/gnd/100303501,page_not_found,,,,,,,,"Klein, Anton"
https://d-nb.info/gnd/137467990,page_found,Eduard Klein,3.6,8.0,,,,,"Klein, Eduard"
https://d-nb.info/gnd/120501783,page_found,Georg Klein,3.8,93.0,160.0,25.0,4.0,1.0,"Klein, Georg"
https://d-nb.info/gnd/173242995,page_not_found,,,,,,,,"Klein, Johann August"
https://d-nb.info/gnd/125584148,page_not_found,,,,,,,,"Klein, Steffen-Ernst"
https://d-nb.info/gnd/1042530173,page_not_found,,,,,,,,"Kleineidam, Horst"
https://d-nb.info/gnd/142043222,page_found,Karl Kleinschmidt,3.0,1.0,,1.0,,,"Kleinschmidt, Karl"
https://d-nb.info/gnd/118723499,page_found,Ewald Christian von Kleist,,,,,,,"Kleist, Ewald Christian von"
https://d-nb.info/gnd/116230789,page_not_found,,,,,,,,"Kleist, Franz Alexander von"
https://d-nb.info/gnd/118563076,page_found,Heinrich von Kleist,3.3,1240.0,1558.0,33.0,19.0,11.0,"Kleist, Heinrich von"
https://d-nb.info/gnd/100303935,page_not_found,,,,,,,,"Klemm, Christian Gottlob"
https://d-nb.info/gnd/118563173,page_found,Wilhelm Klemm,3.0,2.0,,,,,"Klemm, Wilhelm"
https://d-nb.info/gnd/11856319X,page_found,Victor Klemperer,4.5,116.0,217.0,15.0,12.0,1.0,"Klemperer, Victor"
https://d-nb.info/gnd/116222425,page_not_found,,,,,,,,"Klencke, Caroline Luise von"
https://d-nb.info/gnd/116222409,page_not_found,,,,,,,,"Klencke, Hermann"
https://d-nb.info/gnd/118563211,page_not_found,,,,,,,,"Klenze, Leo von"
https://d-nb.info/gnd/118563238,page_found,Jochen Klepper,4.2,6.0,14.0,,1.0,,"Klepper, Jochen"
https://d-nb.info/gnd/119410516,page_not_found,,,,,,,,"Klesch, Christoph"
https://d-nb.info/gnd/119410524,page_not_found,,,,,,,,"Klesch, Daniel"
https://d-nb.info/gnd/124818404,page_not_found,,,,,,,,"Klesel, Abraham"
https://d-nb.info/gnd/116226900,page_found,Hermann Kletke,5.0,12.0,,,2.0,1.0,"Kletke, Hermann"
https://d-nb.info/gnd/11872357X,page_not_found,,,,,,,,"Klettenberg, Susanna Katharina von"
https://d-nb.info/gnd/137405618,page_found,Juma Kliebenstein,4.5,337.0,269.0,15.0,,6.0,"Kliebenstein, Juma"
https://d-nb.info/gnd/121401030,page_found,Thomas Kling,4.0,11.0,13.0,,1.0,,"Kling, Thomas"
https://d-nb.info/gnd/118563300,page_not_found,,,,,,,,"Klingemann, Ernst August Friedrich"
https://d-nb.info/gnd/118563319,page_not_found,,,,,,,,"Klinger, Friedrich Maximilian von"
https://d-nb.info/gnd/120729407,page_found,Kurt Klinger,,,,,,,"Klinger, Kurt"
https://d-nb.info/gnd/1225969069,page_found,Max Klinger,4.3,3.0,,,,,"Klinger, Max"
https://d-nb.info/gnd/1166278301,page_not_found,,,,,,,,"Klippel, Kristian"
https://d-nb.info/gnd/119541750,page_not_found,,,,,,,,"Klipstein, Editha"
https://d-nb.info/gnd/113592701,page_not_found,,,,,,,,"Klischnig, Karl Friedrich"
https://d-nb.info/gnd/119342766,page_found,Hans Kloepfer,,,,,,,"Kloepfer, Hans"
https://d-nb.info/gnd/118563386,page_found,Friedrich Gottlieb Klopstock,4.0,1.0,,,,,"Klopstock, Friedrich Gottlieb"
https://d-nb.info/gnd/118563394,page_found,Margareta Klopstock,,,,,,,"Klopstock, Margareta"
https://d-nb.info/gnd/115548459,page_not_found,,,,,,,,"Klotz, Christian Adolf"
https://d-nb.info/gnd/115692703,page_found,Volker Klotz,3.5,2.0,10.0,,1.0,,"Klotz, Volker"
https://d-nb.info/gnd/115891654X,page_not_found,,,,,,,,"Kluess, Brigitte"
https://d-nb.info/gnd/118563491,page_found,Alexander Kluge,3.9,82.0,150.0,21.0,4.0,,"Kluge, Alexander"
https://d-nb.info/gnd/1243784741,page_found,Kurt Kluge,3.2,5.0,,,,,"Kluge, Kurt"
https://d-nb.info/gnd/1208936298,page_not_found,,,,,,,,"Kläber, Kurt"
https://d-nb.info/gnd/11897954X,page_found,Ivan Klíma,4.4,5.0,,,,,"Klíma, Ivan"
https://d-nb.info/gnd/118563343,page_not_found,,,,,,,,"Klöden, Karl Friedrich von"
https://d-nb.info/gnd/116240210,page_not_found,,,,,,,,"Klügel, Georg Simon"
https://d-nb.info/gnd/119071738,page_found,Ruth Klüger,4.1,122.0,210.0,19.0,9.0,,"Klüger, Ruth"
https://d-nb.info/gnd/128814020,page_found,Lothar Klünner,,,,,,,"Klünner, Lothar"
https://d-nb.info/gnd/189564938,page_not_found,,,,,,,,"Knapp, Albert"
https://d-nb.info/gnd/115602232,page_found,Radek Knapp,3.9,182.0,213.0,12.0,1.0,,"Knapp, Radek"
https://d-nb.info/gnd/1042647259,page_found,Joachim Knappe,,,,,,,"Knappe, Joachim"
https://d-nb.info/gnd/120954117,page_found,Sibylle Knauss,3.7,71.0,129.0,4.0,2.0,1.0,"Knauss, Sibylle"
https://d-nb.info/gnd/119011743,page_not_found,,,,,,,,"Knaust, Heinrich"
https://d-nb.info/gnd/1047094681,page_not_found,,,,,,,,"Knauth, Joachim"
https://d-nb.info/gnd/118777505,page_found,Karl Ludwig von Knebel,,,,,,,"Knebel, Karl Ludwig von"
https://d-nb.info/gnd/118563645,page_found,Hildegard Knef,4.0,51.0,86.0,2.0,1.0,,"Knef, Hildegard"
https://d-nb.info/gnd/1221826492,page_found,Jakob Kneip,,,,,,,"Kneip, Jakob"
https://d-nb.info/gnd/11856370X,page_not_found,,,,,,,,"Knigge, Adolph, Freiherr"
https://d-nb.info/gnd/116255021,page_found,John Knittel,3.9,57.0,105.0,3.0,3.0,,"Knittel, John"
https://d-nb.info/gnd/128562382,page_not_found,,,,,,,,"Knittel, Kaspar"
https://d-nb.info/gnd/119059266,page_not_found,,,,,,,,"Knobelsdorff, Eustachius von"
https://d-nb.info/gnd/116257997,page_not_found,,,,,,,,"Knoblauch, Karl von"
https://d-nb.info/gnd/119171244,page_found,Heinz Knobloch,4.3,6.0,14.0,,1.0,,"Knobloch, Heinz"
https://d-nb.info/gnd/110624947,page_not_found,,,,,,,,"Knodt, Reinhard"
https://d-nb.info/gnd/116259760,page_found,Gerhard Ouckama Knoop,,,,,,,"Knoop, Gerhard Ouckama"
https://d-nb.info/gnd/118723863,page_found,Christian Knorr von Rosenroth,,,,1.0,,,"Knorr von Rosenroth, Christian"
https://d-nb.info/gnd/116260610,page_not_found,,,,,,,,"Knorr, Josephine von"
https://d-nb.info/gnd/107523302,page_not_found,,,,,,,,"Knorr-Anders, Esther"
https://d-nb.info/gnd/118777564,page_not_found,,,,,,,,"Knutzen, Matthias"
https://d-nb.info/gnd/116263431,page_found,Franz von Kobell,2.0,1.0,,1.0,,,"Kobell, Franz von"
https://d-nb.info/gnd/11852965X,page_found,Luise von Kobell,3.0,1.0,,,,,"Kobell, Luise von"
https://d-nb.info/gnd/1037536320,page_not_found,,,,,,,,"Koberstein, August, Witwe"
https://d-nb.info/gnd/116264527,page_not_found,,,,,,,,"Koch, Erduin Julius"
https://d-nb.info/gnd/1064625657,page_not_found,,,,,,,,"Koch, Ernst"
https://d-nb.info/gnd/118724010,page_not_found,,,,,,,,"Koch, Joseph Anton"
https://d-nb.info/gnd/119461870,page_found,Jurij Koch,5.0,2.0,,2.0,,,"Koch, Jurij"
https://d-nb.info/gnd/17193539X,page_found,Roland Koch,4.0,1.0,,,,,"Koch, Roland"
https://d-nb.info/gnd/11627333X,page_found,Rosalie Koch,5.0,1.0,,,,,"Koch, Rosalie"
https://d-nb.info/gnd/121327124,page_found,Werner Koch,4.8,22.0,26.0,,,,"Koch, Werner"
https://d-nb.info/gnd/11872410X,page_not_found,,,,,,,,"Koch-Grünberg, Theodor"
https://d-nb.info/gnd/116273550,page_not_found,,,,,,,,"Kochen, Albrecht Heinrich Matthias"
https://d-nb.info/gnd/116274069,page_not_found,,,,,,,,"Koeberle, Georg"
https://d-nb.info/gnd/116288027,page_not_found,,,,,,,,"Koelsch, Adolf"
https://d-nb.info/gnd/116288582,page_found,Alma Johanna Koenig,,,,,,,"Koenig, Alma Johanna"
https://d-nb.info/gnd/119030942,page_found,Matthias Koeppel,4.0,1.0,,,,,"Koeppel, Matthias"
https://d-nb.info/gnd/118564471,page_found,Wolfgang Koeppen,3.4,346.0,563.0,12.0,10.0,,"Koeppen, Wolfgang"
https://d-nb.info/gnd/1022353799,page_found,Lenka von Koerber,,,,,,,"Koerber, Lenka von"
https://d-nb.info/gnd/118564536,page_found,Arthur Koestler,4.2,25.0,44.0,5.0,,,"Koestler, Arthur"
https://d-nb.info/gnd/116302364,page_not_found,,,,,,,,"Koffka, Friedrich"
https://d-nb.info/gnd/1056608714,page_found,Gerhard Kofler,4.0,2.0,,,,,"Kofler, Gerhard"
https://d-nb.info/gnd/115614397,page_found,Werner Kofler,,,,,,,"Kofler, Werner"
https://d-nb.info/gnd/118713566,page_found,Eugen Kogon,4.5,43.0,73.0,1.0,2.0,,"Kogon, Eugen"
https://d-nb.info/gnd/1051885477,page_found,Johann Georg Kohl,,,,,,,"Kohl, Johann Georg"
https://d-nb.info/gnd/116303514,page_not_found,,,,,,,,"Kohl, Johann Peter"
