,GND,GND_name,GND_gender,GND_birth,GND_death,GND_occupation,GND_country
7498,12090974X,"Korn, Renke",Männlich,1938-12-14,,Dramatiker + Regisseur + Drehbuchautor,Deutschland
7499,12091851X,"Kein, Ernst",Männlich,1929-11-27,1985-01-21,Journalist + Schriftsteller,Österreich
7500,120918552,"Schubert, Helga",Weiblich,1940-01-07,,Schriftstellerin + Psychotherapeutin + Drehbuchautorin,Deutschland
7501,120925354,"Pelevin, Viktor",Unbekannt,1962-11-22,,Schriftsteller,Russland
7502,120931281,"Petersdorff, Dirk von",Männlich,1966,,Schriftsteller + Literaturwissenschaftler,Deutschland
7503,120932083,"Fischer, Ernst",Männlich,1951-02-19,,Germanist + Buchwissenschaftler,Österreich
7504,120932792,"Pfennig, Jörn",Männlich,1944,,Schriftsteller + Komponist + Musiker,Deutschland
7505,120936356,"Gaulle-Anthonioz, Geneviève de",Weiblich,1920,2002,Politikerin + Widerstandskämpferin,Frankreich
7506,120939126,"Bilse, Fritz Oswald",Männlich,1878-03-31,1951-08-30,Schriftsteller + Schriftsteller,Deutschland
7507,12094023X,"Edschmid, Ulrike",Weiblich,1940,,Autorin,Deutschland
7508,120941791,"Widmer, Fritz",Männlich,1938-02-05,2010-04-28,Liedermacher + Lehrer + Musiker + Komponist + Schriftsteller,Schweiz
7509,120948125,"Woltersdorff, Ernst Gottlieb",Männlich,1725-05-31,1761-12-17,Theologe + Pfarrer,Deutschland + Polen
7510,120949466,"Wilhelm, von Hirnkofen",Männlich,,,,Deutschland
7511,120951711,"Kuh, Ephraim Moses",Männlich,1731,1790,Kaufmann + Lyriker + Schriftsteller,Deutschland
7512,120954117,"Knauss, Sibylle",Weiblich,1944-07-05,,Schriftstellerin + Gymnasiallehrerin,Deutschland
7513,120958341,"Stöber, Ehrenfried",Männlich,1779-03-09,1835,Schriftsteller + Notar,Deutschland
7514,120958422,"Sternaux, Ludwig",Männlich,,,,Deutschland
7515,120966425,"Stolper, Armin",Männlich,1934-03-23,2020-12-17,Dramaturg + Schriftsteller + Dramatiker + Dramaturg,Deutschland
7516,120966697,"Meyer, Conny Hannes",Männlich,1931-06-18,,Theaterregisseur + Theaterintendant + Schriftsteller + Redakteur + Regisseur + Schauspieler + Schriftsteller,Österreich + Deutschland
7517,120967391,"Martin, Marko",Männlich,1970,,Schriftsteller + Journalist,Deutschland
7518,120967634,"Lämmert, Eberhard",Männlich,1924-09-20,2015-05-03,Germanist + Hochschullehrer,Deutschland
7519,120981459,"Scheuer, Norbert",Männlich,1951-12-16,,Schriftsteller + Philosoph + Programmierer + Elektriker,Deutschland
7520,120982447,"Kirsch, Rainer",Männlich,1934-07-17,2015-09-04,Schriftsteller + Lyriker + Liederdichter + Drehbuchautor + Schriftsteller,Deutschland
7521,120991535,"Dikmen, Şinasi",Männlich,1945,,Schriftsteller + Kabarettist + Erzähler + Krankenpfleger,Türkei + Deutschland
7522,120991586,"Çırak, Zehra",Weiblich,1960,,Schriftstellerin,Deutschland + Türkei
7523,120992345,"Bayr, Rudolf",Männlich,1919-05-22,1990-10-17,Theaterkritiker + Literaturkritiker + Rundfunkintendant + Schriftsteller + Lektor <Verlag> + Schriftsteller,Österreich + Deutschland
7524,120993201,"Brasch, Peter",Männlich,1955-09-18,2001-06-28,Schriftsteller + Theaterregisseur + Dramaturg + Schauspieler + Regisseur + Dramatiker,Deutschland
7525,120995867,"Löhneysen, Georg Engelhard",Männlich,1552-03-27,1622-12-01,Bergbeamter + Stallmeister + Verleger,Deutschland
7526,121003086,"Eipper, Paul",Unbekannt,,,,
7527,121003345,"Kettenbach, Hans Werner",Männlich,1928-04-20,2018-01-05,Journalist + Schriftsteller + Drehbuchautor,Deutschland
7528,121006557,"Wilde Mann, Der",Unbekannt,,,,Deutschland
7529,121007456,"Steinmann, Hans-Jürgen",Männlich,1929-09-04,2008-09-22,Schriftsteller + Publizist,Deutschland
7530,121015068,"Rheinsberg, Anna",Unbekannt,1956,,Schriftstellerin,Deutschland
7531,121015157,"Trummer, Hans",Unbekannt,1947,2007,Schriftsteller,Österreich
7532,121020150,"Bremer, Claus",Männlich,1924-07-11,1996-05-15,Dramaturg + Theaterregisseur + Schriftsteller + Übersetzer + Regisseur + Schriftsteller + Dramaturg,Deutschland + Schweiz
7533,12104355X,"Leising, Richard",Unbekannt,1934-03-24,1997-05-20,Lyriker,Deutschland
7534,121045633,"Neubur, Friedrich Christian",Unbekannt,1683,,Jurist,Deutschland
7535,1210501112,"Hartlieb, Johannes",Unbekannt,,,Wirtschaftsjurist + Lehrbeauftragter,Österreich
7536,1210501139,"Wolff, Leo",Männlich,,,Autor + Übersetzer,Deutschland
7537,121056678,"Moretti, Franco",Männlich,1950,,Philologe + Literaturwissenschaftler,Italien
7538,121063135,"Totok, William",Männlich,1951,,Schriftsteller,Deutschland + Rumänien
7539,121063984,"Dückers, Tanja",Weiblich,1968-09-25,,Schriftstellerin + Literaturwissenschaftlerin + Journalistin + Kunstkritikerin,Deutschland
7540,121067874,"Sous, Dietmar",Männlich,1954,,Schriftsteller,Belgien + Deutschland
7541,121070565,"Würzer, Heinrich",Männlich,1751-01-28,1827-07-28,Schriftsteller + Publizist,Deutschland
7542,121073726,"Schütz, Helga",Weiblich,1937,,Schriftstellerin + Dramaturgin + Gärtnerin + Drehbuchautorin + Regisseurin,Deutschland
7543,121074420,"Saalmann, Günter",Männlich,1936,,Schriftsteller + Kinderbuchautor + Musiker + Posaunist + Drehbuchautor + Übersetzer,Deutschland
7544,121096262,"Böldl, Klaus",Männlich,1964-02-21,,Literaturwissenschaftler + Skandinavist + Schriftsteller,Deutschland
7545,121099016,"Gaier, Ulrich",Männlich,1935-06-18,,Germanist + Literaturwissenschaftler + Hochschullehrer,Deutschland
7546,121103587,"Helfer, Joachim",Unbekannt,1964-08-26,,Schriftsteller + Essayist,Deutschland
7547,121109097,"Schmidt, Johann",Männlich,1594-06-20,1658-08-27,Evangelischer Theologe + Hochschullehrer + Prediger,Deutschland
7548,121111342,"Schäfer, Frank",Männlich,1966,,Schriftsteller + Journalist + Musikkritiker + Literaturkritiker,Deutschland
7549,121112861,"Vertlib, Vladimir",Männlich,1966,,Schriftsteller + Soziologe + Übersetzer,Österreich + Russland
7550,12111807X,"Durach, Johann B.",Männlich,1766-11-24,1832-10-18,Jurist + Schriftsteller + Historiker + Gymnasiallehrer + Bibliothekar,Österreich + Deutschland
7551,121133729,"Meier, Christian",Männlich,1929-02-16,,Historiker,Deutschland
7552,121134245,"Trotzendorf, Valentin",Männlich,1490,1556,Pädagoge + Gymnasiallehrer + Rektor,Deutschland
7553,1211359158,"Stricker, Johannes",Männlich,,,Psychologe + Privatdozent,Deutschland
7554,121137996,"Finkelstein, Norman G.",Männlich,1953,,Politologe + Hochschullehrer,USA
7555,121145344,"Vargas, Fred",Weiblich,1957,,Schriftstellerin + Kriminalschriftstellerin,Frankreich
7556,121145905,"Hoburg, Christian",Männlich,1607-07-23,1675-10-29,Evangelischer Theologe + Mystiker + Pfarrer + Lehrer + Korrektor,Deutschland
7557,121150518,"Schneider, Klaus F.",Männlich,1958,,Schriftsteller + Lyriker,Deutschland + Rumänien
7558,121156192,"Paefgen, Elisabeth Katharina",Weiblich,1954,,Germanistin,Deutschland
7559,121160688,"Graeser, Andreas",Männlich,1942-11-07,2014-10-05,Philosoph,Schweiz + Deutschland
7560,121161048,"Pütz, Albert",Unbekannt,,,,
7561,121162680,"Kermani, Navid",Männlich,1967-11-27,,Schriftsteller + Publizist + Orientalist + Islamwissenschaftler + Hochschullehrer + Regisseur,Deutschland
7562,12116537X,"Janowitz, Hans",Männlich,1890-12-02,1954-05-25,Schriftsteller + Drehbuchautor + Regisseur + Schriftsteller,Deutschland + Tschechische Republik + USA
7563,121174700,"Händler, Ernst-Wilhelm",Männlich,1953-03-26,,Unternehmer + Diplomkaufmann + Schriftsteller,Deutschland
7564,121178609,"Hayneccius, Martin",Männlich,1544-08-10,1611-04-28,Schriftsteller + Dramatiker + Gymnasiallehrer + Rektor + Dramatiker,Deutschland
7565,121180646,"Daston, Lorraine",Weiblich,1951,,Soziologin + Historikerin + Wissenschaftshistorikerin,USA + Deutschland
7566,121180808,"Rheinberger, Hans-Jörg",Männlich,1946-01-12,,Biologe + Wissenschaftshistoriker + Molekularbiologe + Lyriker,Schweiz + Deutschland
7567,121182797,"Holek, Wenzel",Unbekannt,1864-01-20,1936,Sozialarbeiter,Tschechische Republik + Deutschland
7568,121186407,"Eibl, Karl",Männlich,1940-01-28,2014-02-18,Literaturwissenschaftler + Germanist,Deutschland
7569,121186512,"Weidenmann, Alfred",Männlich,1916-05-10,2000-06-09,Jugendbuchautor + Kinderbuchautor + Regisseur + Journalist + Regisseur + Schriftsteller + Filmregisseur + Malerei,Schweiz + Deutschland
7570,121186865,"Müller, Stephan",Männlich,1967,,Germanist + Hochschullehrer,Deutschland
7571,12119342X,"Hofé, Günter",Männlich,1914-03-17,1988-12-27,Schriftsteller + Drehbuchautor,Deutschland
7572,121195333,"Gfrereis, Heike",Weiblich,1968-02-26,,Literaturwissenschaftlerin + Kuratorin <Museumskunde>,Deutschland
7573,121199398,"Franck, Salomo",Männlich,1659,1725,Schriftsteller + Hofbeamter + Jurist + Liederdichter + Bibliothekar + Librettist,Deutschland
7574,121207803,"Loos, Cécile Ines",Unbekannt,1883,1959,Schriftstellerin,Schweiz
7575,121207935,"Krafft, Hans Ulrich",Männlich,1550,1619,,Deutschland
7576,121214516,"Scheck, Denis",Männlich,1964,,Literaturkritiker + Schriftsteller + Regisseur + Übersetzer + Rundfunkredakteur,Deutschland
7577,1212156161,"Schmidt, Bernd",Männlich,1958,,Verleger + Übersetzer,Deutschland
7578,121221229,"Spinelli, Jerry",Männlich,1941-02-01,,Jugendbuchautor,USA
7579,121226948,"Schirrmacher, Frank",Männlich,1959-09-05,2014-06-12,Journalist + Philologe,Deutschland
7580,12123035X,"Mora, Terézia",Weiblich,1971,,Schriftstellerin + Übersetzerin + Kamerafrau,Ungarn + Deutschland
7581,121239853,"Piscator, Hermann",Männlich,1480,1526,Katholischer Theologe + Historiker,Deutschland
7582,121242307,"Hennig von Lange, Alexa",Weiblich,1973,,Übersetzerin + Schriftstellerin + Dramatikerin,Deutschland
7583,121242617,"Plachta, Bodo",Männlich,1956,,Literaturwissenschaftler + Germanist,Deutschland
7584,121259897,"Parei, Inka",Weiblich,1967,,Schriftstellerin,Deutschland
7585,12126582X,"Biller, Maxim",Männlich,1960-08-25,,Schriftsteller + Journalist + Kinderbuchautor + Dramatiker + Komponist + Musiker + Sprecher,Tschechoslowakei + Deutschland + Tschechische Republik
7586,121272338,"Rango, Conrad Tiburtius",Unbekannt,1639-08-09,1700-12-03,Lutherischer Theologe + Naturwissenschaftler + Pfarrer + Generalsuperintendent + Hochschullehrer + Gymnasiallehrer + Rektor,Deutschland
7587,121278557,"Fink von Finkenstein, Friedrich Ludwig Karl",Männlich,1745,1818,Politiker,Deutschland
7588,121278735,"Lamprecht, Jakob Friedrich",Männlich,1707-10-01,1744-12-08,Schriftsteller + Journalist + Schriftsteller,Deutschland
7589,121284891,"Krüger, Bartholomäus",Männlich,,,Stadtschreiber <Beruf> + Schriftsteller + Organist,Deutschland
7590,121286363,"Behrens, Katja",Weiblich,1942-12-18,2021-03-06,Schriftstellerin + Übersetzerin + Lektorin <Verlag> + Schriftstellerin + Herausgeberin,Deutschland
7591,121297004,"Spreng, Johann Jacob",Männlich,1699-12-31,1768-05-24,Gelehrter + Hochschullehrer + Pfarrer + Selbstverleger,Schweiz
7592,121302679,"Schöbel und Rosenfeld, Georg von",Unbekannt,1640-07-15,1680-11-17,Syndikusanwalt,Deutschland
7593,121319865,"Link, Heiner",Männlich,1960,2002,Schriftsteller,Deutschland
7594,121327124,"Koch, Werner",Männlich,1926-08-04,1992-03-30,Schriftsteller + Dramaturg + Schauspieler + Regisseur,Deutschland
7595,1213307031,"Ellenrieder, Kathleen",Weiblich,,,Literaturwissenschaftlerin,Deutschland
7596,121331172,"Krechel, Ursula",Weiblich,1947-12-04,,Schriftstellerin + Regisseurin,Deutschland
7597,121332276,"Wacker von Wackenfels, Johann Matthäus",Unbekannt,1550,1619-09-07,Jurist + Politiker,Österreich + Deutschland
7598,121340775,"Gruber, Sabine",Weiblich,1963,,Schriftstellerin + Dramatikerin + Lyrikerin + Lektorin <Hochschule> + Germanistin,Italien + Österreich
7599,121351904,"Gnüg, Hiltrud",Weiblich,1944-04-13,2022-11-25,Germanistin + Hochschullehrerin,Deutschland
7600,121351998,"Ravenhill, Mark",Männlich,1966,,Dramatiker,Großbritannien
7601,121354016,"Hülsen, August Ludwig",Männlich,1765-03-02,1809-09-24,Theologe + Klassischer Philologe + Philosoph + Pädagoge,Deutschland
7602,121361233,"Veteranyi, Aglaja",Unbekannt,1962-05-17,2002-02-03,Schauspielerin + Schriftstellerin,Rumänien + Schweiz
7603,121364690,"Lottmann, Joachim",Männlich,1956,,Schriftsteller + Journalist,Deutschland
7604,121366375,"Pohl, Klaus",Männlich,1952-03-30,,Schriftsteller + Regisseur + Schauspieler + Drehbuchautor + Dramatiker + Regisseur + Schauspieler + Dramatiker,Deutschland
7605,121369447,"Mueller, Harald",Männlich,1934-05-18,2021-12-27,Schriftsteller + Schriftsteller + Dramaturg,Deutschland
7606,121373940,"Demirkan, Renan",Weiblich,1955-06-12,,Schriftstellerin + Sängerin + Schauspielerin + Musikerin,Deutschland + Türkei
7607,121378802,"Perels, Christoph",Männlich,1938,,Germanist + Literaturwissenschaftler,Deutschland
7608,121382893,"McCarten, Anthony",Männlich,1961,,Autor + Schriftsteller,Neuseeland + Großbritannien + USA
7609,121383261,"Houellebecq, Michel",Männlich,1958-02-26,,Schriftsteller + Fotograf + Agraringenieur,Frankreich
7610,121385817,"Simmons, Charles",Unbekannt,1924,2017,Schriftsteller,USA
7611,12139199X,"Käufer, Hugo Ernst",Männlich,1927-02-13,2014-05-09,Bibliothekar + Schriftsteller + Herausgeber + Galerist + Librettist,Deutschland
7612,121401030,"Kling, Thomas",Männlich,1957-06-05,2005-04-01,Schriftsteller + Lyriker,Deutschland
7613,121403459,"Schuder, Rosemarie",Weiblich,1928-07-24,2018-05-05,Schriftstellerin,Deutschland
7614,121409929,"Ruland, Martin",Männlich,1533-11-11,1602-02-03,Arzt + Amtsarzt + Leibarzt,Deutschland
7615,121411826,"Scheer, Regina",Weiblich,1950,,Schriftstellerin + Publizistin + Historikerin,Deutschland
7616,121414779,"Krüger, Gesine",Unbekannt,1962,,Historikerin,Deutschland
7617,121418952,"Albert, Heinrich",Männlich,1604-07-08,1651-10-06,Komponist + Organist + Schriftsteller + Liederdichter + Selbstverleger + Komponist + Organist,Deutschland
7618,121421686,"Wehrli, Peter K.",Männlich,1939,,Schriftsteller + Journalist,Schweiz
7619,1214229891,"Kurtz, Rudolf",Männlich,,,Aufnahmeleiter + Filmproduzent,Land unbekannt
7620,1214318789,"Herzog, Rudolf",Männlich,,,Filmproduzent,Land unbekannt
7621,12143463X,"Prange, Peter",Männlich,1955-09-22,,Schriftsteller + Romanist + Sachbuchautor + Unternehmensberater,Frankreich + Deutschland + Italien
7622,121446174,"Lohenstein, Johann Caspar von",Unbekannt,1640,1692-05-29,Schriftsteller + Reisender,Deutschland
7623,121449173,"Uslar, Moritz von",Männlich,1970-07-25,,Journalist + Reporter + Schriftsteller + Drehbuchautor,Deutschland
7624,121449890,"Peltzer, Ulrich",Männlich,1956-12-09,,Schriftsteller + Drehbuchautor,Deutschland
7625,121450031,"Zschokke, Matthias",Männlich,1954-10-29,,Schriftsteller + Schauspieler + Regisseur,Schweiz + Deutschland
7626,121454037,"Morweiser, Fanny",Weiblich,1940-03-11,2014-08-18,Schriftstellerin + Künstlerin,Deutschland
7627,121467791,"Curschmann, Michael",Männlich,1936,2017,Philologe + Literaturwissenschaftler,Deutschland + USA
7628,121468984,"Egard, Paul",Unbekannt,1580,1655,Pfarrer + Gymnasiallehrer + Rektor + Schriftsteller,Deutschland
7629,121469417,"Weiss, Gerlinde",Weiblich,1939,2025-03-17,Germanistin + Assistenzprofessorin,Österreich
7630,121476561,"Haußmann, Leander",Männlich,1959-06-26,,Schauspieler + Musiker + Regisseur + Drehbuchautor + Regisseur + Schauspieler,Deutschland
7631,12148372X,"Otto, Herbert",Männlich,1925-03-15,2003-08-24,Schriftsteller + Drehbuchautor,Russland + Deutschland
7632,121485471,"Fischer, Johann Georg",Männlich,,,Jurist,
7633,121486451,"Frentz, Hartmut",Unbekannt,1951,,Hochschullehrer,Deutschland
7634,121509850,"Weissglas, Immanuel",Männlich,1920,1979,Übersetzer + Journalist,Deutschland + Rumänien
7635,121516245,"Stern, Gerson",Männlich,1874-07-07,1956-01-15,Schriftsteller,Deutschland + Israel
7636,121519732,"Zernitz, Christian Friedrich",Männlich,1717,1744,Schriftsteller,Deutschland
7637,121522709,"Skwara, Erich Wolfgang",Männlich,1948,,Schriftsteller + Literaturwissenschaftler + Übersetzer,Österreich + USA
7638,121527212,"Drawert, Kurt",Männlich,1956-03-15,,Schriftsteller + Dramatiker,Deutschland
7639,121531287,"Robertson, Ritchie",Männlich,1952,,Germanist + Literaturwissenschaftler + Hochschullehrer + Schriftsteller,Großbritannien
7640,121531597,"Scholl, Sabine",Unbekannt,1959-03-28,,Schriftstellerin,Österreich
7641,121533026,"Köhler, Barbara",Weiblich,1959-04-11,2021-01-08,Schriftstellerin + Lyrikerin + Essayistin + Übersetzerin + Fotografin,Deutschland
7642,121534022,"Peer, Oscar",Männlich,1928,2013,Schriftsteller,Schweiz
7643,121540243,"Ziegler, Christiane Mariane von",Weiblich,1695-06-28,1760-05-01,Schriftstellerin,Deutschland
7644,12154365X,"Uetz, Christian",Männlich,1963-08-08,,Schriftsteller + Lyriker,Schweiz
7645,121550656,"Damm, Sigrid",Weiblich,1940,,Schriftstellerin + Germanistin,Deutschland
7646,121550729,"Kohlbrenner, Franz Seraph von",Männlich,1728,1783,Schriftsteller + Kartograf + Geograf + Beamter + Publizist,Deutschland
7647,121550877,"Dawidowski, Christian",Männlich,1971,,Literaturwissenschaftler + Hochschullehrer,Deutschland
7648,121556867,"Spalt, Lisa",Weiblich,1970,,Schriftstellerin + Linguistin + Übersetzerin,Österreich
7649,12155709X,"Rivera Letelier, Hernán",Unbekannt,1950,,Schriftsteller,Chile
7650,121564703,"Beck, Heinrich",Unbekannt,,,Jurist,
7651,121570789,"Stift, Linda",Weiblich,1969,,Schriftstellerin + Lektorin <Verlag>,Österreich
7652,121575640,"Zischka, Anton",Männlich,1904-09-14,1997-05-31,Politiker + Schriftsteller + Historiker + Journalist,Österreich
7653,121577627,"Kürthy, Ildikó von",Weiblich,1968-01-20,,Journalistin + Schriftstellerin,Deutschland
7654,121579018,"Ledig, Gert",Männlich,1921-11-04,1999-06-01,Schriftsteller + Ingenieur,Deutschland
7655,121589889,"Porsch, Christoph",Unbekannt,1650,1713,,
7656,121600629,"Graber, Rudolf",Unbekannt,1899-07-08,1958-01-26,Schriftsteller + Gymnasiallehrer,Schweiz + Deutschland
7657,121601757,"Pitschmann, Siegfried",Männlich,1930-01-12,2002-08-29,Schriftsteller + Prosaist + Uhrmacher + Drehbuchautor,Deutschland + Deutschland (DDR)
7658,121602117,"Acklin, Jürg",Männlich,1945,,Schriftsteller + Redakteur + Pädagoge + Sozialwissenschaftler + Psychoanalytiker,Schweiz
7659,121602214,"Kretzen, Friederike",Weiblich,1956,,Schriftstellerin + Dramaturgin + Soziologin,Schweiz + Deutschland
7660,121607429,"Maicler, Georg Konrad",Männlich,1574-10-31,1647-05-27,Pfarrer + Lutherischer Theologe + Schriftsteller,Deutschland
7661,1216126445,"Ohde, Deniz",Weiblich,1988,,Schriftstellerin,Deutschland
7662,121612767,"Aebli, Kurt",Männlich,1955,,Schriftsteller + Lyriker,Schweiz
7663,121615979,"Harter, Clemens",Unbekannt,1693,1731,,Deutschland
7664,121620646,"Kaegi, Stefan",Männlich,1972,,Theaterwissenschaftler + Regisseur,Schweiz
7665,121621197,"Jendryschik, Manfred",Männlich,1943,2025,Autor + Germanist + Erzähler + Lyriker,Deutschland
7666,121621251,"Millesi, Hanno",Männlich,1966,,Schriftsteller + Künstler,Österreich
7667,12163261X,"Rismondo, Piero",Männlich,1905-02-15,1989-02-09,Journalist + Übersetzer + Regisseur + Regisseur + Schriftsteller + Kritiker + Theaterdirektor,Föderative Republik Jugoslawien; Jugoslawien + Österreich + Italien + Deutschland
7668,121632970,"Steinmüller, Angela",Weiblich,1941-04-15,,Schriftstellerin + Mathematikerin + Philosophin,Deutschland
7669,121633039,"Steinmüller, Karlheinz",Männlich,1950,,Schriftsteller + Physiker,Deutschland
7670,121633667,"Disher, Garry",Unbekannt,1949,,Schriftsteller,Australien
7671,121636011,"Brehme, Christian",Männlich,1613-04-26,1667-09-19,Schriftsteller + Bibliothekar + Bürgermeister,Deutschland
7672,1216435863,"Erdmann, Nadine",Weiblich,,,Lehrerin + Schriftstellerin,Deutschland
