GND,SchulLeselisten_Autor,SchulLeselisten_Baden-Württemberg,SchulLeselisten_Sachsen-Anhalt,SchulLeselisten_Hessen,SchulLeselisten_Hamburg,SchulLeselisten_Niedersachsen,SchulLeselisten_Rheinland-Pfalz,SchulLeselisten_Bayern,SchulLeselisten_Sachsen,SchulLeselisten_Saarland,SchulLeselisten_Mecklenburg-Vorpommern,SchulLeselisten_Bremen,SchulLeselisten_Brandenburg,SchulLeselisten_Nordrhein-Westfalen,SchulLeselisten_Summe
https://d-nb.info/gnd/118607987,Schlegel,0.0,0.0,0.003436426116838488,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006747684394984183
https://d-nb.info/gnd/129651338,Schlesinger,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506
https://d-nb.info/gnd/115673784,Schlink,0.0027100271002710027,0.002652519893899204,0.010309278350515464,0.0,0.0017921146953405018,0.0,0.003968253968253968,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.034419206995293126
https://d-nb.info/gnd/118608312,Schlöndorff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333
https://d-nb.info/gnd/115794247,Schlüter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372
https://d-nb.info/gnd/118609475,Schnabel,0.0,0.0,0.003436426116838488,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01005894267312988
https://d-nb.info/gnd/118758675,Schneider,0.0,0.0,0.003436426116838488,0.0,0.0035842293906810036,0.0033112582781456954,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.043665247118998524
https://d-nb.info/gnd/118609629,Schneider,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968
https://d-nb.info/gnd/119393603,Schneider,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.005760368663594469
https://d-nb.info/gnd/119279487,Schneider,0.0027100271002710027,0.005305039787798408,0.003436426116838488,0.0,0.0017921146953405018,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016554865978394097
https://d-nb.info/gnd/118609807,Schnitzler,0.005420054200542005,0.005305039787798408,0.013745704467353952,0.0,0.005376344086021506,0.0033112582781456954,0.003968253968253968,0.0,0.012987012987012988,0.0,0.0,0.038461538461538464,0.0,0.088575206236667
https://d-nb.info/gnd/118609831,Schnurre,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.005760368663594469
https://d-nb.info/gnd/123263034,Schoch,0.0,0.002652519893899204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002652519893899204
https://d-nb.info/gnd/123417171,Schreiber,0.0,0.002652519893899204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002652519893899204
https://d-nb.info/gnd/120918552,Schubert,0.0,0.005305039787798408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005305039787798408
https://d-nb.info/gnd/120526107,Schulze,0.0027100271002710027,0.002652519893899204,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.020141674676523696
https://d-nb.info/gnd/119368994,Schwaiger,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954
https://d-nb.info/gnd/120253100,Schwarz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0125
