GND,author,title,year,state,ID_orig
118540238,von Goethe,Wilhelm Meisters Wanderjahre,1821,Rheinland-Pfalz,3068
118540238,von Goethe,Willkommen und Abschied,1775,Rheinland-Pfalz,2956
118540238,von Goethe,Zueignung (In: Faust I),1808,Rheinland-Pfalz,2950
118542273,von Grimmelshausen,Simplicius Simplicissimus,1669,Rheinland-Pfalz,2957
118552759,von Hofmannsthal,Jedermann. Das Spiel vom Sterben des reichen Mannes,1911,Rheinland-Pfalz,2958
118552759,von Hofmannsthal,unbekannt,,Rheinland-Pfalz,2959
118553739,von Horváth,Geschichten aus dem Wiener Wald,1931,Rheinland-Pfalz,2960
118563076,von Kleist,Die Marquise von O.,1808,Rheinland-Pfalz,2962
118563076,von Kleist,Käthchen von Heilbronn,1810,Rheinland-Pfalz,2963
118563076,von Kleist,Phenthesilea,1808,Rheinland-Pfalz,2961
118563076,von Kleist,Prinz Friedrich von Homburg,1821,Rheinland-Pfalz,2964
118540947,von Straßburg,Tristan,1210,Rheinland-Pfalz,2965
118594117,Wagner,Die Kindermörderin,1776,Rheinland-Pfalz,2966
118628836,Wallraff,Ganz unten,1985,Rheinland-Pfalz,2967
118628852,Walser,Brandung,1985,Rheinland-Pfalz,2969
118628852,Walser,Die Verteidigung der Kindheit,1991,Rheinland-Pfalz,2970
118628852,Walser,Ein fliehendes Pferd,1978,Rheinland-Pfalz,2968
118629549,Watzlawick,Anleitung zum Unglücklichsein,1983,Rheinland-Pfalz,2971
115730001,Wawerzinek,Das Kind das ich war,1994,Rheinland-Pfalz,2972
115730001,Wawerzinek,Mein Babylon,1995,Rheinland-Pfalz,2973
118629867,Wedekind,Erdgeist (auch: Lulu-Tragödie),1895,Rheinland-Pfalz,2975
118629867,Wedekind,Frühlings Erwachen,1891,Rheinland-Pfalz,2974
118630539,Weiss,Die Ermittlung,1965,Rheinland-Pfalz,2976
118632477,Wieland,Agathon,1766,Rheinland-Pfalz,2977
120188929,Woelk,Freigang,1990,Rheinland-Pfalz,2978
120188929,Woelk,Rückspiel,1993,Rheinland-Pfalz,2979
118634607,Wohmann,Denk immer an heut‘ nachmittag,1979,Rheinland-Pfalz,2980
118634666,Wolf,Der geteilte Himmel,1963,Rheinland-Pfalz,2981
118634666,Wolf,Kassandra,1983,Rheinland-Pfalz,2983
118634666,Wolf,Nachdenken über Christa T.,1968,Rheinland-Pfalz,2982
118634666,Wolf,Störfall,1987,Rheinland-Pfalz,2984
118634666,Wolf,unbekannt,,Rheinland-Pfalz,2985
119222159,Zimmer-Bradley,Die Feuer von Troja,1987,Rheinland-Pfalz,2986
118637304,Zuckmayer,Der Hauptmann von Köpenick,1931,Rheinland-Pfalz,2987
118637304,Zuckmayer,Des Teufels General,1946,Rheinland-Pfalz,2988
