,GND,searchphrase,BDSL_hits_2000_all
639,104286121,Georg Andreas Fabricius,0.0
640,104288639,Konrad Rittershausen,1.0
641,104289481,Johannes Hiskias Cardilucius,0.0
642,104294728,Johann Theodor von Tschesch,9.0
643,104295120,Johann Ernst Daniel Bornschein,0.0
644,104295201,Johann Jonathan Ludwig Leberecht Nöller,0.0
645,104298170,Ludwig Wolff,9.0
646,104301341,Johann Heinrich Hadewig,1.0
647,104303751,Johannes Nauclerus,0.0
648,10430832X,Johannes Schosser,0.0
649,104309466,Adam Friedrich Werner,0.0
650,10431138X,Friedrich Samuel Mursinna,0.0
651,104311398,Christian Nicolaus Naumann,1.0
652,104312068,Christian Flemmer,0.0
653,104314419,Niklas Ulenhart,6.0
654,104314699,Ernst Ludwig Posselt,0.0
655,104315083,Johann Clauberg,0.0
656,104318112,Johann Konrad Pfenninger,0.0
657,1043181962,Hans Joachim Lange,1.0
658,104318511,Johann Georg Keyssler,10.0
659,104318864,Johann Stigel,2.0
660,104320958,Samuel von Butschky,0.0
661,104325011,Friedrich Ludwig Schmidt,3.0
662,104328886,Nikolaus Marschalk,2.0
663,104329939,Friedrich Ludwig Bührlen,1.0
664,104330236,Carl Scherner,0.0
665,104332042,Joseph Sonnleithner,2.0
666,104333278,Johann Peter Titz,0.0
667,104334134,Wilhelm Christoph Kriegsmann,0.0
668,104338628,Ehregott Daniel Colberg,1.0
669,104341602,Gertrud Möller,2.0
670,10434444X,Johann Georg Pritius,0.0
671,104348372,Tobias Nißlen,0.0
672,10434993X,Andreas Tucher,0.0
673,1043512810,Konrad Zoller,0.0
674,104351985,Franz Julius Lütkens,0.0
675,104352787,Wilhelmine Heimburg,3.0
676,104355034,Leopold Alois Hoffmann,0.0
677,104355549,Johann Ludwig Paulmann,0.0
678,104357800,Hans Tucher,13.0
679,104357975,Hans Erhart Tüsch,0.0
680,104358491,Friedrich Karl Kaul,4.0
681,104359080,Elisabeth von Heyking,10.0
682,104359676,Wilhelm Abraham Teller,1.0
683,104361158,Johann Jacob Volkmann,3.0
684,10436162X,Heinrich Kuhn,2.0
685,104364483,Engelbert Wusterwitz,0.0
686,104366273,Johann Georg Wachter,0.0
687,104367318,Gotthilf Treuer,1.0
688,1043680063,Oskar Neumann,0.0
689,104368721,Ludwig Adolf Christian von Grolmann,0.0
690,1043730095,Emil Schuster,0.0
691,1043743014,Colas Gutman,0.0
692,104381809,Liselotte Welskopf-Henrich,6.0
693,1043841377,Maren Kames,4.0
694,104398352X,Max Czollek,13.0
695,1043999043,Hasso Mager,0.0
696,1044009527,Michel Maier,1.0
697,1044050535,Lore Mallachow,0.0
698,1044097108,Arthur Emanuel Meyer,0.0
699,1044300825,Fritz Hendrick Melle,0.0
700,1044388315,Sascha Michel,23.0
701,1044491027,Wolf Christian Schröder,0.0
702,1044729112,Heidi Nef,0.0
703,1044947276,Hans Otto Horch,83.0
704,104507578,Karl-Hermann Simon,0.0
705,1045123412,Monica Streit,1.0
706,1045190012,Mona Winter,0.0
707,104524872X,Ernst Fidelis Wiedemann,0.0
708,1045291536,Dieter Roth,15.0
709,1045620297,Maria Ulrich,35.0
710,104565700X,John Friedrich Vuilleumier,0.0
711,104594896,Milo Dor,39.0
712,104595906,Gerhard Branstner,0.0
713,1046069373,Sharon Dodua Otoo,26.0
714,104622849,Lida Winiewicz,1.0
715,1046442759,Josef Enengl,0.0
716,1046658042,Albertus Steffan,0.0
717,1046663097,Edith Koerber,0.0
718,104672765,Ernst Balzli,0.0
719,1046904418,Johann Wenzel Hann,0.0
720,1046923536,Birte Förster,3.0
721,104694912,Gert F. Unger,1.0
722,1047094681,Joachim Knauth,0.0
723,1047216825,Flavio Steimann,2.0
724,1047246880,Peter von Düffel,3.0
725,1047318857,Sebastian Guhr,0.0
726,104734612,Gerda Szepansky,0.0
727,1047545667,Tomer Gardi,20.0
728,1047576384,Uwe M. Schmidt,9.0
729,104761071X,Johann David Michaelis,8.0
730,104793708,Will Berthold,0.0
731,1047953870,Jürgen Schulz-Grobert,35.0
732,1048071448,Theodora Bauer,3.0
733,104823097,Benito Wogatzki,0.0
734,104825995,Ida Bindschedler,0.0
735,104831227,Friede Birkner,1.0
736,1048538680,Johann Jakob Jägle,1.0
737,1048645258,Jörg-Geerd Arentzen,1.0
738,1049207335,Dirk Spelsberg,0.0
739,1049311825,Hans Herbert Grimm,5.0
740,104933518,Horst Salomon,0.0
741,104940811X,Édouard Louis,2.0
742,1049506243,Georg Müller,66.0
743,1049617363,Harald Sommer,1.0
744,1049998766,Karl Unruh,2.0
745,1050479661,Walter Neumann,23.0
746,105051095X,M. Albrecht Wittenberg,0.0
747,105051355X,Günter Wünsche,0.0
748,105057429X,Georg Wilhelm Schmidt,0.0
749,105065951,Ingrid Kreuzer,1.0
750,1050735862,Johann Sonnleitner,54.0
751,1050834321,Carl Gottfried Klaehr,0.0
752,1050883675,Friedrich Beckmann,5.0
753,1051036887,Julia Engelmann,0.0
754,105108626,Konrad Haemmerling,1.0
755,1051283361,Thomas Rietzschel,1.0
756,1051300983,Karl Wilhelm Vogt,0.0
757,10514004X,John Christopher,11.0
758,1051531829,Thomas Petraschka,22.0
759,1051797144,Leo van den Berg,0.0
760,1051885477,Johann Georg Kohl,9.0
761,1051950511,Johann Christian Reinhart,3.0
762,1052025684,Claus Baumann,0.0
763,1052473016,Zacharias Lund,2.0
764,1052704662,Robert R. Stauffer,0.0
765,1052717748,Joseph Belli,0.0
766,10528419X,Boris Djacenko,1.0
767,1052857027,Georg Geißelbrecht,2.0
768,105286841X,Paul Motz,0.0
769,1052872557,Martin Hanke,4.0
770,105288234X,August Fresenius,0.0
771,105306134,Anton Dietzenschmidt,0.0
772,1053081537,Georg Bernhard,60.0
773,1053134975,Wilhelm Gärtner,5.0
774,1053137966,Pilar Godayol,0.0
775,1053182848,Franz Anton Oberleitner,0.0
776,1053200218,Iuditha Balint,33.0
777,1053246145,Bernhard Kellermann,25.0
778,1053246811,Margherita Kuhn,1.0
779,1053393660,Martin Crusius,2.0
780,1053425864,Carl Förster,1.0
781,1053429355,August Hagen,1.0
782,1053436246,Georg Horn,0.0
783,1053452845,Rudolf Lindau,21.0
784,105348898X,Joachim Wittstock,108.0
785,1053499922,Friedrich Paulsen,0.0
786,1053510640,Johannes Sturm,4.0
787,1053517866,Carl Lang,61.0
788,105369934,Ulrich Dürrenmatt,7.0
789,105373605,Erik G. Wickenburg,0.0
790,1053986491,Nora Krug,15.0
791,105404101,Karl Georg Egel,0.0
792,105404624,Sophie Wörishöffer,7.0
793,105413542,Albert Ehrismann,2.0
794,105439525,Gerhart Ellert,0.0
795,105488437,Bruno Ertler,0.0
796,10549951X,Paul C. Ettighoffer,3.0
797,1055097600,Gustav Kühne,1.0
798,1055098518,August Hinrichs,12.0
799,1055098836,Isaak Hirsch,1.0
800,105514918X,Jacob Vogel,2.0
801,1055196129,Elisabeth Müller,14.0
802,1055234357,Albertine Pfranger,0.0
803,1055256237,Erich Schmidt,226.0
804,1055385088,Johannes Zwick,0.0
805,1055389040,Karl Töpfer,2.0
806,105538949,Reinhard Federmann,18.0
807,1055400117,Johann Georg Zimmermann,24.0
808,1055411976,Daniel Müller,55.0
809,1055444084,István Stieröxel,0.0
810,105545317,Friedrich Feld,14.0
811,1055497463,Franz Lang,35.0
812,1055616721,Caspar Kirchner,2.0
813,1055664351,Georg Sartorius,1.0
814,1055667423,Wilhelm Schröder,6.0
815,105567134X,Johann Arndt,48.0
816,105569854X,Auguste Kühn,0.0
817,1055708669,Heinrich Sander,4.0
818,1055730869,Christoph Arnold,20.0
819,1055736565,Gottfried Prehauser,0.0
820,1055739408,Johann Friedrich Lehne,0.0
821,105602213,Hans Flesch-Brunningen,7.0
822,105602671,Klaus Bohnen,72.0
823,1056127325,Franz Jung,85.0
824,1056159588,Der Zwingäuer,0.0
825,105633437,Burghart Wachinger,57.0
826,1056459034,Norbert Jacques,13.0
827,1056608714,Gerhard Kofler,30.0
828,1056670991,Meinrad Lienert,1.0
829,105704091,Clotilde Schlayer,3.0
830,105713198,Simon Gfeller,0.0
831,105739650,Emil R. Greulich,1.0
832,105744441,Gunter Groll,0.0
833,1057562572,Ingeborg Glier,0.0
834,105759597,Fritz Habeck,4.0
835,1057762644,F. Grünbaum,11.0
836,10577670X,Irma Harder,0.0
837,105789771,Christa Johannsen,2.0
838,105798258,Heinz Helfgen,0.0
839,105832952,Michael Horbach,2.0
840,1058388568,Rostorf,0.0
841,105839167,Friedrich Hünenburg,0.0
842,1058488341,Jürgen Schröder,18.0
843,10586224X,Ina Jens,1.0
844,1058891855,Niels Schröder,1.0
845,105890261X,Michael Mansfeld,0.0
846,1058918168,Pascal Mercier,16.0
847,105915122,Manfred Künne,0.0
848,105968463,Ulrich Karthaus,27.0
849,105971723,Peter Kast,3.0
850,105971839,Josef Kastein,2.0
851,105979899,Ellis Kaut,4.0
852,105990179X,John Ryan,1.0
853,106008978,Rainer Kerndl,0.0
854,1060236745,Elsa Bernstein,21.0
855,1060385775,Rideamus,1.0
856,1060911078,Tobias Dänzer,1.0
857,1061155447,Kurt W. Marek,4.0
858,106148222,Karl Emerich Krämer,5.0
859,106152505,Joachim Kupsch,0.0
860,1061775313,Ilker Çatak,0.0
861,106196499X,Sarah Nemitz,3.0
862,1062077520,Monika Funke Stern,0.0
863,1062173465,Gregor Eisenbeiß,0.0
864,1062309251,Beate Pinkerneil,0.0
865,1062354311,Moritz von Wolzogen,1.0
866,106242695,Volkmar Lachmann,0.0
867,1062499549,Heinrich Schinz,0.0
868,106250965,Helene Lahr,1.0
869,1062591763,Hermann Goedsche,2.0
870,106265156,Hans-Jürgen Schmitt,0.0
871,1062756851,Dominik Steiger,7.0
872,106277901,Maria Langner,3.0
873,1062825225,Marie Gamillscheg,2.0
874,106290916,Carl Laufs,0.0
875,106300764X,Jakob Nolte,5.0
876,1063133041,Ilse Frapan,4.0
877,1064625657,Ernst Koch,24.0
878,106500635,Kurtmartin Magiera,0.0
879,106537970,Marie Madeleine,6.0
880,1065417632,Carolin Callies,5.0
881,10655462X,Roland Marwitz,0.0
882,106571400,Alfred Matusche,18.0
883,106618296,Gerhard Walter Menzel,0.0
884,1066211477,Wolfgang Langhoff,5.0
885,106657917,Edith Mikeleitis,0.0
886,106661797X,Heinrich Leo,68.0
887,1067104291,Dörte Hansen,11.0
888,1067108688,Woldemar Nürnberger,2.0
889,106729683,Johannes Moy,0.0
890,106737007,Artur Müller,7.0
891,1067530649,Stefanie Höfler,3.0
892,106773801,Gerhard Hay,1.0
893,106795392,Dinah Nelken,5.0
894,1068937319,Takis Würger,5.0
895,10692981X,Betty Paoli,29.0
896,1069316873,Peer Martin,5.0
897,1069335347,Heinrich Gotthold Münchmeyer,3.0
898,106937073,Wolfgang W. Parth,0.0
899,1069940704,Ernst Schwabe von der Heyde,3.0
900,107017156,Clemens Podewils,5.0
901,1070181080,Charles Sealsfield,178.0
902,107024640,Robert Prechtl,0.0
903,107031027,Walter Püschel,1.0
904,107031493,Hans W. Pump,1.0
905,107044919,Jens Rehn,5.0
906,1070605948,Johannes Eck,34.0
907,107062798,Werner Reinowski,0.0
908,107088207,Emmy von Rhoden,3.0
909,1070955574,Fritz Ernst,8.0
910,107136740,Jo Hanns Rösler,0.0
911,1071922521,Herbert Kaufmann,1.0
912,1072059940,Elias Hirschl,6.0
913,1072168502,Petra Piuk,0.0
914,1072379635,1455-1522  Johannes  Familie : 1000-1806 : Württemberg : Reuchlin Reuchlin,0.0
915,107263516X,Susanne Kilian,0.0
916,107318237,Klaus Neukrantz,3.0
917,10732220X,Erwin Rosen,3.0
918,1073319687,Petra Wüllenweber,0.0
919,1073373096,Paul Kersten,0.0
920,1073390594,Paul Winkler,7.0
921,1073414744,Hermann I. Kirchner,0.0
922,1073447197,August Berthold Auerbach,1.0
923,1073458970,Martin Kessel,39.0
924,1073491501,Hugo Friedrich,77.0
925,1073503070,Helene Schmitzdorff,0.0
926,10738468X,Karl Gerold,1.0
927,107389441X,Otto Häuser,0.0
928,107443325,Paul Henricks,0.0
929,107456354,Christian Hölmann,0.0
930,107466015,Jakob Senn,3.0
931,1074850920,Horst-Ulrich Mann,0.0
932,1074894200,Dionysius Andreas Freher,0.0
933,1074894626,Tobias Fleischer,0.0
934,107494027,Gerhart Söhn,10.0
935,1075073618,Bruce Norris,0.0
936,107512602,Dieter Kimpel,3.0
937,107515970,Reinhart Stalmann,0.0
938,107521695,Heinz Steguweit,0.0
939,107523302,Esther Knorr-Anders,0.0
940,1075258081,Klaus Weimar,26.0
941,107530147,Josef Luitpold Stern,0.0
942,107545802,Albert Streich,1.0
943,107602830,Thaddäus Troll,2.0
944,1076100465,Heribert Tommek,85.0
945,10761197X,Wendelin Überzwerch,0.0
946,1076339549,Cordula Peregrina,0.0
947,1076412637,Elke Frederiksen,7.0
948,10764424X,Benno Voelkner,0.0
949,10766156X,Henri R. Paucker,0.0
950,10767761X,Alf Poss,1.0
951,107680734,Johannes Weidenheim,5.0
952,107689561,Renate Rasp,4.0
953,107692465,Ingeborg Wendt,1.0
954,107706210,Martina Wied,11.0
955,107711044,I. A. L. Diamond,3.0
956,107712423,Johann Leonhard Rost,3.0
957,107721708,Martin Stade,3.0
958,107726122,Hans Dieter Baroth,2.0
959,1077323352,Michael Bergmann,3.0
960,107732904,Klaus Stiller,0.0
961,1077373678,Lydia Haider,8.0
962,1077379838,Melanie Gärtner,0.0
963,107741482,Juliane Windhager,0.0
964,107753537,Joachim Wohlgemuth,0.0
965,107757583,Diana Kempff,0.0
966,107778734,Fred Viebahn,0.0
967,107792397,Richard Limpert,0.0
968,107799477X,Nadine J. Schmidt,37.0
969,107857189,Sling,1.0
970,107857995,Salvatore A. Sanna,0.0
971,107860333,Uve Schmidt,0.0
972,10786617X,Isaac Schreyer,4.0
973,107872641,Walter K. Schweickert,0.0
974,107886839,Christian Ernst Fidelinus,0.0
975,107911213,Theo Elm,23.0
976,107935163,Felix Lützkendorf,0.0
977,107955644,Andreas Johannes Wiesand,1.0
978,107968169,Georg Nikolaus Bärmann,1.0
979,108005305,Jusuf Naoum,3.0
980,108011801,Schwarzwälder Prediger,1.0
981,1080152148,Natalie Moser,48.0
982,1080156755,Nora Zapf,1.0
983,1080187421,Max Kruse,22.0
984,1080208445,Albert Lindner,0.0
985,108066525,Berta Waterstradt,0.0
986,108082652,Jean Craighead George,0.0
987,1081024518,Mohamed Amjahid,1.0
988,108109941,Wilhelm Pevny,5.0
989,108129780,Gertrude Cepl-Kaufmann,66.0
990,1081746696,Stefanie Sargnagel,17.0
991,1082098876,Shida Bazyar,14.0
992,1082528471,Johannes Praetorius,15.0
993,1083009273,Brüder Grimm,455.0
994,108340546,Charlotte Worgitzky,0.0
995,108342247,Renate Möhrmann,6.0
996,108359433,Hubert Fabian Kulterer,0.0
997,108359573,Christian Friedrich Henrici,3.0
998,108373436,Engelbert Obernosterer,5.0
999,108383415,Karin Kiwus,4.0
1000,108383709,Helmut Pfotenhauer,101.0
1001,108390578,Gerti Tetzner,3.0
1002,108401677,Werner Faulstich,10.0
1003,108418812,Wolfgang Doktor,1.0
1004,108453030,Gisela Zies,0.0
1005,1084641992,August Niemann,1.0
1006,108749266,Felix Huby,7.0
1007,108781372,Jo Micovich,0.0
1008,108924665X,Konrad von Stoffeln,11.0
1009,1089273495,Rudolf Peyer,1.0
1010,1089287216,Johannes Lorichius,0.0
1011,1089311079,von Nördlingen Heinrich,9.0
1012,1089311710,von Konstanz Johann,14.0
1013,1089324715,von Passau Otto,2.0
1014,1089325266,Hofprediger und Pastor in Oels  Carl Ortlob,0.0
1015,108932572X,dt. Dichter  Johann Georg Schoch,0.0
1016,1089329431,Ludwig Meyer von Knonau,0.0
1017,108937372,Alexandra Cordes,1.0
1018,1089375891,Peter Lehner,0.0
1019,1089412126,von Frankenstein Johannes,1.0
1020,1089422458,William Karel,0.0
1021,1089429967,Monika Sperr,0.0
1022,1089493835,Nikolaus Gallus,0.0
1023,1089498624,Hans Ulrich Brennwald,0.0
1024,1089508212,Laurentius Albertus,0.0
1025,1089520565,1717-1774  Christoph Gottlieb Richter,0.0
1026,1089595352,Lyriker  Spruchdichter  vom Odenwald König,0.0
1027,1089624999,Betriebswissenschaftler  Heinrich Seidel,0.0
1028,108967026,Georg-Michael Schulz,43.0
1029,1089703414,von Erfurt Ebernand,3.0
1030,1089713517,der Teichner Heinrich,9.0
1031,1089715250,Lilananda,0.0
1032,108971821,Uli Becker,0.0
1033,1089721080,von Hinkhofen Rüdeger,0.0
1034,108972755,Christoph Otto von Schönaich,4.0
1035,1089733828,Montifontanus Lucianus,0.0
1036,1089741618,Heinrich Sautier,0.0
1037,1089742568,Christoph Rothmann,1.0
1038,1089771940,Georg Am Wald,10.0
1039,108979792,Renato P. Arlati,1.0
1040,1089847173,Heinrich Barth,116.0
1041,1089857586,Herger,3.0
1042,1089914369,Guglielmo Grataroli,0.0
1043,1089918437,Steinmar,5.0
1044,1089927126,Hermann Burte,7.0
1045,109007085,Slang,1.0
1046,1090146442,Hans Baumann,21.0
1047,1090181019,Philippe Faucon,0.0
1048,109034848,Udo Steinke,0.0
1049,109051270,Otto Glaubrecht,0.0
1050,1090940696,Nicolaus Vogt,0.0
1051,1092199446,Martin Ahrends,1.0
1052,1092233695,Willibald Alexis,54.0
1053,109326628,Georg Friedrich Alexan,15.0
1054,109368835,Eva-Maria Alves,4.0
1055,109460154,Heinz Stalder,0.0
1056,1094710121,Oskar Baum,26.0
1057,1095493922,Uwe Berger,3.0
1058,1095566563,Karl Biedermann,1.0
1059,1095775561,Kurt Barthel,0.0
1060,1096334879,Paul Burg,7.0
1061,1096336413,Anna Albinus,0.0
1062,109731433,Peter H. Gogolin,2.0
1063,1098434463,Hedwig Heger,5.0
1064,1099119065,Bianca Döring,1.0
1065,109931246,Dora Koster,0.0
1066,10998689X,Ernst Erich Noth,17.0
1067,1099996430,Johannes Duncker,0.0
1068,110005449,Stefan Brecht,7.0
1069,1100176179,Stefan Rother,0.0
1070,1100723935,Carl Busse,5.0
1071,110106083,Marcel Konrad,0.0
1072,110112679,Alex Gfeller,0.0
1073,110118898,Jo Pestum,0.0
1074,110141458,H. E. R. Belani,0.0
1075,1101857048,Harry Kessler,106.0
1076,1101963743,Horst Lange,53.0
1077,110200136,Ulrich Schödlbauer,9.0
1078,110274555,Hansgeorg Schmidt-Bergmann,87.0
1079,1102939749,Felix Sternheim,2.0
1080,1103059483,Martin Moller,5.0
1081,110360869,Suleman Taufiq,1.0
1082,110389158,Herbert Uerlings,61.0
1083,1104495473,Klara Hofer,0.0
1084,110562399,Johann Peter Lyser,1.0
1085,110624947,Reinhard Knodt,1.0
1086,110626095,Reiner Stach,44.0
1087,110700805,Adolf Stern,4.0
1088,110710487,Rüdiger Rosenthal,0.0
1089,1107781779,Yvonne Zimmermann,12.0
1090,1107809800,Franz Karl Philipp von Winckelmann,0.0
1091,110792157,Reinhold Batberger,2.0
1092,110794265,Stefana Sabin,12.0
1093,110823656,Tomas Tomasek,50.0
1094,110861841,Roswitha Kuhn,0.0
1095,110867122,Christa Moog,1.0
1096,1108787355,Österreichischer Bibelübersetzer,11.0
1097,1108817297,Friedrich Schulz,17.0
1098,1109924658,Johann Erich Biester,5.0
1099,1110070845,Dranmor,2.0
1100,1110188102,Werner Ackermann,4.0
1101,111037344,Barbara Stollberg-Rilinger,2.0
1102,1111129452,Dominik Müller,68.0
1103,111150310,Friedrich Wilhelm Wagner,6.0
1104,111166532X,Doris Runge-Mettenbrink,0.0
1105,111201047,Esther Kinsky,37.0
1106,1112048537,Bischof  Augsburg Albertus,1.0
1107,1112147217,Metin Genç,10.0
1108,1112471774,Albrecht,2456.0
1109,111248167,Philipp Galen,0.0
1110,111363683,Ursula Welsch,4.0
1111,111388438X,Felwine Sarr,0.0
1112,1114309885,Hengameh Yaghoobifarah,3.0
1113,1114518301,Petrus Herbert,0.0
1114,111488109,Doris Bachmann-Medick,8.0
1115,111492167X,Thomas Bleidiek,0.0
1116,11153495X,Xaver Herzog,0.0
1117,1116522586,Andreas Hiltebrand,0.0
1118,1117094405,Vera Lachmann,4.0
1119,1117144240,Roger Hermes,0.0
1120,1117730050,Hans von Sassen,1.0
1121,1117938026,Leonhard Herrmann,52.0
1122,1118537408,David Gramling,18.0
1123,1118649451,Johannes Schenk,8.0
1124,1119162572,Franz Xaver Huber,1.0
1125,11192975X,Karl Gottfried von Leitner,0.0
1126,111942039,Gerd-Peter Eigner,15.0
1127,1120532337,Diego Viga,0.0
1128,1120729521,Christoph Kaufmann,4.0
1129,112137954,Karl Röttger,0.0
1130,1122058578,Marianne Herzog,1.0
1131,112206117X,Bruno E. Werner,4.0
1132,1122121636,Prokop,29.0
1133,112269864X,Fritz Usinger,1.0
1134,1123753598,Dominik Hofmann-Wellenhof,2.0
1135,1124193499,Felix Braun,7.0
1136,1124411887,Marianne Fritz,20.0
1137,1124801774,Fatma Aydemir,19.0
1138,1125650699,Julia Weber,12.0
1139,1125895012,Georg Joachim Zollikofer,2.0
1140,112722628,Willi Hengstler,7.0
1141,112754147,Markus Bernauer,47.0
1142,1127788450,Johann Adam Braun,0.0
1143,1127795376,Johann Friedrich Mayer,1.0
1144,1128344947,Tupoka Ogette,0.0
1145,1128407922,Alexander Seitz,0.0
1146,112842739,Alfred Messerli,42.0
1147,112875505X,Otto Marchi,2.0
1148,1128755149,Olga Castro,0.0
1149,11290159X,Burkhard Moennighoff,49.0
1150,11290985X,Giuseppe Fiorenza Dill'Elba,0.0
1151,112951368,Simone Winko,38.0
1152,1129618749,Stefan Kutzenberger,14.0
1153,1130194965,Arnold Höllriegel,8.0
1154,1130876535,Bonaventura,40.0
1155,1131171683,Bruno Adler,4.0
1156,113147147,Ulrich Zieger,4.0
1157,113178069,Kurt Hutterli,0.0
1158,1132169135,Christian Ferber,0.0
1159,1132204364,Max Holz,8.0
1160,1132240484,Karl August von Laffert,0.0
1161,11326478X,Oliver Bukowski,4.0
1162,1132824354,David Fabricius,0.0
1163,1135280800,Lucian Herbert,0.0
1164,1135302928,Maria Kraxenberger,1.0
1165,113559113X,Johannes Herwig,2.0
1166,113592701,Karl Friedrich Klischnig,0.0
1167,113666691,Ludwig von Alvensleben,0.0
1168,113668139,J. Satori,5.0
1169,113668260,Christian Leberecht Heyne,0.0
1170,1136684557,Lisa Eckhart,1.0
1171,1136992030,Raphaela Edelbauer,10.0
1172,1137018356,Hugo Marti,37.0
1173,113706613X,Johann Gottfried Zeidler,0.0
1174,1137529350,Stefan Descher,20.0
1175,1137629339,Max Doll,3.0
1176,113794053,Steffen Lüddemann,0.0
1177,1137963662,Johannes Voigt,0.0
1178,1137965894,Kübra Gümüşay,4.0
1179,113875878,Claus Zittel,52.0
1180,113889755,Margaret Wild,2.0
1181,11390438X,David Zane Mairowitz,2.0
1182,1140022474,Michael Navratil,32.0
1183,1140049275,Reni Eddo-Lodge,0.0
1184,114077290,Guido List,7.0
1185,11407898X,Didier van Cauwelaert,0.0
1186,1140944568,Julia von Lucadou,6.0
1187,114191655X,Victor von Falk,0.0
1188,1141921545,Christian Opitz,9.0
1189,1142181979,Lina Atfah,1.0
1190,114283850,Hermann Schiff,4.0
1191,114391416,Andrea Bartl,105.0
1192,1144310571,Philalethes,2.0
1193,1144642272,Hans Brandenburg,6.0
1194,114523525,Fotis Jannidis,47.0
1195,1145484611,Erdmann Neumeister,8.0
1196,1145653855,Johann Friedrich May,3.0
1197,1145963455,Christian Gottlieb May,0.0
1198,114599718,Johanna Haberer,0.0
1199,1146006020,Elise Krinitz,3.0
1200,1146057520,George Seremba,0.0
1201,1146425821,Josef Bernhart,1.0
1202,1146670680,Ruth Hoffmann,11.0
1203,114667175X,Anton Reiser,110.0
1204,1146769067,Friedrich Münter,2.0
1205,114681013X,Gerd Fuchs,7.0
1206,1146839618,Alfred Wegener,2.0
1207,1146888279,Jürgen Rausch,0.0
1208,1147005443,Peter Cornelius,9.0
1209,1147087172,Daniela Langer,17.0
1210,11472248X,Daniel Wetzel,0.0
1211,1147233225,Schwester Regula,1.0
1212,1147517223,Kristin Höller,1.0
1213,1147717303,Karl Friedrich Köppen,2.0
