GND,author,title,year,state,ID_orig
118832891,Lichtenstein,unbekannt,,Bayern,1196
118728814,Loerke,unbekannt,,Bayern,1197
118583107,Mörike,unbekannt,,Bayern,2575
119053071,Müller,unbekannt,,Bayern,1231
118577166,Mann,Mario und der Zauberer,1930,Bayern,2632
118577166,Mann,unbekannt,,Bayern,1176
118577166,Mann,unbekannt,,Bayern,1177
115653457,Maurensig,Die Lüneburgvariante,1993,Bayern,2620
118581775,Meyer,Der Heilige,1880,Bayern,2633
118581775,Meyer,unbekannt,,Bayern,2564
118582496,Miller,Hexenjagd,1953,Bayern,2602
11881169X,Morgenstern,unbekannt,,Bayern,1198
122571126,Mosebach,unbekannt,,Bayern,1230
119037092,Murakami,unbekannt,,Bayern,1251
118585916,Musil,unbekannt,,Bayern,1178
118586114,Nabokov,unbekannt,,Bayern,1186
119282437,Nadolny,unbekannt,,Bayern,1232
119072335 + 119072343,Natanowitsch Strugazki / Natanowitsch Strugazki,Die bewohnte Insel,1969,Bayern,2674
118588893,Novalis,unbekannt,,Bayern,2550
118589121,Oates,Unter Verdacht: Die Geschichte von Big Mouth & Ugly Girl,2003,Bayern,2678
118590359,Orwell,1984,1949,Bayern,2672
115727795,Ostermaier,unbekannt,,Bayern,1270
119104687,Pamuk,unbekannt,,Bayern,1252
118740083,Perutz,Zwischen neun und neun,1918,Bayern,2661
118595024,Plenzdorf,Die neuen Leiden des jungen W.,1972,Bayern,2611
11859527X,Poe,Die Morde in der Rue Morgue [auch: Der Doppelmord in der Rue Morgue],1841,Bayern,2662
119290650,Pressler,Shylocks Tochter,1999,Bayern,2679
118641816,Puschkin,Die Hauptmannstochter,1836,Bayern,2612
118641816,Puschkin,Pique Dame,1834,Bayern,2621
12012159X,Röhrig,In 300 Jahren vielleicht,1983,Bayern,2645
118597442,Raabe,Die schwarze Galeere,1861,Bayern,2663
118597442,Raabe,unbekannt,,Bayern,2565
118956299,Ransmayr,unbekannt,,Bayern,1233
118599631,Remarque,Im Westen nichts Neues,1928,Bayern,2644
118601024,Rilke,unbekannt,,Bayern,1179
118601121,Ringelnatz,unbekannt,,Bayern,1199
118603140,Roth,Das falsche Gewicht,1937,Bayern,2627
118603140,Roth,Hiob,1930,Bayern,2603
118873520,Rushdie,unbekannt,,Bayern,1253
118885006,Süskind,Der Kontrabass,1981,Bayern,2615
118885006,Süskind,unbekannt,,Bayern,1237
118604627,Sachs,unbekannt,,Bayern,1271
11860564X,Sartre,unbekannt,,Bayern,1218
130878499,Schenkel,unbekannt,,Bayern,1234
11860757X,Schikaneder,Die Zauberflöte,1791,Bayern,2587
118607626,Schiller,Der Verbrecher aus verlorener Ehre,1786,Bayern,2655
118607626,Schiller,Die Räuber,1781,Bayern,2588
118607626,Schiller,Die Verschwörung des Fiesco zu Genua,1783,Bayern,2589
118607626,Schiller,Kabale und Liebe,1784,Bayern,2590
118607626,Schiller,unbekannt,,Bayern,2546
118607871,Schlaf,unbekannt,,Bayern,2567
115673784,Schlink,unbekannt,,Bayern,1235
118609629,Schneider,Las Casas vor Karl V.,1937,Bayern,2634
119393603,Schneider,unbekannt,,Bayern,2542
118609807,Schnitzler,unbekannt,,Bayern,1180
118609831,Schnurre,unbekannt,,Bayern,1236
118612301,Schwitters,unbekannt,,Bayern,1200
118612743,Seghers,Der Ausflug der toten Mädchen,1946,Bayern,2635
118612743,Seghers,unbekannt,,Bayern,1181
11879695X,Shelley,Frankenstein oder Der moderne Prometheus,1912,Bayern,2673
118765396,Sillitoe,Die Einsamkeit des Langstreckenläufers,1959,Bayern,2622
121385817,Simmons,Salzwasser,1999,Bayern,2613
118642464,Solschenizyn,Ein Tag im Leben des Iwan Denissowitsch,1963,Bayern,2636
118616587,Stadler,unbekannt,,Bayern,1201
118617338,Steinbeck,unbekannt,,Bayern,1187
118617338,Steinbeck,Von Mäusen und Menschen,1940,Bayern,2656
118617958,Sternheim,unbekannt,,Bayern,1167
118753711,Stevenson,Der seltsame Fall von Dr. Jekyll and Mr. Hyde,1889,Bayern,2664
118618156,Stifter,Der Condor,1840,Bayern,2614
118618156,Stifter,unbekannt,,Bayern,2561
118618725,Storm,Der Schimmelreiter,1888,Bayern,2665
118618725,Storm,Hans und Heinz Kirch,1883,Bayern,2596
118618725,Storm,Immensee,1849,Bayern,2616
118618725,Storm,unbekannt,,Bayern,2563
118619047,Strauß,unbekannt,,Bayern,1210
118619314,Strindberg,unbekannt,,Bayern,2574
118755978,Strittmatter,unbekannt,,Bayern,2541
123543185,Suter,unbekannt,,Bayern,1238
118622072,Thoma,Andreas Vöst,1906,Bayern,2604
118622072,Thoma,Magdalena,1912,Bayern,2597
12989432X,Tieck,unbekannt,,Bayern,2554
118839276,Timm,unbekannt,,Bayern,1239
118623362,Torberg,Der Schüler Gerber,1930,Bayern,2637
118623575,Trakl,unbekannt,,Bayern,1202
119545667,Treichel,unbekannt,,Bayern,1240
118638289,Tschechow,unbekannt,,Bayern,1188
11862444X,Tucholsky,unbekannt,,Bayern,1182
118643010,Turgenjew,Erste Liebe,1860,Bayern,2617
11876442X,van Hoddis,unbekannt,,Bayern,1193
118520040,von Chamisso,Peter Schlemihls wundersame Geschichte,1814,Bayern,2657
118527533,von Droste-Hülshoff,Die Judenbuche,1842,Bayern,2647
118527533,von Droste-Hülshoff,unbekannt,,Bayern,2576
118529390,von Eichendorff,unbekannt,,Bayern,2548
118540238,von Goethe,Die Leiden des jungen Werthers,1774,Bayern,2579
118540238,von Goethe,Faust I,1808,Bayern,2544
118540238,von Goethe,Götz von Berlichingen,1773,Bayern,2580
118540238,von Goethe,unbekannt,,Bayern,2545
118552759,von Hofmannsthal,unbekannt,,Bayern,1172
118553739,von Horváth,Jugend ohne Gott,1937,Bayern,2600
118553739,von Horváth,unbekannt,,Bayern,1166
118561812,von Keyserling,Dumala,1907,Bayern,2610
118563076,von Kleist,Michael Kohlhaas,1810,Bayern,2601
118563076,von Kleist,unbekannt,,Bayern,2547
118628852,Walser,unbekannt,,Bayern,1241
118630539,Weiss,unbekannt,,Bayern,1211
118643266,Wells,Die Zeitmaschine,1904,Bayern,2675
11904157X,Widmer,unbekannt,,Bayern,1212
113889755,Wild,Jinx,2003,Bayern,2680
118632779,Wilde,unbekannt,,Bayern,1189
118632817,Wilder,unbekannt,,Bayern,1219
118633333,Williams,unbekannt,,Bayern,1220
118634666,Wolf,unbekannt,,Bayern,1242
118635131,Wondratschek,unbekannt,,Bayern,1272
118635174,Woolf,unbekannt,,Bayern,1190
10514004X,Youd,Die Wächter,1970,Bayern,2669
12053715X,Zaimoglu,unbekannt,,Bayern,1243
123120802,Zeh,unbekannt,,Bayern,1244
118637223,Zola,unbekannt,,Bayern,2570
118637304,Zuckmayer,Des Teufels General,1946,Bayern,2646
118637304,Zuckmayer,unbekannt,,Bayern,1213
118637479,Zweig,Die Schachnovelle,1942,Bayern,2623
118637479,Zweig,Georg Friedrich Händels Auferstehung [In: Sternstunden der Menschheit],1943,Bayern,2666
118637479,Zweig,unbekannt,,Bayern,1183
