heading_1;heading_2;heading_3;author_name;title;type;GND
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Handke;Wunschloses Unglück;;118545574
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Handke;Die Lehre der Saint-Victoire;;118545574
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ernst Jandl;Laut und Luise;;118556894
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Reiner Kunze;Die wunderbaren Jahre;;118568124
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Martin Sperr;Jagdszenen aus Niederbayern;;119151839
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Kunert;Im Namen der Hüte;;118568051
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter de Bruyn;Hubert Fichte;;118516388
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Tankred Dorst;Toller;;118526952
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Tankred Dorst;Merlin oder das wüste Land;;118526952
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Rainer Werner Fassbinder;Katzelmacher;;118532022
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hubert Fichte;Die Palette;;118532839
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Erika Runge;Bottroper Protokolle;;116707178
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Jurek Becker;Jakob der Lügner;;118829742
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;George Tabori;Die Kannibalen;;118620444
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Walter Kempowski;Tadellöser & Wolff;;118561359
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Franz Xaver Kroetz;Stallerhof;;118566962
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Franz Xaver Kroetz;Oberösterreich;;118566962
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Thomas Bernhard;Der Ignorant und der Wahnsinnige;;118509861
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Thomas Bernhard;Wittgensteins Neffe;;118509861
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Thomas Bernhard;Alte Meister;;118509861
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Sarah Kirsch;Zaubersprüche;;118562487
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ulrich Plenzdorf;Die neuen Leiden des jungen W.;;118595024
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Schneider;Lenz;;118758675
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Franz Innerhofer;Schöne Tage;;118710761
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Irmtraud Morgner;Leben und Abenteuer der Trobadora Beatriz nach Zeugnissen ihrer Spielfrau Laura;;118817663
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Adolf Muschg;Albissers Grund;;118585894
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Horst Bienek;Die erste Polka;;118510754
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Manfred Bieler;Der Mädchenkrieg;;119160994
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Elfriede Jelinek;Die Liebhaberinnen;;119001802
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Elfriede Jelinek;Die Klavierspielerin;;119001802
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Elfriede Jelinek;Lust;;119001802
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hermann Burger;Schilten;;118517600
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Edgar Hilsenrath;Der Nazi & der Friseur;;119078805
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Dieter Kühn;Ich, Wolkenstein;;11899011X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hans Joachim Schädlich;Versuchte Nähe;;119223104
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hans Joachim Schädlich;Tallhover;;119223104
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Bernward Vesper;Die Reise;;118626728
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Christoph Meckel;Licht;;118579819
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Christoph Meckel;Suchbild. Über meinen Vater;;118579819
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Rolf Dieter Brinkmann;Rom, Blicke;;118515470
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Stefan Heym;Collin;;118550691
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Härtling;Nachgetragene Liebe;;118544551
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Friederike Roth;Klavierspiele;;119202824
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Friederike Roth;Ritt auf die Wartburg;;119202824
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Eva Demski;Karneval;;118000918
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ludwig Fels;Ein Unding der Liebe;;115756914
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Monika Maron;Flugasche;;118842269
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Paul Nizon;Das Jahr der Liebe;;118588346
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Botho Strauss;Paare – Passanten;;118619047
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Botho Strauss;Der junge Mann;;118619047
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Brigitte Kronauer;Rita Münster;;119000016
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Sten Nadolny;Die Entdeckung der Langsamkeit;;119282437
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ingomar von Kieseritzky;Obsession. Ein Liebesfall;;118942921
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Gerhard Roth;Landläufiger Tod;;118841750
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Volker Braun;Hinze-Kunze-Roman;;118514644
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Anne Duden;Das Judasschaf;;118922335
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Gerhard Köpf;Die Strecke;;118855409
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Patrick Süskind;Das Parfüm;;118885006
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Oskar Pastior;Jalousien aufgemacht;;11891118X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Christoph Ransmayr;Die letzte Welt;;118956299
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Bernd Schmidt/Hannes Schwenger;Die Stunde Eis;ANTH;1212156161 + 117418307
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Manfred Durzak;Erzählte Zeit;ANTH;128923865
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Marcel Reich-Ranicki;Erfundene Wahrheit. Deutsche Geschichten 1945–1960;ANTH;118599194
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Marcel Reich-Ranicki;Verteidigung der Zukunft. Deutsche Geschichten 1960 bis 1980;ANTH;118599194
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Christoph Buchwald/Klaus Wagenbach;Lesebuch. Deutsche Literatur der siebziger Jahre;ANTH;115431918 + 118628151
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Heinz Ludwig Arnold;Die deutsche Literatur 1945–1960;ANTH;11574326X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Horst Bingel;Deutsche Lyrik. Gedichte seit 1945;ANTH;116183942
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Volker Hage;Lyrik für Leser. Deutsche Gedichte der siebziger Jahre;ANTH;115807454
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Michael Braun/Hans Thill;Punktzeit. Deutschsprachige Lyrik der achtziger Jahre;ANTH;128881526 + 122489438
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Hans Bender;Was sind das für Zeiten. Deutschsprachige Gedichte der achtziger Jahre;ANTH;118508849
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Peter Geist;Ein Molotow-Cocktail auf fremder Bettkante. Lyrik der siebziger/achtziger Jahre von Dichtern aus der DDR;ANTH;132515326
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Textsammlungen;Eugen Gomringer;konkrete poesie;ANTH;11869636X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Christoph Hein;Der Tangospieler;;118840991
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Thomas Hettche;Ludwig muß sterben;;115452540
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Thomas Hettche;Der Fall Arbogast;;115452540
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Thomas Hürlimann;Das Gartenhaus;;11919967X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Thomas Hürlimann;Fräulein Stark;;11919967X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Robert Gernhardt;Reim und Zeit;;11884556X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Ludwig Harig;Weh dem, der aus der Reihe tanzt;;118701606
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Bodo Kirchhoff;Infanta;;118723138
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Bodo Kirchhoff;Der Sandmann;;118723138
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Birgit Vanderbeke;Das Meschlessen;;115698027
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Birgit Vanderbeke;Alberta empfängt einen Liebhaber;;115698027
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Christa Wolf;Was bleibt;;118634666
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Durs Grünbein;Schädelbasislektion;;119371391
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Durs Grünbein;Vom Schnee oder Descartes in Deutschland;;119371391
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Monika Maron;Stille Zeile Sechs;;118842269
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Ralf Rothmann;Stier;;120596679
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Ralf Rothmann;Junges Licht;;120596679
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Tilman Spengler;Lenins Hirn;;120038781
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Jurek Becker;Amanda herzlos;;118829742
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Wilhelm Grenazino;Leise singende Frauen;;11941208X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Ruth Klüger;weiter leben;;119071738
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Herta Müller;Der Fuchs war damals schon Jäger;;119053071
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Hanns-Josef Ortheil;Abschied von den Kriegsteilnehmern;;119175797
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Hanns-Josef Ortheil;Lagunenlicht;;119175797
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Robert Schindel;Gebürtig;;119359464
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Robert Schneider;Schlafes Bruder;;119359464
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Winfried Georg Sebald;Die Ausgewanderten;;1271185377
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Winfried Georg Sebald;Austerlitz;;1271185377
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Adolf Muschg;Der Rote Ritter. Eine Geschichte von parzival;;118585894
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Uwe Timm;Die Entdeckung der Currywurst;;118839276
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Uwe Timm;Rot;;118839276
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Gert Hofmann;Die kleine Stechardin;;118828681
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Alissa Walser;Dies ist nicht meine ganze Geschichte;;121925463
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Marcel Beyer;Flughunde;;11548048X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Marcel Beyer;Spione;;11548048X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Thomas Brussig;Helden wie wir;;119491028
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Josef Halsinger;Opernball;;119549867
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Michael Köhlmeier;Telemach;;119544199
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Robert Menasse;Schubumkehr;;119524678
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Albert Ostermaier;Zwischen zwei Feuern – Tollertopographie;;115727795
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Bernhard Schlink;Der Vorleser;;115673784
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Raoul Schrott;Finis terrae;;11936039X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Raoul Schrott;Tropen;;11936039X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Helmut Krausser;Thanatos;;119131366
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Bernd Wagner;Paradies;;120360071
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Zsuzsanna Gahse;Kellnerroman;;119401827
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Arnold Stadler;Der Tod und ich, wir zwei;;119390388
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Arnold Stadler;Ein hinreißender Schrotthändler;;119390388
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Urs Widmer;Im Kongo;;11904157X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Friedrich Christian Delius;Amerikahaus und der Tanz um die Frauen;;118924389
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Zoe Jenny;Das Blütenstaubzimmer;;115633286
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Klaus Modick;Der Mann im Mast;;115592695
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Matthias Politycki;Weiberroman. Historisch-kritische Gesamtausgabe;;115802576
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Paul Wühr;Salve Res Publica Poetica;;118824465
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Judith Hermann;Sommerhaus, später;;120448041
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Ingo Schulze;Simple Storys. Ein Roman aus der ostdeutschen Provinz;;120526107
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Martin Walser;Ein springender Brunnen;;118628852
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Martin Walser;Angstblüte;;118628852
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Ulla Berkewicz;Ich weß, daß du weißt;;119150026
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Walter Kempowski;Das Echolot;;118561359
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Marcel Reich-Ranicki;Mein Leben;;118599194
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Stephan Wackwitz;Die Wahrheit über Sancho Pansa;;120606488
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Jan Konferke;Paul Schatz im Uhrenkasten;;123174821
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Brigitte Kronauer;Teufelsbrück;;119000016
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Dieter Wellershoff;Der Liebeswunsch;;118630814
